CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Quarterly,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure
310258,42,54,16.0,1,15.0,940.74,1,0.0,1,0,0,1,1.255813953488372,55.33764705882353,0.01818181818181818
310259,31,53,18.0,0,5.0,732.3,15,0.0,0,0,0,0,1.65625,38.54210526315789,0.0
310260,32,19,23.0,3,15.0,517.93,3,0.0,1,1,0,1,0.5757575757575758,21.580416666666665,0.15
310261,20,59,2.0,0,8.0,724.68,11,0.0,0,1,0,0,2.8095238095238093,241.55999999999997,0.0
310262,32,39,21.0,2,3.0,681.85,20,0.0,1,1,0,0,1.1818181818181819,30.99318181818182,0.05
310263,37,18,21.0,0,12.0,671.53,5,0.0,0,1,0,0,0.47368421052631576,30.52409090909091,0.0
310264,40,6,22.0,0,3.0,828.66,8,0.0,0,0,1,0,0.14634146341463414,36.02869565217391,0.0
310265,42,47,8.0,4,12.0,637.13,2,0.0,0,0,0,1,1.0930232558139534,70.79222222222222,0.08333333333333333
310266,45,39,25.0,3,15.0,909.61,19,0.0,1,1,0,1,0.8478260869565217,34.985,0.075
310267,40,39,22.0,4,6.0,752.63,9,0.0,1,0,1,0,0.9512195121951219,32.72304347826087,0.1
310268,41,53,30.0,0,20.0,943.61,12,0.0,1,0,0,1,1.2619047619047619,30.43903225806452,0.0
310269,42,23,30.0,0,13.0,539.0,28,0.0,1,0,1,0,0.5348837209302325,17.387096774193548,0.0
310270,42,29,1.0,3,19.0,687.94,14,0.0,1,0,1,0,0.6744186046511628,343.97,0.1
310271,36,47,15.0,0,1.0,784.7,10,0.0,0,0,1,1,1.2702702702702702,49.04375,0.0
310272,30,60,26.0,2,7.0,766.37,3,0.0,0,0,0,0,1.935483870967742,28.384074074074075,0.03278688524590164
310273,36,37,5.0,1,7.0,516.17,6,0.0,0,0,1,1,1.0,86.02833333333332,0.02631578947368421
310274,40,46,27.0,3,0.0,931.26,15,0.0,1,1,0,0,1.1219512195121952,33.25928571428572,0.06382978723404255
310275,33,28,23.0,2,2.0,761.57,14,0.0,1,0,1,1,0.8235294117647058,31.732083333333335,0.06896551724137931
310276,40,40,25.0,3,5.0,712.12,9,0.0,0,1,0,0,0.975609756097561,27.38923076923077,0.07317073170731707
310277,40,10,8.0,4,13.0,691.61,11,0.0,0,0,0,1,0.24390243902439024,76.84555555555556,0.36363636363636365
310278,44,15,26.0,3,12.0,863.31,15,0.0,0,0,1,0,0.3333333333333333,31.974444444444444,0.1875
310279,42,30,23.0,3,2.0,969.47,27,0.0,1,0,1,1,0.6976744186046512,40.39458333333334,0.0967741935483871
310280,43,27,18.0,4,16.0,734.26,8,0.0,1,0,0,0,0.6136363636363636,38.64526315789474,0.14285714285714285
310281,33,6,17.0,2,20.0,548.5,8,0.0,0,0,0,0,0.17647058823529413,30.47222222222222,0.2857142857142857
310282,42,59,23.0,1,12.0,572.26,11,0.0,0,0,0,0,1.372093023255814,23.844166666666666,0.016666666666666666
310283,25,16,18.0,1,11.0,524.33,5,0.0,1,0,0,0,0.6153846153846154,27.596315789473685,0.058823529411764705
310284,40,35,24.0,0,13.0,939.37,16,0.0,1,1,0,0,0.8536585365853658,37.5748,0.0
310285,36,11,17.0,0,4.0,828.86,14,0.0,1,0,1,1,0.2972972972972973,46.04777777777778,0.0
310286,34,23,27.0,0,7.0,561.17,5,0.0,1,0,1,0,0.6571428571428571,20.041785714285712,0.0
310287,42,44,27.0,1,3.0,934.45,12,0.0,0,1,0,1,1.0232558139534884,33.37321428571429,0.022222222222222223
310288,32,5,16.0,3,16.0,525.37,25,0.0,1,1,0,0,0.15151515151515152,30.904117647058825,0.5
310289,29,17,11.0,2,1.0,889.06,14,0.0,0,0,0,1,0.5666666666666667,74.08833333333332,0.1111111111111111
310290,37,48,5.0,1,6.0,603.7,17,0.0,1,1,0,1,1.263157894736842,100.61666666666667,0.02040816326530612
310291,44,33,28.0,1,2.0,936.61,13,0.0,1,0,1,1,0.7333333333333333,32.29689655172414,0.029411764705882353
310292,27,59,24.0,1,20.0,819.96,1,0.0,1,0,0,0,2.107142857142857,32.7984,0.016666666666666666
310293,42,56,24.0,2,13.0,627.39,13,0.0,0,0,0,1,1.302325581395349,25.0956,0.03508771929824561
310294,30,43,1.0,0,17.0,939.8,10,0.0,0,0,0,1,1.3870967741935485,469.9,0.0
310295,40,28,26.0,0,8.0,820.25,8,0.0,0,0,1,1,0.6829268292682927,30.37962962962963,0.0
310296,33,28,11.0,2,14.0,780.63,25,0.0,1,0,0,0,0.8235294117647058,65.0525,0.06896551724137931
310297,42,41,8.0,3,18.0,511.76,6,0.0,0,1,0,0,0.9534883720930233,56.86222222222222,0.07142857142857142
310298,45,44,7.0,4,7.0,898.26,24,0.0,1,0,1,0,0.9565217391304348,112.2825,0.08888888888888889
310299,32,51,28.0,2,18.0,967.96,6,0.0,0,0,0,1,1.5454545454545454,33.377931034482756,0.038461538461538464
310300,44,52,10.0,0,12.0,503.4,24,0.0,1,0,1,0,1.1555555555555554,45.76363636363636,0.0
310301,32,30,3.0,1,11.0,835.55,10,0.0,0,0,1,1,0.9090909090909091,208.8875,0.03225806451612903
310302,32,25,14.0,2,5.0,643.95,6,0.0,1,0,1,1,0.7575757575757576,42.93,0.07692307692307693
310303,31,28,26.0,1,3.0,884.58,17,0.0,1,0,0,1,0.875,32.76222222222222,0.034482758620689655
310304,28,10,12.0,0,11.0,662.94,15,0.0,1,0,0,1,0.3448275862068966,50.99538461538462,0.0
310305,22,34,29.0,1,18.0,530.93,17,0.0,1,0,0,1,1.4782608695652173,17.697666666666667,0.02857142857142857
310306,30,11,1.0,1,16.0,676.03,7,0.0,0,0,1,0,0.3548387096774194,338.015,0.08333333333333333
310307,24,29,19.0,2,2.0,828.78,28,0.0,1,0,0,1,1.16,41.439,0.06666666666666667
310308,45,9,30.0,4,7.0,960.3,2,0.0,1,1,0,0,0.1956521739130435,30.97741935483871,0.4
310309,40,44,22.0,4,17.0,712.93,3,0.0,1,0,1,1,1.0731707317073171,30.99695652173913,0.08888888888888889
310310,45,38,23.0,1,11.0,930.31,27,0.0,1,1,0,1,0.8260869565217391,38.76291666666666,0.02564102564102564
310311,41,54,16.0,2,18.0,725.3,11,0.0,1,1,0,1,1.2857142857142858,42.66470588235294,0.03636363636363636
310312,39,51,15.0,2,10.0,777.08,9,0.0,0,0,1,0,1.275,48.5675,0.038461538461538464
310313,46,53,28.0,3,4.0,651.7,3,0.0,0,0,1,0,1.127659574468085,22.47241379310345,0.05555555555555555
310314,42,28,15.0,1,2.0,750.76,7,0.0,1,0,1,0,0.6511627906976745,46.9225,0.034482758620689655
310315,46,48,14.0,4,0.0,945.39,10,0.0,0,0,1,1,1.0212765957446808,63.025999999999996,0.08163265306122448
310316,32,6,22.0,1,14.0,890.95,29,0.0,1,1,0,1,0.18181818181818182,38.73695652173913,0.14285714285714285
310317,50,56,11.0,4,19.0,594.42,1,0.0,0,1,0,1,1.0980392156862746,49.535,0.07017543859649122
310318,31,41,5.0,0,12.0,922.3,22,0.0,1,1,0,1,1.28125,153.71666666666667,0.0
310319,50,39,9.0,5,4.0,984.66,18,0.0,1,0,1,0,0.7647058823529411,98.466,0.125
310320,31,17,29.0,1,7.0,745.63,19,0.0,1,0,1,1,0.53125,24.854333333333333,0.05555555555555555
310321,42,54,22.0,0,8.0,922.12,13,0.0,0,0,1,0,1.255813953488372,40.09217391304348,0.0
310322,39,34,11.0,2,17.0,855.55,2,0.0,0,1,0,0,0.85,71.29583333333333,0.05714285714285714
310323,42,26,12.0,4,3.0,556.66,8,0.0,1,0,0,0,0.6046511627906976,42.82,0.14814814814814814
310324,41,2,1.0,0,2.0,849.78,20,0.0,1,1,0,0,0.047619047619047616,424.89,0.0
310325,28,58,21.0,1,5.0,687.31,16,0.0,1,0,1,1,2.0,31.241363636363634,0.01694915254237288
310326,50,2,5.0,0,19.0,646.55,9,0.0,0,0,1,0,0.0392156862745098,107.75833333333333,0.0
310327,35,59,8.0,2,16.0,510.88,12,0.0,1,0,0,1,1.6388888888888888,56.76444444444444,0.03333333333333333
310328,18,41,9.0,0,12.0,554.98,1,0.0,1,1,0,0,2.1578947368421053,55.498000000000005,0.0
310329,20,28,9.0,2,16.0,902.08,10,0.0,1,0,1,0,1.3333333333333333,90.208,0.06896551724137931
310330,50,7,2.0,3,20.0,842.75,17,0.0,1,1,0,0,0.13725490196078433,280.9166666666667,0.375
310331,49,32,19.0,1,17.0,749.35,12,0.0,1,0,0,0,0.64,37.4675,0.030303030303030304
310332,49,54,12.0,2,8.0,664.58,5,0.0,1,0,1,0,1.08,51.121538461538464,0.03636363636363636
310333,48,59,3.0,3,4.0,819.4,13,0.0,1,1,0,0,1.2040816326530612,204.85,0.05
310334,47,26,3.0,2,4.0,529.88,1,0.0,0,0,0,1,0.5416666666666666,132.47,0.07407407407407407
310335,44,53,5.0,1,11.0,525.6,11,0.0,0,0,1,0,1.1777777777777778,87.60000000000001,0.018518518518518517
310336,26,45,15.0,0,4.0,514.47,10,0.0,1,1,0,0,1.6666666666666667,32.154375,0.0
310337,40,23,21.0,4,11.0,581.06,4,0.0,0,0,1,1,0.5609756097560976,26.41181818181818,0.16666666666666666
310338,29,48,2.0,0,10.0,901.66,25,0.0,1,0,1,0,1.6,300.55333333333334,0.0
310339,33,45,13.0,3,19.0,608.26,10,0.0,1,0,1,0,1.3235294117647058,43.44714285714286,0.06521739130434782
310340,31,7,11.0,0,11.0,971.7,4,0.0,0,1,0,0,0.21875,80.97500000000001,0.0
310341,38,32,21.0,2,15.0,812.05,10,0.0,0,0,1,0,0.8205128205128205,36.91136363636363,0.06060606060606061
310342,47,9,19.0,0,10.0,529.68,4,0.0,1,1,0,1,0.1875,26.483999999999998,0.0
310343,29,50,25.0,1,17.0,597.28,16,0.0,1,0,1,1,1.6666666666666667,22.97230769230769,0.0196078431372549
310344,21,42,20.0,0,3.0,665.4,5,0.0,1,1,0,0,1.9090909090909092,31.685714285714283,0.0
310345,25,48,27.0,1,9.0,956.94,1,0.0,1,0,1,0,1.8461538461538463,34.17642857142857,0.02040816326530612
310346,50,38,13.0,2,2.0,815.66,1,0.0,1,0,0,1,0.7450980392156863,58.26142857142857,0.05128205128205128
310347,35,39,7.0,2,11.0,528.32,5,0.0,0,0,1,1,1.0833333333333333,66.04,0.05
310348,44,17,14.0,4,17.0,870.78,11,0.0,1,0,1,0,0.37777777777777777,58.052,0.2222222222222222
310349,42,34,15.0,0,13.0,850.21,9,0.0,0,1,0,1,0.7906976744186046,53.138125,0.0
310350,30,38,21.0,0,3.0,672.53,17,0.0,1,0,1,0,1.2258064516129032,30.56954545454545,0.0
310351,33,34,25.0,1,12.0,592.3,12,0.0,1,0,0,1,1.0,22.78076923076923,0.02857142857142857
310352,47,35,26.0,4,18.0,986.54,1,0.0,1,1,0,0,0.7291666666666666,36.538518518518515,0.1111111111111111
310353,36,36,10.0,2,5.0,675.65,27,0.0,1,1,0,0,0.972972972972973,61.42272727272727,0.05405405405405406
310354,48,35,8.0,0,0.0,846.08,22,0.0,1,0,0,1,0.7142857142857143,94.00888888888889,0.0
310355,34,55,23.0,1,14.0,556.6,14,0.0,0,1,0,0,1.5714285714285714,23.191666666666666,0.017857142857142856
310356,39,15,26.0,0,15.0,766.57,6,0.0,1,0,0,0,0.375,28.391481481481485,0.0
310357,31,40,18.0,1,4.0,587.64,10,0.0,1,0,0,1,1.25,30.928421052631577,0.024390243902439025
310358,28,29,11.0,1,9.0,608.46,17,0.0,1,0,1,0,1.0,50.705000000000005,0.03333333333333333
310359,39,22,24.0,3,2.0,711.45,9,0.0,0,1,0,0,0.55,28.458000000000002,0.13043478260869565
310360,37,28,23.0,0,2.0,918.66,20,0.0,1,1,0,0,0.7368421052631579,38.277499999999996,0.0
310361,39,25,19.0,0,18.0,786.63,25,0.0,1,0,0,0,0.625,39.3315,0.0
310362,45,21,13.0,1,2.0,839.44,12,0.0,1,0,1,0,0.45652173913043476,59.96,0.045454545454545456
310363,50,49,29.0,3,8.0,808.24,22,0.0,1,1,0,1,0.9607843137254902,26.941333333333333,0.06
310364,19,14,10.0,1,17.0,689.82,11,0.0,0,0,1,1,0.7,62.7109090909091,0.06666666666666667
310365,44,44,23.0,0,6.0,603.0,21,0.0,1,0,0,1,0.9777777777777777,25.125,0.0
310366,46,41,2.0,0,2.0,868.63,8,0.0,0,0,0,1,0.8723404255319149,289.54333333333335,0.0
310367,31,29,22.0,1,12.0,697.53,18,0.0,1,0,1,1,0.90625,30.327391304347824,0.03333333333333333
310368,27,44,8.0,1,18.0,973.33,5,0.0,0,0,1,1,1.5714285714285714,108.14777777777778,0.022222222222222223
310369,47,11,9.0,4,0.0,902.3,6,0.0,0,0,1,0,0.22916666666666666,90.22999999999999,0.3333333333333333
310370,41,48,20.0,1,0.0,977.69,5,0.0,0,0,0,1,1.1428571428571428,46.55666666666667,0.02040816326530612
310371,50,17,14.0,0,2.0,809.83,24,0.0,1,0,0,0,0.3333333333333333,53.98866666666667,0.0
310372,34,9,25.0,3,17.0,696.27,13,0.0,1,1,0,1,0.2571428571428571,26.779615384615383,0.3
310373,36,21,11.0,1,13.0,888.55,22,0.0,1,0,0,1,0.5675675675675675,74.04583333333333,0.045454545454545456
310374,23,13,22.0,2,13.0,922.43,1,0.0,1,1,0,0,0.5416666666666666,40.10565217391304,0.14285714285714285
310375,23,28,8.0,2,17.0,716.59,11,0.0,0,0,0,1,1.1666666666666667,79.62111111111112,0.06896551724137931
310376,50,20,24.0,3,20.0,924.29,9,0.0,1,0,1,1,0.39215686274509803,36.971599999999995,0.14285714285714285
310377,32,6,23.0,0,5.0,677.55,12,0.0,1,0,1,1,0.18181818181818182,28.23125,0.0
310378,42,19,17.0,2,13.0,510.1,23,0.0,1,0,1,0,0.4418604651162791,28.33888888888889,0.1
310379,44,43,24.0,4,0.0,617.24,4,0.0,0,0,1,1,0.9555555555555556,24.6896,0.09090909090909091
310380,40,52,13.0,4,18.0,898.95,4,0.0,0,0,1,0,1.2682926829268293,64.21071428571429,0.07547169811320754
310381,35,38,14.0,0,4.0,705.38,7,0.0,1,0,0,1,1.0555555555555556,47.025333333333336,0.0
310382,41,54,14.0,2,17.0,853.71,9,0.0,0,0,1,1,1.2857142857142858,56.914,0.03636363636363636
310383,27,45,26.0,1,9.0,711.31,15,0.0,0,0,1,0,1.6071428571428572,26.344814814814814,0.021739130434782608
310384,38,23,26.0,3,20.0,948.73,20,0.0,1,0,0,0,0.5897435897435898,35.13814814814815,0.125
310385,38,46,30.0,2,9.0,928.2,5,0.0,1,0,0,0,1.1794871794871795,29.94193548387097,0.0425531914893617
310386,32,58,20.0,0,2.0,972.29,15,0.0,0,1,0,0,1.7575757575757576,46.299523809523805,0.0
310387,43,41,4.0,2,11.0,686.51,22,0.0,1,0,1,0,0.9318181818181818,137.302,0.047619047619047616
310388,41,40,13.0,0,2.0,943.81,5,0.0,0,0,1,0,0.9523809523809523,67.41499999999999,0.0
310389,45,41,18.0,4,20.0,673.18,27,0.0,1,1,0,0,0.8913043478260869,35.43052631578947,0.09523809523809523
310390,38,50,3.0,1,16.0,831.16,15,0.0,0,1,0,0,1.2820512820512822,207.79,0.0196078431372549
310391,37,7,12.0,1,12.0,558.36,15,0.0,0,1,0,1,0.18421052631578946,42.95076923076923,0.125
310392,33,24,27.0,3,9.0,510.49,8,0.0,0,0,0,1,0.7058823529411765,18.231785714285714,0.12
310393,48,13,13.0,3,1.0,625.62,4,0.0,1,1,0,0,0.2653061224489796,44.68714285714286,0.21428571428571427
310394,21,34,5.0,1,7.0,872.93,13,0.0,1,1,0,1,1.5454545454545454,145.48833333333332,0.02857142857142857
310395,34,32,22.0,3,16.0,734.92,20,0.0,1,0,0,1,0.9142857142857143,31.953043478260867,0.09090909090909091
310396,31,23,14.0,2,2.0,771.57,29,0.0,1,0,1,0,0.71875,51.438,0.08333333333333333
310397,45,18,11.0,1,10.0,544.97,10,0.0,1,0,1,0,0.391304347826087,45.41416666666667,0.05263157894736842
310398,50,48,4.0,1,12.0,918.7,1,0.0,1,0,1,0,0.9411764705882353,183.74,0.02040816326530612
310399,46,5,6.0,2,16.0,722.11,8,0.0,0,0,1,0,0.10638297872340426,103.15857142857143,0.3333333333333333
310400,45,39,25.0,1,13.0,500.04,12,0.0,1,0,1,1,0.8478260869565217,19.232307692307693,0.025
310401,23,24,18.0,1,8.0,741.39,24,0.0,1,0,0,1,1.0,39.020526315789475,0.04
310402,32,26,20.0,1,8.0,670.7,5,0.0,1,1,0,1,0.7878787878787878,31.93809523809524,0.037037037037037035
310403,35,58,13.0,2,0.0,911.5,25,0.0,1,0,0,0,1.6111111111111112,65.10714285714286,0.03389830508474576
310404,25,56,15.0,0,15.0,666.06,12,0.0,1,0,1,1,2.1538461538461537,41.62875,0.0
310405,29,41,26.0,1,5.0,953.77,13,0.0,1,0,1,1,1.3666666666666667,35.324814814814815,0.023809523809523808
310406,49,22,17.0,0,9.0,785.3,4,0.0,1,0,1,0,0.44,43.62777777777777,0.0
310407,33,7,10.0,3,11.0,984.67,1,0.0,0,0,0,1,0.20588235294117646,89.51545454545455,0.375
310408,47,24,24.0,3,1.0,711.15,13,0.0,0,1,0,0,0.5,28.445999999999998,0.12
310409,42,39,10.0,4,13.0,841.55,11,0.0,1,0,0,1,0.9069767441860465,76.50454545454545,0.1
310410,22,8,15.0,2,1.0,801.61,25,0.0,1,0,1,0,0.34782608695652173,50.100625,0.2222222222222222
310411,46,49,5.0,0,2.0,695.21,10,0.0,1,0,0,1,1.0425531914893618,115.86833333333334,0.0
310412,40,8,6.0,4,19.0,881.89,7,0.0,1,0,0,1,0.1951219512195122,125.98428571428572,0.4444444444444444
310413,39,31,7.0,0,8.0,690.91,16,0.0,1,0,1,1,0.775,86.36375,0.0
310414,34,13,12.0,2,13.0,764.1,7,0.0,1,0,0,1,0.37142857142857144,58.776923076923076,0.14285714285714285
310415,44,26,15.0,1,19.0,951.04,3,0.0,1,0,1,1,0.5777777777777777,59.44,0.037037037037037035
310416,26,4,14.0,0,9.0,702.61,1,0.0,1,0,1,0,0.14814814814814814,46.84066666666667,0.0
310417,50,48,8.0,0,8.0,770.35,2,0.0,0,0,1,0,0.9411764705882353,85.59444444444445,0.0
310418,47,25,18.0,0,6.0,989.87,6,0.0,1,1,0,0,0.5208333333333334,52.09842105263158,0.0
310419,29,31,16.0,2,13.0,670.7,12,0.0,0,1,0,1,1.0333333333333334,39.45294117647059,0.0625
310420,41,17,13.0,2,20.0,913.59,25,0.0,1,0,0,1,0.40476190476190477,65.25642857142857,0.1111111111111111
310421,36,38,12.0,0,14.0,548.16,14,0.0,0,1,0,1,1.027027027027027,42.16615384615385,0.0
310422,43,17,18.0,4,6.0,563.03,9,0.0,0,0,1,0,0.38636363636363635,29.63315789473684,0.2222222222222222
310423,19,6,10.0,1,2.0,922.91,4,0.0,0,0,1,1,0.3,83.90090909090908,0.14285714285714285
310424,47,31,15.0,2,18.0,789.9,28,0.0,1,0,0,0,0.6458333333333334,49.36875,0.0625
310425,43,41,17.0,0,3.0,917.99,13,0.0,0,0,0,1,0.9318181818181818,50.99944444444444,0.0
310426,25,44,13.0,0,9.0,930.93,29,0.0,1,1,0,1,1.6923076923076923,66.49499999999999,0.0
310427,39,50,17.0,0,0.0,610.33,2,0.0,1,0,1,1,1.25,33.907222222222224,0.0
310428,25,31,4.0,1,0.0,543.69,24,0.0,1,0,0,0,1.1923076923076923,108.73800000000001,0.03125
310429,35,38,7.0,2,2.0,587.46,8,0.0,1,0,1,1,1.0555555555555556,73.4325,0.05128205128205128
310430,20,44,4.0,0,16.0,896.36,2,0.0,0,0,0,1,2.0952380952380953,179.272,0.0
310431,32,20,30.0,2,9.0,957.21,9,0.0,0,1,0,1,0.6060606060606061,30.877741935483872,0.09523809523809523
310432,42,1,29.0,2,18.0,512.65,7,0.0,1,0,1,1,0.023255813953488372,17.08833333333333,1.0
310433,50,50,19.0,4,7.0,549.37,9,0.0,0,0,1,0,0.9803921568627451,27.4685,0.0784313725490196
310434,28,58,18.0,2,0.0,619.69,13,0.0,1,0,0,0,2.0,32.61526315789474,0.03389830508474576
310435,31,19,12.0,1,16.0,848.28,30,0.0,1,1,0,0,0.59375,65.2523076923077,0.05
310436,37,15,20.0,3,18.0,600.71,4,0.0,0,0,0,0,0.39473684210526316,28.605238095238096,0.1875
310437,38,37,20.0,3,3.0,968.79,13,0.0,1,0,0,1,0.9487179487179487,46.13285714285714,0.07894736842105263
310438,46,9,18.0,2,3.0,637.11,20,0.0,1,1,0,1,0.19148936170212766,33.532105263157895,0.2
310439,34,48,23.0,2,16.0,868.09,19,0.0,1,1,0,0,1.3714285714285714,36.17041666666667,0.04081632653061224
310440,20,46,16.0,2,14.0,761.52,10,0.0,1,0,1,0,2.1904761904761907,44.79529411764706,0.0425531914893617
310441,39,4,28.0,0,6.0,582.27,4,0.0,0,1,0,0,0.1,20.078275862068963,0.0
310442,46,7,6.0,0,1.0,923.1,18,0.0,1,0,1,1,0.14893617021276595,131.87142857142857,0.0
310443,42,13,22.0,4,11.0,588.07,7,0.0,1,0,1,0,0.3023255813953488,25.56826086956522,0.2857142857142857
310444,41,16,26.0,3,15.0,598.24,8,0.0,0,0,1,1,0.38095238095238093,22.15703703703704,0.17647058823529413
310445,41,57,30.0,2,12.0,540.37,2,0.0,0,0,0,0,1.3571428571428572,17.431290322580644,0.034482758620689655
310446,48,27,3.0,1,1.0,676.57,14,0.0,1,1,0,1,0.5510204081632653,169.1425,0.03571428571428571
310447,28,44,11.0,0,8.0,868.43,3,0.0,0,0,1,0,1.5172413793103448,72.36916666666666,0.0
310448,36,1,20.0,1,5.0,832.74,13,0.0,1,1,0,0,0.02702702702702703,39.65428571428571,0.5
310449,39,45,10.0,1,3.0,556.54,24,0.0,1,0,1,1,1.125,50.594545454545454,0.021739130434782608
310450,38,27,9.0,1,16.0,841.06,3,0.0,1,1,0,0,0.6923076923076923,84.106,0.03571428571428571
310451,36,5,8.0,1,12.0,692.75,11,0.0,1,0,1,1,0.13513513513513514,76.97222222222223,0.16666666666666666
310452,45,4,24.0,2,2.0,799.36,21,0.0,1,0,1,0,0.08695652173913043,31.9744,0.4
310453,39,41,21.0,2,16.0,753.82,23,0.0,1,0,0,1,1.025,34.264545454545456,0.047619047619047616
310454,46,48,25.0,2,10.0,679.85,21,0.0,1,0,0,1,1.0212765957446808,26.148076923076925,0.04081632653061224
310455,31,60,17.0,1,8.0,695.22,8,0.0,1,0,0,1,1.875,38.623333333333335,0.01639344262295082
310456,39,10,1.0,0,8.0,942.58,14,0.0,0,0,0,0,0.25,471.29,0.0
310457,43,55,12.0,4,13.0,652.19,30,0.0,1,1,0,1,1.25,50.16846153846154,0.07142857142857142
310458,43,29,2.0,3,0.0,636.04,5,0.0,0,1,0,1,0.6590909090909091,212.01333333333332,0.1
310459,39,28,7.0,2,20.0,891.25,15,0.0,0,1,0,1,0.7,111.40625,0.06896551724137931
310460,50,39,9.0,3,7.0,843.73,13,0.0,1,0,1,1,0.7647058823529411,84.373,0.075
310461,42,31,20.0,2,16.0,768.52,29,0.0,1,0,0,1,0.7209302325581395,36.59619047619047,0.0625
310462,35,42,19.0,1,15.0,741.55,12,0.0,0,1,0,1,1.1666666666666667,37.0775,0.023255813953488372
310463,41,53,15.0,2,16.0,570.7,8,0.0,1,0,1,1,1.2619047619047619,35.66875,0.037037037037037035
310464,29,6,9.0,2,1.0,745.88,14,0.0,1,0,0,0,0.2,74.588,0.2857142857142857
310465,44,35,26.0,3,7.0,972.49,13,0.0,0,0,1,0,0.7777777777777778,36.01814814814815,0.08333333333333333
310466,30,7,25.0,1,16.0,805.72,15,0.0,0,1,0,1,0.22580645161290322,30.98923076923077,0.125
310467,48,25,8.0,0,5.0,511.38,1,0.0,1,1,0,1,0.5102040816326531,56.82,0.0
310468,43,43,14.0,4,20.0,857.33,2,0.0,0,0,0,0,0.9772727272727273,57.15533333333334,0.09090909090909091
310469,48,57,29.0,1,10.0,982.48,4,0.0,0,1,0,0,1.163265306122449,32.74933333333333,0.017241379310344827
310470,47,20,19.0,3,16.0,502.88,21,0.0,1,0,0,1,0.4166666666666667,25.144,0.14285714285714285
310471,35,36,16.0,1,7.0,737.89,22,0.0,1,0,0,0,1.0,43.40529411764706,0.02702702702702703
310472,25,24,11.0,0,7.0,857.5,1,0.0,1,0,0,0,0.9230769230769231,71.45833333333333,0.0
310473,21,25,21.0,1,18.0,758.41,8,0.0,1,1,0,1,1.1363636363636365,34.473181818181814,0.038461538461538464
310474,36,10,16.0,1,4.0,825.51,2,0.0,1,0,1,0,0.2702702702702703,48.559411764705885,0.09090909090909091
310475,41,32,28.0,1,14.0,593.57,13,0.0,1,0,0,1,0.7619047619047619,20.46793103448276,0.030303030303030304
310476,23,35,14.0,2,0.0,976.33,30,0.0,1,0,0,0,1.4583333333333333,65.08866666666667,0.05555555555555555
310477,35,39,3.0,0,15.0,682.01,25,0.0,1,1,0,1,1.0833333333333333,170.5025,0.0
310478,41,39,2.0,0,10.0,901.89,15,0.0,0,0,1,0,0.9285714285714286,300.63,0.0
310479,34,25,12.0,1,2.0,797.28,17,0.0,1,1,0,1,0.7142857142857143,61.32923076923077,0.038461538461538464
