CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure
411309,35,57,14.0,1,16.0,690.87,14,0.0,0,1,0,0,0,1.5833333333333333,46.058,0.017241379310344827
411310,43,51,12.0,1,20.0,706.78,5,0.0,0,0,1,0,1,1.1590909090909092,54.36769230769231,0.019230769230769232
411311,38,47,26.0,3,14.0,883.02,3,0.0,0,1,0,0,1,1.205128205128205,32.70444444444444,0.0625
411312,26,56,3.0,2,0.0,750.54,18,0.0,1,0,1,0,1,2.074074074074074,187.635,0.03508771929824561
411313,41,41,23.0,3,19.0,620.3,5,0.0,0,0,0,0,0,0.9761904761904762,25.84583333333333,0.07142857142857142
411314,47,33,7.0,4,0.0,746.72,17,0.0,1,0,1,0,0,0.6875,93.34,0.11764705882352941
411315,46,14,20.0,4,15.0,760.69,19,0.0,1,1,0,0,1,0.2978723404255319,36.223333333333336,0.26666666666666666
411316,46,40,5.0,0,14.0,618.77,3,0.0,1,0,0,0,0,0.851063829787234,103.12833333333333,0.0
411317,30,46,15.0,3,16.0,650.05,12,0.0,1,1,0,0,0,1.4838709677419355,40.628125,0.06382978723404255
411318,49,7,29.0,4,10.0,598.64,19,0.0,1,0,0,0,0,0.14,19.954666666666665,0.5
411319,33,3,7.0,3,20.0,855.58,9,0.0,0,1,0,0,1,0.08823529411764706,106.9475,0.75
411320,48,26,4.0,1,20.0,599.09,19,0.0,1,1,0,0,0,0.5306122448979592,119.81800000000001,0.037037037037037035
411321,40,8,10.0,3,14.0,901.46,23,0.0,1,1,0,0,0,0.1951219512195122,81.9509090909091,0.3333333333333333
411322,44,34,29.0,1,13.0,838.0,1,0.0,1,0,0,0,0,0.7555555555555555,27.933333333333334,0.02857142857142857
411323,41,36,22.0,1,3.0,969.36,8,0.0,1,0,0,0,0,0.8571428571428571,42.14608695652174,0.02702702702702703
411324,25,34,5.0,0,5.0,876.5,7,0.0,1,0,0,0,0,1.3076923076923077,146.08333333333334,0.0
411325,18,20,14.0,0,17.0,689.1,12,0.0,1,1,0,0,0,1.0526315789473684,45.940000000000005,0.0
411326,39,31,7.0,1,4.0,564.57,13,0.0,1,0,1,0,0,0.775,70.57125,0.03125
411327,34,7,7.0,0,1.0,631.53,11,0.0,1,0,0,0,1,0.2,78.94125,0.0
411328,50,50,19.0,1,10.0,926.02,3,0.0,0,0,0,0,1,0.9803921568627451,46.301,0.0196078431372549
411329,42,53,30.0,4,3.0,831.23,17,0.0,1,1,0,0,0,1.2325581395348837,26.813870967741938,0.07407407407407407
411330,39,26,23.0,3,8.0,519.76,7,0.0,0,1,0,0,0,0.65,21.656666666666666,0.1111111111111111
411331,42,59,16.0,3,13.0,768.28,28,0.0,1,1,0,0,1,1.372093023255814,45.19294117647058,0.05
411332,48,9,20.0,3,15.0,592.3,1,0.0,1,0,1,0,0,0.1836734693877551,28.204761904761902,0.3
411333,31,54,21.0,2,20.0,589.91,17,0.0,1,0,1,0,0,1.6875,26.814090909090908,0.03636363636363636
411334,23,7,16.0,0,2.0,818.82,3,0.0,1,0,1,0,1,0.2916666666666667,48.16588235294118,0.0
411335,50,41,13.0,5,17.0,963.72,14,0.0,1,0,1,0,0,0.803921568627451,68.83714285714287,0.11904761904761904
411336,40,4,19.0,3,2.0,699.61,5,0.0,0,1,0,0,1,0.0975609756097561,34.9805,0.6
411337,44,6,9.0,4,18.0,555.76,14,0.0,1,0,1,0,1,0.13333333333333333,55.576,0.5714285714285714
411338,30,2,18.0,2,2.0,724.83,21,0.0,1,1,0,0,1,0.06451612903225806,38.148947368421055,0.6666666666666666
411339,49,19,25.0,1,2.0,822.97,7,0.0,1,0,0,0,1,0.38,31.65269230769231,0.05
411340,36,44,30.0,0,19.0,633.88,30,0.0,1,0,1,0,1,1.1891891891891893,20.447741935483872,0.0
411341,40,59,25.0,0,19.0,768.39,3,0.0,0,0,1,0,1,1.4390243902439024,29.553461538461537,0.0
411342,30,36,20.0,3,0.0,845.14,28,0.0,1,0,1,0,0,1.1612903225806452,40.2447619047619,0.08108108108108109
411343,20,36,5.0,2,10.0,885.35,2,0.0,1,1,0,0,0,1.7142857142857142,147.55833333333334,0.05405405405405406
411344,45,10,9.0,4,12.0,639.11,11,0.0,1,0,1,0,0,0.21739130434782608,63.911,0.36363636363636365
411345,39,47,26.0,3,5.0,982.68,14,0.0,0,0,0,0,0,1.175,36.39555555555555,0.0625
411346,30,37,19.0,3,8.0,694.76,26,0.0,1,0,1,0,1,1.1935483870967742,34.738,0.07894736842105263
411347,31,53,5.0,2,2.0,724.83,13,0.0,1,0,0,0,0,1.65625,120.805,0.037037037037037035
411348,30,25,23.0,2,2.0,689.89,29,0.0,1,1,0,0,1,0.8064516129032258,28.745416666666667,0.07692307692307693
411349,49,58,1.0,1,6.0,748.97,1,0.0,1,0,0,0,1,1.16,374.485,0.01694915254237288
411350,35,41,29.0,2,19.0,577.44,23,0.0,1,1,0,0,0,1.1388888888888888,19.248,0.047619047619047616
411351,28,12,29.0,1,18.0,954.52,9,0.0,0,0,0,0,0,0.41379310344827586,31.817333333333334,0.07692307692307693
411352,45,28,9.0,4,13.0,513.87,4,0.0,0,0,0,0,0,0.6086956521739131,51.387,0.13793103448275862
411353,37,46,1.0,0,4.0,502.01,17,0.0,1,0,1,0,0,1.2105263157894737,251.005,0.0
411354,21,58,24.0,0,13.0,814.07,11,0.0,0,1,0,0,0,2.6363636363636362,32.5628,0.0
411355,26,31,18.0,1,3.0,830.38,22,0.0,1,1,0,0,0,1.1481481481481481,43.70421052631579,0.03125
411356,33,33,28.0,2,3.0,865.78,19,0.0,1,1,0,0,1,0.9705882352941176,29.854482758620687,0.058823529411764705
411357,46,47,29.0,2,2.0,805.14,6,0.0,0,1,0,0,0,1.0,26.838,0.041666666666666664
411358,47,9,10.0,2,18.0,885.61,16,0.0,1,0,0,0,1,0.1875,80.51,0.2
411359,46,55,12.0,4,12.0,787.79,18,0.0,1,1,0,0,0,1.1702127659574468,60.599230769230765,0.07142857142857142
411360,42,51,9.0,1,10.0,503.11,10,0.0,0,0,0,0,1,1.186046511627907,50.311,0.019230769230769232
411361,45,42,8.0,0,11.0,714.11,2,0.0,0,0,1,0,1,0.9130434782608695,79.34555555555556,0.0
411362,47,16,27.0,1,10.0,981.14,7,0.0,0,0,0,0,1,0.3333333333333333,35.04071428571429,0.058823529411764705
411363,42,60,18.0,0,16.0,776.72,13,0.0,0,0,1,0,1,1.3953488372093024,40.88,0.0
411364,31,45,5.0,1,20.0,722.04,8,0.0,1,0,1,0,0,1.40625,120.33999999999999,0.021739130434782608
411365,24,19,25.0,0,17.0,746.11,7,0.0,1,1,0,0,1,0.76,28.696538461538463,0.0
411366,40,55,8.0,4,13.0,852.32,1,0.0,1,1,0,0,1,1.3414634146341464,94.70222222222223,0.07142857142857142
411367,49,42,2.0,3,14.0,982.8,2,0.0,0,0,1,0,0,0.84,327.59999999999997,0.06976744186046512
411368,40,56,4.0,2,13.0,587.01,14,0.0,1,0,0,0,1,1.3658536585365855,117.402,0.03508771929824561
411369,25,37,7.0,2,1.0,664.23,24,0.0,1,0,1,0,0,1.4230769230769231,83.02875,0.05263157894736842
411370,45,21,21.0,1,17.0,790.16,15,0.0,0,0,0,0,1,0.45652173913043476,35.916363636363634,0.045454545454545456
411371,34,54,13.0,1,7.0,851.73,1,0.0,0,0,0,0,0,1.542857142857143,60.837857142857146,0.01818181818181818
411372,43,39,4.0,2,4.0,893.41,29,0.0,1,1,0,0,0,0.8863636363636364,178.682,0.05
411373,50,11,18.0,4,4.0,947.88,22,0.0,1,0,1,0,0,0.21568627450980393,49.88842105263158,0.3333333333333333
411374,44,48,22.0,0,7.0,948.48,5,0.0,0,1,0,0,0,1.0666666666666667,41.23826086956522,0.0
411375,21,35,9.0,1,8.0,984.98,13,0.0,0,0,1,0,0,1.5909090909090908,98.498,0.027777777777777776
411376,30,46,30.0,3,7.0,529.25,11,0.0,0,0,1,0,1,1.4838709677419355,17.072580645161292,0.06382978723404255
411377,33,11,19.0,3,12.0,576.04,21,0.0,1,1,0,0,0,0.3235294117647059,28.802,0.25
411378,50,54,18.0,0,2.0,880.09,3,0.0,0,0,0,0,0,1.0588235294117647,46.32052631578947,0.0
411379,44,15,30.0,3,4.0,657.47,28,0.0,1,1,0,0,0,0.3333333333333333,21.208709677419357,0.1875
411380,32,11,22.0,1,6.0,883.03,2,0.0,0,1,0,0,0,0.3333333333333333,38.39260869565217,0.08333333333333333
411381,42,8,20.0,0,8.0,957.04,1,0.0,1,0,1,0,1,0.18604651162790697,45.57333333333333,0.0
411382,40,44,6.0,1,15.0,715.75,16,0.0,1,0,1,0,1,1.0731707317073171,102.25,0.022222222222222223
411383,23,1,16.0,1,19.0,708.34,9,0.0,1,1,0,0,1,0.041666666666666664,41.667058823529416,0.5
411384,40,40,9.0,2,17.0,715.47,4,0.0,1,1,0,0,0,0.975609756097561,71.547,0.04878048780487805
411385,27,46,3.0,2,17.0,688.11,15,0.0,0,0,1,0,0,1.6428571428571428,172.0275,0.0425531914893617
411386,20,56,1.0,2,16.0,827.61,7,0.0,0,1,0,0,0,2.6666666666666665,413.805,0.03508771929824561
411387,22,50,25.0,2,8.0,663.91,7,0.0,0,0,1,0,1,2.1739130434782608,25.535,0.0392156862745098
411388,49,4,27.0,0,3.0,984.54,4,0.0,1,1,0,0,0,0.08,35.162142857142854,0.0
411389,42,47,5.0,2,1.0,684.56,12,0.0,1,1,0,0,0,1.0930232558139534,114.09333333333332,0.041666666666666664
411390,38,45,16.0,2,5.0,963.44,6,0.0,1,0,0,0,1,1.1538461538461537,56.672941176470594,0.043478260869565216
411391,36,57,26.0,2,0.0,882.73,2,0.0,0,0,0,0,1,1.5405405405405406,32.693703703703704,0.034482758620689655
411392,46,8,9.0,2,12.0,556.22,2,0.0,1,1,0,0,0,0.1702127659574468,55.622,0.2222222222222222
411393,33,48,10.0,3,20.0,794.01,30,0.0,1,0,1,0,1,1.411764705882353,72.18272727272728,0.061224489795918366
411394,23,47,14.0,0,18.0,556.76,10,0.0,0,0,1,0,0,1.9583333333333333,37.117333333333335,0.0
411395,25,49,5.0,0,5.0,634.75,5,0.0,0,0,0,0,1,1.8846153846153846,105.79166666666667,0.0
411396,38,17,24.0,1,20.0,774.54,6,0.0,1,1,0,0,1,0.4358974358974359,30.9816,0.05555555555555555
411397,33,50,7.0,1,10.0,576.85,9,0.0,0,0,0,0,0,1.4705882352941178,72.10625,0.0196078431372549
411398,39,40,4.0,0,17.0,883.28,1,0.0,0,1,0,0,0,1.0,176.656,0.0
411399,37,32,18.0,2,10.0,525.17,8,0.0,0,0,1,0,0,0.8421052631578947,27.640526315789472,0.06060606060606061
411400,42,27,5.0,4,1.0,719.02,1,0.0,1,0,1,0,0,0.627906976744186,119.83666666666666,0.14285714285714285
411401,44,36,14.0,2,0.0,850.54,12,0.0,1,1,0,0,1,0.8,56.702666666666666,0.05405405405405406
411402,46,56,4.0,0,2.0,944.75,21,0.0,1,0,0,0,1,1.1914893617021276,188.95,0.0
411403,33,38,13.0,1,17.0,575.34,10,0.0,0,0,1,0,0,1.1176470588235294,41.09571428571429,0.02564102564102564
411404,50,50,20.0,0,13.0,721.03,9,0.0,0,0,0,0,1,0.9803921568627451,34.334761904761905,0.0
411405,26,3,17.0,2,8.0,899.17,17,0.0,1,0,1,0,1,0.1111111111111111,49.95388888888888,0.5
411406,43,51,23.0,4,1.0,672.11,12,0.0,0,0,0,0,1,1.1590909090909092,28.004583333333333,0.07692307692307693
411407,23,39,11.0,0,14.0,737.3,27,0.0,1,0,0,0,1,1.625,61.44166666666666,0.0
411408,38,38,7.0,3,18.0,618.22,4,0.0,1,0,1,0,0,0.9743589743589743,77.2775,0.07692307692307693
411409,21,3,6.0,2,4.0,783.26,15,0.0,0,0,1,0,0,0.13636363636363635,111.89428571428572,0.5
411410,50,32,13.0,2,10.0,846.21,16,0.0,1,0,1,0,0,0.6274509803921569,60.44357142857143,0.06060606060606061
411411,31,38,29.0,1,11.0,886.27,15,0.0,1,0,1,0,1,1.1875,29.542333333333332,0.02564102564102564
411412,50,9,17.0,1,18.0,981.55,24,0.0,1,1,0,0,1,0.17647058823529413,54.53055555555555,0.1
411413,46,2,6.0,3,5.0,692.87,8,0.0,1,1,0,0,0,0.0425531914893617,98.98142857142857,1.0
411414,50,47,16.0,4,5.0,517.11,26,0.0,1,0,0,0,1,0.9215686274509803,30.418235294117647,0.08333333333333333
411415,37,19,10.0,3,4.0,853.09,6,0.0,0,1,0,0,1,0.5,77.55363636363637,0.15
411416,21,9,5.0,1,20.0,659.49,3,0.0,0,0,1,0,1,0.4090909090909091,109.915,0.1
411417,40,33,24.0,2,11.0,726.33,5,0.0,1,1,0,0,0,0.8048780487804879,29.0532,0.058823529411764705
411418,50,38,23.0,5,11.0,878.2,29,0.0,1,0,1,0,1,0.7450980392156863,36.59166666666667,0.1282051282051282
411419,49,34,11.0,0,3.0,793.94,2,0.0,1,0,1,0,1,0.68,66.16166666666668,0.0
411420,39,41,16.0,2,7.0,652.62,3,0.0,0,1,0,0,1,1.025,38.38941176470588,0.047619047619047616
411421,39,44,15.0,3,17.0,641.32,29,0.0,1,0,1,0,0,1.1,40.0825,0.06666666666666667
411422,42,48,4.0,2,16.0,545.94,9,0.0,1,0,0,0,1,1.1162790697674418,109.18800000000002,0.04081632653061224
411423,35,34,9.0,3,9.0,966.37,15,0.0,1,0,0,0,1,0.9444444444444444,96.637,0.08571428571428572
411424,20,53,29.0,2,4.0,732.93,16,0.0,1,1,0,0,0,2.5238095238095237,24.430999999999997,0.037037037037037035
411425,30,50,18.0,0,18.0,896.28,23,0.0,1,0,1,0,1,1.6129032258064515,47.17263157894737,0.0
411426,44,19,19.0,3,4.0,532.49,4,0.0,0,0,0,0,1,0.4222222222222222,26.6245,0.15
411427,45,12,22.0,2,19.0,797.03,8,0.0,0,0,1,0,0,0.2608695652173913,34.65347826086956,0.15384615384615385
411428,36,13,13.0,2,10.0,861.15,20,0.0,1,0,0,0,0,0.35135135135135137,61.510714285714286,0.14285714285714285
411429,31,23,16.0,2,18.0,684.95,10,0.0,0,0,0,0,0,0.71875,40.29117647058824,0.08333333333333333
411430,36,14,16.0,1,17.0,651.05,29,0.0,1,1,0,0,1,0.3783783783783784,38.29705882352941,0.06666666666666667
411431,31,7,27.0,1,12.0,771.89,2,0.0,1,0,1,0,0,0.21875,27.5675,0.125
411432,48,12,14.0,3,5.0,876.32,29,0.0,1,0,0,0,1,0.24489795918367346,58.42133333333334,0.23076923076923078
411433,37,29,30.0,2,20.0,751.5,16,0.0,1,0,1,0,0,0.7631578947368421,24.241935483870968,0.06666666666666667
411434,45,9,25.0,2,7.0,544.87,3,0.0,0,0,1,0,1,0.1956521739130435,20.95653846153846,0.2
411435,44,41,2.0,1,1.0,852.42,12,0.0,0,0,1,0,1,0.9111111111111111,284.14,0.023809523809523808
411436,45,4,20.0,2,17.0,824.22,13,0.0,0,1,0,0,0,0.08695652173913043,39.24857142857143,0.4
411437,32,47,9.0,0,13.0,630.77,4,0.0,0,0,0,0,0,1.4242424242424243,63.077,0.0
411438,41,49,16.0,4,19.0,634.79,15,0.0,0,1,0,0,0,1.1666666666666667,37.34058823529411,0.08
411439,27,47,14.0,2,9.0,815.45,5,0.0,0,0,0,0,1,1.6785714285714286,54.36333333333334,0.041666666666666664
411440,24,27,9.0,0,20.0,979.37,3,0.0,0,1,0,0,1,1.08,97.937,0.0
411441,31,51,15.0,1,7.0,571.18,9,0.0,0,0,0,0,1,1.59375,35.69875,0.019230769230769232
411442,33,50,11.0,3,5.0,762.42,7,0.0,0,0,1,0,0,1.4705882352941178,63.535,0.058823529411764705
411443,37,50,12.0,0,11.0,768.14,10,0.0,0,0,0,0,0,1.3157894736842106,59.08769230769231,0.0
411444,20,44,6.0,0,12.0,962.15,12,0.0,1,0,1,0,1,2.0952380952380953,137.45,0.0
411445,49,57,12.0,0,9.0,592.15,14,0.0,0,0,1,0,0,1.14,45.55,0.0
411446,43,48,23.0,0,14.0,633.74,14,0.0,1,0,0,0,0,1.0909090909090908,26.405833333333334,0.0
411447,48,5,15.0,4,17.0,519.5,22,0.0,1,0,1,0,1,0.10204081632653061,32.46875,0.6666666666666666
411448,40,28,11.0,2,4.0,516.56,29,0.0,1,0,1,0,1,0.6829268292682927,43.04666666666666,0.06896551724137931
411449,27,20,29.0,1,10.0,581.02,20,0.0,1,1,0,0,0,0.7142857142857143,19.36733333333333,0.047619047619047616
411450,49,34,13.0,1,16.0,859.2,21,0.0,1,0,0,0,0,0.68,61.371428571428574,0.02857142857142857
411451,44,36,1.0,1,13.0,542.33,13,0.0,0,0,0,0,1,0.8,271.165,0.02702702702702703
411452,39,47,2.0,2,8.0,731.43,15,0.0,1,0,0,0,1,1.175,243.80999999999997,0.041666666666666664
411453,50,23,11.0,5,8.0,991.43,10,0.0,1,0,0,0,1,0.45098039215686275,82.61916666666666,0.20833333333333334
411454,48,54,15.0,4,14.0,937.94,22,0.0,1,1,0,0,1,1.1020408163265305,58.62125,0.07272727272727272
411455,47,32,7.0,3,17.0,679.57,8,0.0,1,1,0,0,1,0.6666666666666666,84.94625,0.09090909090909091
411456,50,39,25.0,0,11.0,815.39,1,0.0,1,0,1,0,0,0.7647058823529411,31.361153846153847,0.0
411457,36,28,10.0,0,4.0,578.36,20,0.0,1,1,0,0,0,0.7567567567567568,52.57818181818182,0.0
411458,31,15,30.0,0,2.0,553.65,2,0.0,1,0,1,0,1,0.46875,17.85967741935484,0.0
411459,18,26,3.0,0,0.0,601.12,12,0.0,0,1,0,0,0,1.368421052631579,150.28,0.0
411460,33,17,26.0,2,8.0,505.55,10,0.0,0,0,1,0,1,0.5,18.724074074074075,0.1111111111111111
411461,24,6,27.0,0,12.0,623.43,8,0.0,0,1,0,0,0,0.24,22.26535714285714,0.0
411462,32,39,6.0,3,20.0,586.68,28,0.0,1,0,0,0,1,1.1818181818181819,83.81142857142856,0.075
411463,21,16,29.0,2,17.0,559.66,6,0.0,1,0,0,0,0,0.7272727272727273,18.65533333333333,0.11764705882352941
411464,36,12,13.0,0,16.0,909.76,2,0.0,0,1,0,0,1,0.32432432432432434,64.98285714285714,0.0
411465,46,16,15.0,3,11.0,663.68,21,0.0,1,0,0,0,1,0.3404255319148936,41.48,0.17647058823529413
411466,18,15,17.0,1,10.0,946.65,3,0.0,0,1,0,0,1,0.7894736842105263,52.59166666666667,0.0625
411467,49,29,8.0,1,13.0,662.03,15,0.0,0,0,0,0,0,0.58,73.55888888888889,0.03333333333333333
411468,46,2,24.0,4,2.0,718.03,1,0.0,0,1,0,0,0,0.0425531914893617,28.7212,1.3333333333333333
411469,46,5,29.0,2,9.0,664.1,16,0.0,1,1,0,0,0,0.10638297872340426,22.136666666666667,0.3333333333333333
411470,38,57,27.0,1,20.0,613.12,3,0.0,1,1,0,0,0,1.4615384615384615,21.897142857142857,0.017241379310344827
411471,35,8,15.0,2,0.0,524.45,5,0.0,0,1,0,0,0,0.2222222222222222,32.778125,0.2222222222222222
411472,28,14,13.0,0,14.0,608.71,11,0.0,1,1,0,0,0,0.4827586206896552,43.479285714285716,0.0
411473,33,57,21.0,1,10.0,733.77,16,0.0,1,0,0,0,0,1.6764705882352942,33.35318181818182,0.017241379310344827
411474,48,11,4.0,4,4.0,976.63,15,0.0,0,0,1,0,0,0.22448979591836735,195.326,0.3333333333333333
411475,26,21,24.0,1,8.0,606.95,18,0.0,1,0,0,0,0,0.7777777777777778,24.278000000000002,0.045454545454545456
411476,41,11,5.0,4,20.0,911.58,10,0.0,0,0,1,0,0,0.2619047619047619,151.93,0.3333333333333333
411477,48,54,21.0,0,7.0,828.58,4,0.0,0,0,1,0,1,1.1020408163265305,37.662727272727274,0.0
411478,47,36,11.0,4,7.0,968.94,6,0.0,0,0,0,0,0,0.75,80.745,0.10810810810810811
411479,22,48,21.0,1,4.0,693.14,5,0.0,0,0,0,0,1,2.0869565217391304,31.506363636363634,0.02040816326530612
411480,32,49,1.0,3,8.0,825.28,19,0.0,1,1,0,0,0,1.4848484848484849,412.64,0.06
411481,46,42,28.0,0,5.0,584.08,5,0.0,1,1,0,0,1,0.8936170212765957,20.140689655172416,0.0
411482,46,7,13.0,2,18.0,765.64,27,0.0,1,0,1,0,1,0.14893617021276595,54.68857142857143,0.25
411483,18,25,28.0,1,11.0,960.68,24,0.0,1,1,0,0,0,1.3157894736842106,33.12689655172414,0.038461538461538464
411484,25,12,14.0,0,9.0,948.85,5,0.0,1,0,0,0,1,0.46153846153846156,63.25666666666667,0.0
411485,45,17,15.0,1,12.0,700.76,5,0.0,1,0,1,0,1,0.3695652173913043,43.7975,0.05555555555555555
411486,50,43,21.0,4,5.0,610.87,10,0.0,0,0,0,0,1,0.8431372549019608,27.76681818181818,0.09090909090909091
411487,44,33,26.0,0,13.0,727.09,9,0.0,1,0,1,0,1,0.7333333333333333,26.92925925925926,0.0
411488,38,47,9.0,1,15.0,895.45,25,0.0,1,0,1,0,0,1.205128205128205,89.545,0.020833333333333332
411489,45,1,17.0,1,16.0,901.01,5,0.0,0,1,0,0,1,0.021739130434782608,50.05611111111111,0.5
411490,37,24,10.0,1,14.0,536.82,5,0.0,0,0,0,0,1,0.631578947368421,48.801818181818184,0.04
411491,33,18,29.0,3,1.0,755.76,4,0.0,0,0,1,0,0,0.5294117647058824,25.192,0.15789473684210525
411492,37,49,28.0,3,9.0,593.03,29,0.0,1,1,0,0,0,1.2894736842105263,20.449310344827584,0.06
411493,48,58,28.0,2,12.0,592.8,7,0.0,0,0,1,0,0,1.183673469387755,20.441379310344825,0.03389830508474576
411494,31,31,18.0,3,14.0,789.37,3,0.0,0,0,1,0,1,0.96875,41.54578947368421,0.09375
411495,49,6,7.0,0,5.0,848.11,9,0.0,1,0,0,0,0,0.12,106.01375,0.0
411496,27,43,11.0,2,11.0,821.31,10,0.0,0,0,0,0,0,1.5357142857142858,68.4425,0.045454545454545456
411497,49,51,5.0,3,2.0,648.47,6,0.0,0,1,0,0,0,1.02,108.07833333333333,0.057692307692307696
411498,47,15,19.0,1,13.0,523.77,28,0.0,1,0,0,0,1,0.3125,26.188499999999998,0.0625
411499,26,44,30.0,1,8.0,571.57,25,0.0,1,0,1,0,1,1.6296296296296295,18.437741935483874,0.022222222222222223
411500,41,49,25.0,0,19.0,614.74,5,0.0,1,1,0,0,1,1.1666666666666667,23.643846153846155,0.0
411501,46,44,22.0,0,6.0,616.87,7,0.0,0,1,0,0,1,0.9361702127659575,26.820434782608697,0.0
411502,28,53,17.0,0,16.0,858.52,9,0.0,0,0,0,0,0,1.8275862068965518,47.69555555555556,0.0
411503,20,29,30.0,2,0.0,837.2,14,0.0,1,0,0,0,1,1.380952380952381,27.006451612903227,0.06666666666666667
411504,38,15,20.0,2,6.0,864.37,16,0.0,1,0,0,0,0,0.38461538461538464,41.16047619047619,0.125
411505,46,47,7.0,4,7.0,816.94,13,0.0,0,0,1,0,0,1.0,102.1175,0.08333333333333333
411506,42,53,8.0,0,5.0,608.79,16,0.0,1,0,1,0,0,1.2325581395348837,67.64333333333333,0.0
411507,41,54,1.0,1,18.0,636.0,9,0.0,1,0,0,0,1,1.2857142857142858,318.0,0.01818181818181818
411508,39,20,19.0,3,10.0,869.63,13,0.0,1,0,0,0,0,0.5,43.4815,0.14285714285714285
411509,32,59,23.0,2,16.0,979.42,9,0.0,0,1,0,0,0,1.7878787878787878,40.80916666666666,0.03333333333333333
411510,39,19,16.0,2,13.0,867.53,12,0.0,0,1,0,0,0,0.475,51.031176470588235,0.1
411511,50,19,30.0,3,12.0,589.46,15,0.0,0,1,0,0,1,0.37254901960784315,19.01483870967742,0.15
411512,35,51,1.0,3,13.0,896.63,10,0.0,0,0,1,0,1,1.4166666666666667,448.315,0.057692307692307696
411513,30,49,1.0,0,9.0,735.0,2,0.0,0,0,0,0,1,1.5806451612903225,367.5,0.0
411514,40,9,3.0,4,9.0,701.18,8,0.0,1,1,0,0,1,0.21951219512195122,175.295,0.4
411515,49,24,11.0,3,16.0,965.37,17,0.0,1,0,1,0,1,0.48,80.4475,0.12
