CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure
61,36,2,15.0,3,29.0,501.0,4,1.0,1,1,0,1,0,0.05405405405405406,31.3125,1.0
62,22,43,16.0,8,21.0,966.0,30,1.0,0,0,1,1,0,1.8695652173913044,56.8235294117647,0.18181818181818182
63,47,59,24.0,6,26.0,288.0,26,1.0,1,1,0,0,0,1.2291666666666667,11.52,0.1
64,30,52,23.0,1,27.0,400.0,20,1.0,1,0,0,0,0,1.6774193548387097,16.666666666666668,0.018867924528301886
66,21,51,1.0,8,6.0,618.0,13,1.0,0,1,0,0,0,2.3181818181818183,309.0,0.15384615384615385
67,27,40,17.0,3,1.0,999.0,17,1.0,0,0,0,0,0,1.4285714285714286,55.5,0.07317073170731707
68,27,34,13.0,4,26.0,214.0,6,1.0,1,0,0,0,1,1.2142857142857142,15.285714285714286,0.11428571428571428
69,32,3,5.0,1,6.0,282.0,20,1.0,1,0,1,0,0,0.09090909090909091,47.0,0.25
70,44,43,1.0,8,28.0,548.0,28,1.0,0,0,1,1,0,0.9555555555555556,274.0,0.18181818181818182
71,38,10,9.0,6,5.0,820.0,18,1.0,1,1,0,0,0,0.2564102564102564,82.0,0.5454545454545454
72,34,5,18.0,3,29.0,575.0,10,1.0,0,1,0,0,1,0.14285714285714285,30.263157894736842,0.5
73,42,29,23.0,0,6.0,736.0,5,1.0,1,1,0,1,0,0.6744186046511628,30.666666666666668,0.0
74,61,41,4.0,7,23.0,753.0,23,1.0,1,0,0,0,1,0.6612903225806451,150.6,0.16666666666666666
75,22,45,13.0,5,16.0,538.0,26,1.0,1,0,0,0,1,1.9565217391304348,38.42857142857143,0.10869565217391304
76,59,53,13.0,0,4.0,688.0,14,1.0,0,0,1,0,1,0.8833333333333333,49.142857142857146,0.0
77,53,54,18.0,10,0.0,679.0,1,1.0,1,0,0,1,0,1.0,35.73684210526316,0.18181818181818182
78,37,17,23.0,9,23.0,530.0,19,1.0,1,1,0,0,1,0.4473684210526316,22.083333333333332,0.5
79,65,33,28.0,9,22.0,383.0,17,1.0,0,1,0,1,0,0.5,13.206896551724139,0.2647058823529412
80,61,6,7.0,4,26.0,369.0,20,1.0,0,0,1,0,0,0.0967741935483871,46.125,0.5714285714285714
81,40,58,8.0,2,10.0,760.0,28,1.0,0,0,0,1,0,1.4146341463414633,84.44444444444444,0.03389830508474576
82,63,38,19.0,7,21.0,768.0,7,1.0,0,0,1,0,1,0.59375,38.4,0.1794871794871795
83,19,53,3.0,6,17.0,808.0,19,1.0,1,0,1,1,0,2.65,202.0,0.1111111111111111
84,45,25,4.0,8,13.0,681.0,26,1.0,0,1,0,0,1,0.5434782608695652,136.2,0.3076923076923077
85,59,17,21.0,1,24.0,858.0,2,1.0,1,0,1,0,1,0.2833333333333333,39.0,0.05555555555555555
86,55,54,2.0,5,0.0,159.0,29,1.0,0,0,1,1,0,0.9642857142857143,53.0,0.09090909090909091
87,44,13,12.0,7,7.0,624.0,15,1.0,1,0,1,1,0,0.28888888888888886,48.0,0.5
88,61,7,12.0,7,2.0,925.0,9,1.0,1,1,0,0,0,0.11290322580645161,71.15384615384616,0.875
89,46,41,12.0,3,25.0,531.0,11,1.0,1,1,0,0,0,0.8723404255319149,40.84615384615385,0.07142857142857142
90,22,45,17.0,3,28.0,769.0,3,1.0,1,0,0,0,1,1.9565217391304348,42.72222222222222,0.06521739130434782
92,46,47,4.0,5,10.0,299.0,5,1.0,0,0,1,0,0,1.0,59.8,0.10416666666666667
93,64,31,20.0,9,24.0,785.0,16,1.0,1,1,0,0,1,0.47692307692307695,37.38095238095238,0.28125
94,28,22,16.0,1,7.0,389.0,16,1.0,0,0,1,1,0,0.7586206896551724,22.88235294117647,0.043478260869565216
95,35,19,28.0,4,28.0,507.0,5,1.0,0,0,0,0,1,0.5277777777777778,17.482758620689655,0.2
96,55,34,6.0,2,7.0,392.0,5,1.0,0,0,0,0,0,0.6071428571428571,56.0,0.05714285714285714
97,35,3,17.0,6,23.0,392.0,7,1.0,1,0,0,0,0,0.08333333333333333,21.77777777777778,1.5
98,45,23,4.0,5,1.0,699.0,12,1.0,0,1,0,0,1,0.5,139.8,0.20833333333333334
99,24,1,20.0,0,17.0,268.0,4,1.0,1,0,0,0,1,0.04,12.761904761904763,0.0
100,44,8,11.0,7,26.0,139.0,3,1.0,0,1,0,1,0,0.17777777777777778,11.583333333333334,0.7777777777777778
102,60,55,7.0,3,18.0,871.0,4,1.0,1,0,1,1,0,0.9016393442622951,108.875,0.05357142857142857
103,40,46,24.0,3,1.0,404.0,28,1.0,0,0,0,1,0,1.1219512195121952,16.16,0.06382978723404255
104,26,15,11.0,0,20.0,269.0,1,1.0,1,0,0,0,0,0.5555555555555556,22.416666666666668,0.0
105,58,28,17.0,0,24.0,820.0,29,1.0,0,1,0,0,1,0.4745762711864407,45.55555555555556,0.0
106,56,16,11.0,5,18.0,590.0,27,1.0,0,1,0,1,0,0.2807017543859649,49.166666666666664,0.29411764705882354
107,42,12,6.0,8,25.0,566.0,11,1.0,0,0,0,1,0,0.27906976744186046,80.85714285714286,0.6153846153846154
108,52,29,2.0,2,4.0,435.0,27,1.0,1,0,0,0,0,0.5471698113207547,145.0,0.06666666666666667
109,32,13,6.0,4,11.0,649.0,8,1.0,1,0,0,0,0,0.3939393939393939,92.71428571428571,0.2857142857142857
110,38,3,11.0,5,16.0,212.0,4,1.0,0,0,1,0,1,0.07692307692307693,17.666666666666668,1.25
111,60,50,10.0,2,4.0,552.0,8,1.0,1,0,1,0,1,0.819672131147541,50.18181818181818,0.0392156862745098
112,48,4,7.0,9,29.0,421.0,4,1.0,1,0,1,0,1,0.08163265306122448,52.625,1.8
113,52,1,29.0,2,19.0,202.0,22,1.0,0,0,0,0,0,0.018867924528301886,6.733333333333333,1.0
114,55,59,15.0,3,3.0,236.0,22,1.0,1,0,1,0,0,1.0535714285714286,14.75,0.05
115,59,37,11.0,0,11.0,545.0,10,1.0,0,0,1,0,1,0.6166666666666667,45.416666666666664,0.0
116,26,37,30.0,4,13.0,414.0,1,1.0,1,0,1,1,0,1.3703703703703705,13.35483870967742,0.10526315789473684
117,53,14,2.0,2,5.0,336.0,18,1.0,0,1,0,1,0,0.25925925925925924,112.0,0.13333333333333333
118,60,35,26.0,10,16.0,882.0,29,1.0,0,0,0,1,0,0.5737704918032787,32.666666666666664,0.2777777777777778
119,28,33,14.0,7,29.0,856.0,6,1.0,1,0,0,1,0,1.1379310344827587,57.06666666666667,0.20588235294117646
120,60,52,6.0,2,6.0,382.0,7,1.0,0,0,1,0,1,0.8524590163934426,54.57142857142857,0.03773584905660377
121,30,8,6.0,10,14.0,365.0,9,1.0,0,0,1,1,0,0.25806451612903225,52.142857142857146,1.1111111111111112
122,27,48,1.0,4,27.0,330.0,8,1.0,1,1,0,0,0,1.7142857142857142,165.0,0.08163265306122448
123,21,34,10.0,7,17.0,867.0,29,1.0,1,1,0,1,0,1.5454545454545454,78.81818181818181,0.2
124,25,43,19.0,7,10.0,832.0,27,1.0,0,0,0,0,0,1.6538461538461537,41.6,0.1590909090909091
125,32,18,14.0,5,15.0,552.0,27,1.0,0,0,0,0,0,0.5454545454545454,36.8,0.2631578947368421
126,46,8,30.0,0,9.0,672.0,10,1.0,0,0,1,1,0,0.1702127659574468,21.677419354838708,0.0
127,44,22,7.0,7,4.0,866.0,13,1.0,0,0,0,0,0,0.4888888888888889,108.25,0.30434782608695654
128,27,49,19.0,1,1.0,604.0,21,1.0,0,0,1,0,1,1.75,30.2,0.02
129,60,53,23.0,1,10.0,917.0,12,1.0,0,0,1,0,1,0.8688524590163934,38.208333333333336,0.018518518518518517
130,57,58,20.0,0,6.0,801.0,2,1.0,1,0,1,1,0,1.0,38.142857142857146,0.0
131,42,37,12.0,8,21.0,985.0,23,1.0,0,1,0,0,0,0.8604651162790697,75.76923076923077,0.21052631578947367
132,31,40,7.0,5,0.0,295.0,7,1.0,0,1,0,0,0,1.25,36.875,0.12195121951219512
133,38,55,25.0,10,16.0,153.0,12,1.0,0,0,1,0,1,1.4102564102564104,5.884615384615385,0.17857142857142858
134,27,28,27.0,8,28.0,326.0,12,1.0,1,0,1,0,0,1.0,11.642857142857142,0.27586206896551724
135,18,46,30.0,0,5.0,269.0,10,1.0,0,0,0,0,1,2.4210526315789473,8.67741935483871,0.0
136,40,31,30.0,9,18.0,537.0,27,1.0,0,0,0,0,0,0.7560975609756098,17.322580645161292,0.28125
137,58,32,6.0,4,5.0,684.0,28,1.0,1,1,0,0,0,0.5423728813559322,97.71428571428571,0.12121212121212122
138,24,44,11.0,10,0.0,341.0,10,1.0,1,0,0,0,1,1.76,28.416666666666668,0.2222222222222222
139,60,11,14.0,8,27.0,344.0,15,1.0,1,0,1,1,0,0.18032786885245902,22.933333333333334,0.6666666666666666
140,39,8,19.0,10,1.0,890.0,20,1.0,0,0,1,0,1,0.2,44.5,1.1111111111111112
141,51,2,6.0,1,23.0,959.0,23,1.0,1,0,1,0,1,0.038461538461538464,137.0,0.3333333333333333
142,49,18,18.0,8,20.0,517.0,1,1.0,1,0,0,0,1,0.36,27.210526315789473,0.42105263157894735
143,52,25,26.0,9,17.0,658.0,1,1.0,1,0,1,0,1,0.4716981132075472,24.37037037037037,0.34615384615384615
144,36,5,6.0,0,6.0,787.0,9,0.0,0,1,0,0,1,0.13513513513513514,112.42857142857143,0.0
145,40,46,3.0,6,28.0,833.0,26,1.0,0,0,1,0,1,1.1219512195121952,208.25,0.1276595744680851
146,21,42,24.0,5,28.0,877.0,12,1.0,0,0,0,0,0,1.9090909090909092,35.08,0.11627906976744186
147,56,7,22.0,7,15.0,584.0,3,1.0,0,0,0,1,0,0.12280701754385964,25.391304347826086,0.875
148,63,35,13.0,5,9.0,947.0,10,1.0,1,1,0,0,0,0.546875,67.64285714285714,0.1388888888888889
149,53,51,4.0,9,1.0,325.0,18,1.0,0,0,0,0,1,0.9444444444444444,65.0,0.17307692307692307
150,30,55,26.0,5,9.0,376.0,18,1.0,1,0,1,1,0,1.7741935483870968,13.925925925925926,0.08928571428571429
151,54,54,4.0,4,15.0,855.0,27,1.0,0,0,1,1,0,0.9818181818181818,171.0,0.07272727272727272
152,55,10,15.0,6,22.0,860.0,26,1.0,0,0,1,0,1,0.17857142857142858,53.75,0.5454545454545454
153,28,54,26.0,2,12.0,288.0,16,1.0,1,0,0,0,0,1.8620689655172413,10.666666666666666,0.03636363636363636
154,56,22,19.0,2,26.0,398.0,26,1.0,0,0,0,1,0,0.38596491228070173,19.9,0.08695652173913043
155,48,49,20.0,1,7.0,953.0,30,0.0,1,0,1,0,1,1.0,45.38095238095238,0.02
156,40,17,2.0,1,4.0,761.0,30,1.0,0,0,0,0,1,0.4146341463414634,253.66666666666666,0.05555555555555555
157,63,15,16.0,4,17.0,770.0,3,1.0,0,0,1,0,1,0.234375,45.294117647058826,0.25
158,59,16,2.0,6,5.0,183.0,27,1.0,0,0,1,1,0,0.26666666666666666,61.0,0.35294117647058826
159,56,14,21.0,3,25.0,374.0,18,1.0,1,0,0,0,1,0.24561403508771928,17.0,0.2
160,29,42,13.0,2,1.0,285.0,21,1.0,0,0,1,1,0,1.4,20.357142857142858,0.046511627906976744
161,22,23,29.0,10,17.0,294.0,28,1.0,1,0,0,0,0,1.0,9.8,0.4166666666666667
162,24,14,22.0,2,17.0,594.0,18,0.0,1,0,0,0,1,0.56,25.82608695652174,0.13333333333333333
163,55,33,27.0,5,6.0,505.0,19,1.0,1,0,1,0,1,0.5892857142857143,18.035714285714285,0.14705882352941177
164,32,59,9.0,6,23.0,616.0,1,1.0,0,0,1,0,1,1.7878787878787878,61.6,0.1
165,61,49,27.0,0,2.0,937.0,25,1.0,1,0,0,1,0,0.7903225806451613,33.464285714285715,0.0
166,63,58,26.0,7,9.0,109.0,3,1.0,1,1,0,0,1,0.90625,4.037037037037037,0.11864406779661017
167,56,18,23.0,2,15.0,411.0,17,1.0,0,0,0,1,0,0.3157894736842105,17.125,0.10526315789473684
168,63,13,17.0,10,6.0,890.0,8,1.0,1,0,1,1,0,0.203125,49.44444444444444,0.7142857142857143
169,51,49,9.0,6,16.0,338.0,18,1.0,1,1,0,0,0,0.9423076923076923,33.8,0.12
170,64,26,24.0,10,8.0,609.0,3,1.0,1,1,0,0,1,0.4,24.36,0.37037037037037035
171,54,27,9.0,4,4.0,226.0,8,1.0,0,1,0,1,0,0.4909090909090909,22.6,0.14285714285714285
172,43,49,22.0,8,29.0,261.0,11,1.0,1,0,0,0,1,1.1136363636363635,11.347826086956522,0.16
173,24,31,24.0,9,25.0,900.0,1,1.0,1,1,0,0,0,1.24,36.0,0.28125
174,44,40,8.0,10,4.0,503.0,25,1.0,1,0,0,0,0,0.8888888888888888,55.888888888888886,0.24390243902439024
175,22,39,3.0,4,16.0,443.0,4,1.0,1,0,1,0,0,1.6956521739130435,110.75,0.1
176,50,9,30.0,2,8.0,537.0,25,1.0,0,1,0,0,1,0.17647058823529413,17.322580645161292,0.2
177,43,59,8.0,9,27.0,535.0,22,1.0,1,1,0,1,0,1.3409090909090908,59.44444444444444,0.15
178,46,55,7.0,3,7.0,971.0,21,1.0,1,0,1,1,0,1.1702127659574468,121.375,0.05357142857142857
179,40,51,30.0,8,19.0,351.0,12,1.0,0,1,0,0,1,1.2439024390243902,11.32258064516129,0.15384615384615385
180,34,19,17.0,1,5.0,201.0,1,1.0,0,1,0,0,1,0.5428571428571428,11.166666666666666,0.05
181,64,17,7.0,10,3.0,966.0,15,1.0,1,0,0,1,0,0.26153846153846155,120.75,0.5555555555555556
182,23,49,23.0,1,20.0,875.0,29,1.0,1,0,1,1,0,2.0416666666666665,36.458333333333336,0.02
183,18,3,2.0,4,25.0,228.0,5,1.0,1,0,1,0,0,0.15789473684210525,76.0,1.0
184,47,14,21.0,8,15.0,165.0,15,1.0,0,1,0,1,0,0.2916666666666667,7.5,0.5333333333333333
185,48,3,30.0,1,10.0,850.0,29,0.0,1,1,0,0,0,0.061224489795918366,27.419354838709676,0.25
186,18,27,23.0,1,11.0,729.0,19,1.0,0,1,0,0,0,1.4210526315789473,30.375,0.03571428571428571
187,55,12,13.0,1,7.0,167.0,11,1.0,0,0,1,0,0,0.21428571428571427,11.928571428571429,0.07692307692307693
188,56,39,20.0,1,29.0,693.0,9,1.0,1,0,0,0,1,0.6842105263157895,33.0,0.025
189,21,11,14.0,8,19.0,854.0,6,1.0,0,0,1,0,0,0.5,56.93333333333333,0.6666666666666666
190,47,2,4.0,8,11.0,426.0,1,1.0,1,0,1,0,1,0.041666666666666664,85.2,2.6666666666666665
191,40,16,19.0,7,17.0,868.0,10,1.0,0,0,0,0,1,0.3902439024390244,43.4,0.4117647058823529
192,48,2,30.0,1,19.0,408.0,8,1.0,0,1,0,1,0,0.04081632653061224,13.161290322580646,0.3333333333333333
193,37,41,19.0,10,7.0,152.0,15,1.0,1,1,0,1,0,1.0789473684210527,7.6,0.23809523809523808
194,63,48,10.0,3,9.0,448.0,18,1.0,1,0,0,1,0,0.75,40.72727272727273,0.061224489795918366
195,51,37,4.0,5,24.0,326.0,4,1.0,0,1,0,1,0,0.7115384615384616,65.2,0.13157894736842105
196,32,35,9.0,1,15.0,951.0,4,0.0,0,1,0,0,1,1.0606060606060606,95.1,0.027777777777777776
197,51,5,17.0,9,14.0,195.0,16,1.0,0,0,1,1,0,0.09615384615384616,10.833333333333334,1.5
198,54,38,7.0,7,14.0,715.0,8,1.0,1,0,0,0,1,0.6909090909090909,89.375,0.1794871794871795
199,18,55,30.0,0,2.0,101.0,28,1.0,0,0,0,0,1,2.8947368421052633,3.2580645161290325,0.0
200,46,38,16.0,8,17.0,495.0,24,1.0,1,0,0,0,1,0.8085106382978723,29.11764705882353,0.20512820512820512
201,39,7,21.0,4,27.0,536.0,11,1.0,0,0,0,1,0,0.175,24.363636363636363,0.5
202,59,24,24.0,2,3.0,516.0,25,1.0,0,0,0,0,0,0.4,20.64,0.08
203,42,12,19.0,6,7.0,969.0,21,1.0,0,1,0,0,1,0.27906976744186046,48.45,0.46153846153846156
204,56,15,18.0,3,11.0,471.0,12,1.0,1,1,0,0,0,0.2631578947368421,24.789473684210527,0.1875
205,50,38,7.0,4,11.0,902.0,12,1.0,1,1,0,1,0,0.7450980392156863,112.75,0.10256410256410256
206,62,6,27.0,8,3.0,499.0,28,1.0,1,0,1,0,0,0.09523809523809523,17.821428571428573,1.1428571428571428
207,49,44,6.0,8,26.0,378.0,4,1.0,1,0,0,0,1,0.88,54.0,0.17777777777777778
208,57,46,19.0,3,5.0,553.0,30,1.0,0,1,0,1,0,0.7931034482758621,27.65,0.06382978723404255
209,63,39,20.0,3,8.0,165.0,27,1.0,1,1,0,0,0,0.609375,7.857142857142857,0.075
210,42,58,1.0,3,10.0,733.0,2,0.0,0,0,1,0,1,1.3488372093023255,366.5,0.05084745762711865
211,32,2,10.0,3,16.0,103.0,3,1.0,0,0,0,0,1,0.06060606060606061,9.363636363636363,1.0
212,42,45,28.0,4,30.0,335.0,6,1.0,1,1,0,1,0,1.0465116279069768,11.551724137931034,0.08695652173913043
213,52,56,14.0,10,29.0,719.0,4,1.0,0,0,1,0,1,1.0566037735849056,47.93333333333333,0.17543859649122806
214,37,45,9.0,7,29.0,460.0,11,1.0,1,0,1,0,1,1.1842105263157894,46.0,0.15217391304347827
215,37,55,10.0,9,15.0,272.0,16,1.0,0,0,0,0,1,1.4473684210526316,24.727272727272727,0.16071428571428573
216,51,9,16.0,6,19.0,995.0,30,1.0,0,0,1,1,0,0.17307692307692307,58.529411764705884,0.6
217,50,55,27.0,8,10.0,777.0,14,1.0,0,1,0,0,1,1.0784313725490196,27.75,0.14285714285714285
218,61,10,20.0,8,27.0,836.0,18,1.0,0,0,0,0,1,0.16129032258064516,39.80952380952381,0.7272727272727273
219,65,44,4.0,10,28.0,890.0,15,1.0,1,0,1,0,1,0.6666666666666666,178.0,0.2222222222222222
220,35,21,26.0,7,13.0,570.0,17,1.0,1,0,0,1,0,0.5833333333333334,21.11111111111111,0.3181818181818182
221,33,43,12.0,10,13.0,204.0,9,1.0,0,0,1,0,0,1.2647058823529411,15.692307692307692,0.22727272727272727
222,27,40,6.0,6,2.0,595.0,10,1.0,0,0,0,0,0,1.4285714285714286,85.0,0.14634146341463414
223,38,47,11.0,3,5.0,788.0,4,1.0,0,0,0,1,0,1.205128205128205,65.66666666666667,0.0625
224,65,33,13.0,2,23.0,142.0,27,1.0,1,0,1,0,0,0.5,10.142857142857142,0.058823529411764705
225,47,37,1.0,5,8.0,798.0,19,1.0,0,1,0,0,1,0.7708333333333334,399.0,0.13157894736842105
226,20,7,7.0,2,16.0,867.0,24,0.0,1,0,0,0,1,0.3333333333333333,108.375,0.25
227,60,14,13.0,1,21.0,904.0,6,1.0,1,0,1,0,1,0.22950819672131148,64.57142857142857,0.06666666666666667
228,44,2,27.0,7,12.0,936.0,3,1.0,1,1,0,0,1,0.044444444444444446,33.42857142857143,2.3333333333333335
229,25,19,6.0,9,1.0,759.0,4,1.0,1,0,1,0,1,0.7307692307692307,108.42857142857143,0.45
230,46,43,7.0,10,27.0,134.0,1,1.0,0,0,0,0,0,0.9148936170212766,16.75,0.22727272727272727
231,31,46,13.0,3,20.0,211.0,7,1.0,1,0,0,0,0,1.4375,15.071428571428571,0.06382978723404255
232,34,21,13.0,1,27.0,910.0,21,1.0,0,1,0,0,1,0.6,65.0,0.045454545454545456
233,60,44,25.0,7,23.0,944.0,30,1.0,0,0,0,0,1,0.7213114754098361,36.30769230769231,0.15555555555555556
234,33,40,26.0,3,22.0,293.0,30,1.0,0,0,1,0,0,1.1764705882352942,10.851851851851851,0.07317073170731707
235,54,19,26.0,2,3.0,656.0,20,1.0,0,1,0,0,1,0.34545454545454546,24.296296296296298,0.1
236,33,1,1.0,7,18.0,411.0,16,1.0,0,0,0,1,0,0.029411764705882353,205.5,3.5
237,45,53,6.0,2,13.0,841.0,21,1.0,0,0,0,0,1,1.1521739130434783,120.14285714285714,0.037037037037037035
238,44,18,14.0,4,2.0,249.0,9,1.0,0,0,0,0,1,0.4,16.6,0.21052631578947367
239,43,29,16.0,6,20.0,493.0,23,1.0,1,0,0,0,1,0.6590909090909091,29.0,0.2
240,44,34,26.0,4,12.0,353.0,16,1.0,0,1,0,0,0,0.7555555555555555,13.074074074074074,0.11428571428571428
241,22,24,12.0,0,30.0,857.0,7,1.0,1,0,1,0,0,1.0434782608695652,65.92307692307692,0.0
242,46,19,7.0,5,4.0,771.0,21,1.0,0,0,0,1,0,0.40425531914893614,96.375,0.25
243,34,20,29.0,0,4.0,580.0,4,0.0,0,0,0,0,0,0.5714285714285714,19.333333333333332,0.0
244,41,56,2.0,4,24.0,353.0,16,1.0,1,1,0,0,1,1.3333333333333333,117.66666666666667,0.07017543859649122
245,54,33,19.0,1,19.0,802.0,6,1.0,0,0,0,0,1,0.6,40.1,0.029411764705882353
