Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure
41,0.0,0,0,403900,1,19,7.0,1,0,1,58,672.35,26.0,1.380952380952381,24.901851851851852,0.01694915254237288
40,0.0,0,1,403901,0,15,19.0,0,1,4,51,932.7,20.0,1.2439024390243902,44.41428571428572,0.07692307692307693
28,0.0,0,0,403902,0,13,12.0,0,0,1,44,976.01,15.0,1.5172413793103448,61.000625,0.022222222222222223
48,0.0,0,0,403903,1,11,4.0,1,0,2,42,815.53,26.0,0.8571428571428571,30.204814814814814,0.046511627906976744
22,0.0,0,1,403904,1,18,12.0,0,0,2,50,719.1,22.0,2.1739130434782608,31.26521739130435,0.0392156862745098
24,0.0,0,0,403905,0,14,12.0,1,0,1,55,635.41,26.0,2.2,23.533703703703704,0.017857142857142856
35,0.0,0,1,403906,0,14,7.0,0,0,0,39,898.14,18.0,1.0833333333333333,47.270526315789475,0.0
33,0.0,0,1,403907,1,21,0.0,0,0,1,7,920.74,20.0,0.20588235294117646,43.8447619047619,0.125
41,0.0,0,1,403908,1,2,2.0,0,0,4,29,877.53,15.0,0.6904761904761905,54.845625,0.13333333333333333
41,0.0,0,0,403909,1,15,15.0,1,0,3,40,865.82,11.0,0.9523809523809523,72.15166666666667,0.07317073170731707
27,0.0,0,1,403910,1,13,19.0,0,1,0,59,507.63,19.0,2.107142857142857,25.3815,0.0
41,0.0,0,1,403911,1,25,17.0,0,0,4,42,890.16,7.0,1.0,111.27,0.09302325581395349
23,0.0,0,0,403912,1,28,1.0,0,0,0,56,680.64,25.0,2.3333333333333335,26.178461538461537,0.0
24,0.0,0,0,403913,1,28,6.0,1,0,0,28,917.85,30.0,1.12,29.608064516129033,0.0
42,0.0,0,0,403914,0,9,13.0,0,1,4,16,544.55,27.0,0.37209302325581395,19.448214285714283,0.23529411764705882
36,0.0,0,0,403915,1,27,4.0,0,1,0,42,661.61,30.0,1.135135135135135,21.34225806451613,0.0
23,0.0,0,1,403916,1,3,4.0,1,0,0,16,853.78,10.0,0.6666666666666666,77.61636363636363,0.0
38,0.0,0,1,403917,1,12,4.0,0,0,0,39,881.76,1.0,1.0,440.88,0.0
37,0.0,0,1,403918,1,13,0.0,1,0,2,29,605.69,7.0,0.7631578947368421,75.71125,0.06666666666666667
42,0.0,0,0,403919,0,2,17.0,1,0,2,6,836.19,23.0,0.13953488372093023,34.84125,0.2857142857142857
43,0.0,0,1,403920,0,13,12.0,0,0,4,39,555.66,23.0,0.8863636363636364,23.1525,0.1
42,0.0,0,1,403921,1,25,8.0,0,1,1,39,940.6,8.0,0.9069767441860465,104.51111111111112,0.025
33,0.0,0,1,403922,1,11,18.0,0,0,0,43,733.51,29.0,1.2647058823529411,24.450333333333333,0.0
42,0.0,0,1,403923,1,1,0.0,0,0,2,38,636.59,23.0,0.8837209302325582,26.524583333333336,0.05128205128205128
26,0.0,0,0,403924,0,13,9.0,0,0,1,18,707.5,20.0,0.6666666666666666,33.69047619047619,0.05263157894736842
34,0.0,0,0,403925,0,9,20.0,0,0,3,37,961.7,18.0,1.0571428571428572,50.61578947368421,0.07894736842105263
43,0.0,0,0,403926,0,5,6.0,0,0,4,28,853.5,23.0,0.6363636363636364,35.5625,0.13793103448275862
31,0.0,0,1,403927,0,1,10.0,1,0,3,48,661.02,2.0,1.5,220.34,0.061224489795918366
36,0.0,0,0,403928,0,11,13.0,1,0,1,23,781.22,18.0,0.6216216216216216,41.11684210526316,0.041666666666666664
50,0.0,0,1,403929,1,13,6.0,1,0,0,59,951.81,1.0,1.1568627450980393,475.905,0.0
33,0.0,0,1,403930,0,1,9.0,0,1,2,26,739.35,2.0,0.7647058823529411,246.45000000000002,0.07407407407407407
42,0.0,0,0,403931,1,28,19.0,1,0,0,59,864.04,22.0,1.372093023255814,37.56695652173913,0.0
40,0.0,0,0,403932,1,18,1.0,1,0,0,7,531.11,18.0,0.17073170731707318,27.953157894736844,0.0
44,0.0,0,1,403933,1,27,20.0,1,0,1,55,956.71,18.0,1.2222222222222223,50.353157894736846,0.017857142857142856
29,0.0,0,1,403934,0,15,5.0,1,0,0,58,753.94,11.0,1.9333333333333333,62.82833333333334,0.0
22,0.0,0,0,403935,0,4,13.0,1,0,1,53,972.43,30.0,2.3043478260869565,31.368709677419353,0.018518518518518517
38,0.0,0,0,403936,1,11,19.0,1,0,2,27,657.0,27.0,0.6923076923076923,23.464285714285715,0.07142857142857142
33,0.0,0,0,403937,0,8,17.0,1,0,2,46,776.24,7.0,1.3529411764705883,97.03,0.0425531914893617
31,0.0,0,0,403938,1,16,10.0,0,1,3,3,568.43,5.0,0.09375,94.73833333333333,0.75
24,0.0,0,0,403939,1,11,10.0,0,0,0,8,521.16,9.0,0.32,52.116,0.0
37,0.0,0,0,403940,0,8,7.0,0,0,0,31,732.41,2.0,0.8157894736842105,244.13666666666666,0.0
50,0.0,0,1,403941,1,20,12.0,0,0,1,15,739.5,29.0,0.29411764705882354,24.65,0.0625
45,0.0,0,1,403942,1,8,15.0,0,0,3,55,584.15,14.0,1.1956521739130435,38.943333333333335,0.05357142857142857
33,0.0,0,0,403943,1,14,19.0,1,0,0,2,559.83,8.0,0.058823529411764705,62.20333333333334,0.0
41,0.0,0,1,403944,0,8,12.0,0,0,4,8,977.95,21.0,0.19047619047619047,44.45227272727273,0.4444444444444444
24,0.0,0,1,403945,1,11,17.0,1,0,2,27,881.8,20.0,1.08,41.99047619047619,0.07142857142857142
37,0.0,0,0,403946,0,1,9.0,0,1,3,47,779.75,25.0,1.236842105263158,29.990384615384617,0.0625
30,0.0,0,1,403947,0,14,1.0,1,0,3,32,764.88,10.0,1.032258064516129,69.53454545454545,0.09090909090909091
32,0.0,0,0,403948,1,13,15.0,0,1,3,39,612.35,25.0,1.1818181818181819,23.551923076923078,0.075
31,0.0,0,1,403949,1,11,1.0,1,0,2,49,816.95,20.0,1.53125,38.90238095238095,0.04
32,0.0,0,0,403950,1,6,7.0,0,1,1,16,808.01,15.0,0.48484848484848486,50.500625,0.058823529411764705
31,0.0,0,1,403951,0,8,19.0,0,0,2,15,529.51,13.0,0.46875,37.82214285714286,0.125
32,0.0,0,0,403952,0,11,17.0,1,0,3,11,516.85,27.0,0.3333333333333333,18.458928571428572,0.25
40,0.0,0,1,403953,0,4,1.0,0,1,3,33,737.06,9.0,0.8048780487804879,73.70599999999999,0.08823529411764706
44,0.0,0,0,403954,1,20,9.0,0,0,0,44,828.37,13.0,0.9777777777777777,59.169285714285714,0.0
48,0.0,0,1,403955,1,14,20.0,1,0,3,22,823.24,20.0,0.4489795918367347,39.201904761904764,0.13043478260869565
31,0.0,0,0,403956,1,23,3.0,1,0,0,51,748.1,29.0,1.59375,24.936666666666667,0.0
43,0.0,0,0,403957,1,28,1.0,0,0,1,33,551.18,25.0,0.75,21.199230769230766,0.029411764705882353
40,0.0,0,1,403958,0,7,12.0,1,0,3,28,578.79,20.0,0.6829268292682927,27.56142857142857,0.10344827586206896
33,0.0,0,0,403959,0,12,4.0,0,1,3,17,988.47,19.0,0.5,49.423500000000004,0.16666666666666666
34,0.0,0,0,403960,1,11,15.0,0,1,0,2,966.83,17.0,0.05714285714285714,53.71277777777778,0.0
48,0.0,0,1,403961,1,21,8.0,0,0,2,36,571.67,26.0,0.7346938775510204,21.172962962962963,0.05405405405405406
32,0.0,0,0,403962,1,17,6.0,0,0,0,37,732.18,1.0,1.121212121212121,366.09,0.0
33,0.0,0,0,403963,1,23,6.0,1,0,3,16,973.98,13.0,0.47058823529411764,69.57000000000001,0.17647058823529413
18,0.0,0,1,403964,0,1,7.0,1,0,0,34,710.67,12.0,1.7894736842105263,54.66692307692308,0.0
49,0.0,0,1,403965,0,8,7.0,0,1,3,4,837.18,8.0,0.08,93.02,0.6
20,0.0,0,0,403966,1,7,14.0,0,0,2,37,559.37,30.0,1.7619047619047619,18.044193548387096,0.05263157894736842
42,0.0,0,1,403967,1,17,17.0,0,1,0,9,878.13,12.0,0.20930232558139536,67.54846153846154,0.0
25,0.0,0,0,403968,0,7,17.0,0,0,2,27,789.22,12.0,1.0384615384615385,60.70923076923077,0.07142857142857142
21,0.0,0,0,403969,1,29,8.0,0,0,0,34,709.38,14.0,1.5454545454545454,47.292,0.0
46,0.0,0,1,403970,0,11,2.0,0,1,3,28,870.44,15.0,0.5957446808510638,54.4025,0.10344827586206896
35,0.0,0,0,403971,0,9,7.0,0,0,0,57,638.87,12.0,1.5833333333333333,49.143846153846155,0.0
41,0.0,0,0,403972,0,8,9.0,0,0,0,11,502.85,12.0,0.2619047619047619,38.68076923076923,0.0
28,0.0,0,0,403973,1,25,19.0,0,1,0,38,600.93,6.0,1.3103448275862069,85.84714285714286,0.0
25,0.0,0,1,403974,1,11,12.0,0,1,1,46,742.29,8.0,1.7692307692307692,82.47666666666666,0.02127659574468085
43,0.0,0,0,403975,1,9,15.0,0,1,1,3,717.67,18.0,0.06818181818181818,37.77210526315789,0.25
42,0.0,0,1,403976,0,13,20.0,0,0,3,53,788.66,18.0,1.2325581395348837,41.508421052631576,0.05555555555555555
45,0.0,0,1,403977,0,4,12.0,0,0,4,33,666.64,11.0,0.717391304347826,55.553333333333335,0.11764705882352941
37,0.0,0,1,403978,0,10,6.0,0,1,3,17,939.29,18.0,0.4473684210526316,49.43631578947368,0.16666666666666666
39,0.0,0,0,403979,0,8,19.0,0,0,2,32,973.89,28.0,0.8,33.58241379310345,0.06060606060606061
48,0.0,0,1,403980,1,10,20.0,1,0,2,49,577.05,18.0,1.0,30.371052631578944,0.04
31,0.0,0,1,403981,1,20,15.0,0,1,1,36,685.75,11.0,1.125,57.145833333333336,0.02702702702702703
49,0.0,0,0,403982,1,17,0.0,1,0,1,42,652.84,8.0,0.84,72.53777777777778,0.023255813953488372
23,0.0,0,1,403983,0,9,16.0,0,0,2,45,648.07,12.0,1.875,49.85153846153847,0.043478260869565216
20,0.0,0,1,403984,0,10,13.0,1,0,0,33,789.04,22.0,1.5714285714285714,34.30608695652174,0.0
46,0.0,0,0,403985,1,16,20.0,1,0,0,18,624.12,15.0,0.3829787234042553,39.0075,0.0
45,0.0,0,1,403986,0,14,3.0,1,0,0,5,677.84,17.0,0.10869565217391304,37.65777777777778,0.0
46,0.0,0,0,403987,1,30,7.0,0,0,4,34,976.15,6.0,0.723404255319149,139.45,0.11428571428571428
27,0.0,0,0,403988,1,13,4.0,0,1,1,54,607.26,20.0,1.9285714285714286,28.917142857142856,0.01818181818181818
45,0.0,0,0,403989,1,6,12.0,0,1,0,38,571.64,21.0,0.8260869565217391,25.983636363636364,0.0
45,0.0,0,0,403990,1,5,19.0,0,0,0,47,557.23,7.0,1.0217391304347827,69.65375,0.0
43,0.0,0,0,403991,0,11,1.0,0,1,4,31,807.69,8.0,0.7045454545454546,89.74333333333334,0.125
41,0.0,0,1,403992,1,5,7.0,0,0,2,44,667.64,25.0,1.0476190476190477,25.678461538461537,0.044444444444444446
40,0.0,0,1,403993,1,10,15.0,1,0,1,48,919.69,28.0,1.170731707317073,31.71344827586207,0.02040816326530612
26,0.0,0,1,403994,0,10,9.0,1,0,0,40,951.16,2.0,1.4814814814814814,317.05333333333334,0.0
20,0.0,0,1,403995,1,20,7.0,1,0,1,39,926.22,14.0,1.8571428571428572,61.748000000000005,0.025
30,0.0,0,1,403996,1,15,4.0,0,0,1,53,904.25,18.0,1.7096774193548387,47.5921052631579,0.018518518518518517
41,0.0,0,0,403997,0,2,9.0,1,0,0,25,991.61,7.0,0.5952380952380952,123.95125,0.0
30,0.0,0,1,403998,0,8,18.0,0,1,2,45,788.79,3.0,1.4516129032258065,197.1975,0.043478260869565216
34,0.0,0,1,403999,1,2,7.0,0,0,2,35,557.63,9.0,1.0,55.763,0.05555555555555555
43,0.0,0,1,404000,1,7,10.0,0,1,2,33,931.97,3.0,0.75,232.9925,0.058823529411764705
40,0.0,0,1,404001,1,10,19.0,0,1,3,40,967.58,8.0,0.975609756097561,107.50888888888889,0.07317073170731707
47,0.0,0,1,404002,0,4,10.0,1,0,4,52,646.45,8.0,1.0833333333333333,71.82777777777778,0.07547169811320754
50,0.0,0,1,404003,1,28,13.0,0,1,3,10,767.82,10.0,0.19607843137254902,69.80181818181819,0.2727272727272727
39,0.0,0,1,404004,1,7,5.0,0,1,1,4,652.64,21.0,0.1,29.665454545454544,0.2
28,0.0,0,1,404005,1,6,18.0,0,1,0,11,661.88,21.0,0.3793103448275862,30.085454545454546,0.0
27,0.0,0,0,404006,1,15,14.0,1,0,1,33,534.35,17.0,1.1785714285714286,29.686111111111114,0.029411764705882353
41,0.0,0,0,404007,1,26,12.0,1,0,4,20,629.19,25.0,0.47619047619047616,24.199615384615388,0.19047619047619047
37,0.0,0,0,404008,1,18,7.0,0,0,0,43,773.1,11.0,1.131578947368421,64.425,0.0
50,0.0,0,1,404009,0,10,0.0,0,0,2,13,686.72,24.0,0.2549019607843137,27.4688,0.14285714285714285
48,0.0,0,1,404010,0,4,4.0,0,1,3,14,754.18,17.0,0.2857142857142857,41.898888888888884,0.2
37,0.0,0,1,404011,1,25,0.0,1,0,3,13,801.53,23.0,0.34210526315789475,33.397083333333335,0.21428571428571427
50,0.0,0,1,404012,0,1,3.0,0,1,2,55,890.78,22.0,1.0784313725490196,38.729565217391304,0.03571428571428571
22,0.0,0,1,404013,1,24,16.0,0,0,0,47,960.82,5.0,2.0434782608695654,160.13666666666668,0.0
23,0.0,0,1,404014,0,13,10.0,1,0,1,6,832.77,2.0,0.25,277.59,0.14285714285714285
44,0.0,0,0,404015,0,3,12.0,1,0,3,31,558.1,1.0,0.6888888888888889,279.05,0.09375
41,0.0,0,1,404016,1,12,1.0,0,1,4,29,644.06,4.0,0.6904761904761905,128.81199999999998,0.13333333333333333
47,0.0,0,0,404017,1,8,20.0,0,1,3,37,502.42,11.0,0.7708333333333334,41.86833333333333,0.07894736842105263
35,0.0,0,0,404018,0,13,5.0,1,0,3,10,500.36,30.0,0.2777777777777778,16.140645161290323,0.2727272727272727
32,0.0,0,0,404019,1,4,3.0,1,0,3,24,788.38,10.0,0.7272727272727273,71.67090909090909,0.12
18,0.0,0,0,404020,0,6,12.0,1,0,1,11,964.9,25.0,0.5789473684210527,37.11153846153846,0.08333333333333333
23,0.0,0,1,404021,0,1,14.0,0,1,2,38,504.29,20.0,1.5833333333333333,24.013809523809524,0.05128205128205128
35,0.0,0,1,404022,0,1,17.0,1,0,0,22,670.24,28.0,0.6111111111111112,23.111724137931034,0.0
49,0.0,0,1,404023,0,15,7.0,1,0,2,6,671.79,22.0,0.12,29.208260869565216,0.2857142857142857
44,0.0,0,1,404024,1,11,14.0,0,0,1,27,782.1,15.0,0.6,48.88125,0.03571428571428571
34,0.0,0,1,404025,1,25,14.0,1,0,0,50,940.67,10.0,1.4285714285714286,85.51545454545455,0.0
36,0.0,0,0,404026,0,10,9.0,1,0,1,14,709.9,13.0,0.3783783783783784,50.707142857142856,0.06666666666666667
37,0.0,0,0,404027,1,6,20.0,1,0,2,6,939.22,30.0,0.15789473684210525,30.29741935483871,0.2857142857142857
41,0.0,0,1,404028,1,3,5.0,1,0,2,41,952.11,17.0,0.9761904761904762,52.895,0.047619047619047616
22,0.0,0,1,404029,1,16,12.0,0,1,0,46,786.99,23.0,2.0,32.79125,0.0
44,0.0,0,0,404030,1,7,17.0,0,0,1,48,578.16,28.0,1.0666666666666667,19.93655172413793,0.02040816326530612
39,0.0,0,1,404031,1,12,11.0,1,0,1,23,598.8,21.0,0.575,27.218181818181815,0.041666666666666664
46,0.0,0,1,404032,1,4,6.0,1,0,0,57,610.64,6.0,1.2127659574468086,87.23428571428572,0.0
22,0.0,0,0,404033,0,7,6.0,1,0,0,22,507.62,14.0,0.9565217391304348,33.84133333333333,0.0
31,0.0,0,0,404034,1,17,16.0,0,0,0,42,669.56,6.0,1.3125,95.65142857142857,0.0
41,0.0,0,0,404035,1,26,15.0,0,0,3,37,728.49,30.0,0.8809523809523809,23.49967741935484,0.07894736842105263
31,0.0,0,0,404036,0,14,17.0,1,0,0,56,747.33,5.0,1.75,124.555,0.0
48,0.0,0,0,404037,1,17,14.0,1,0,1,11,669.56,30.0,0.22448979591836735,21.598709677419354,0.08333333333333333
44,0.0,0,1,404038,1,2,20.0,0,1,4,27,553.58,17.0,0.6,30.754444444444445,0.14285714285714285
41,0.0,0,1,404039,1,5,5.0,0,0,2,38,947.77,17.0,0.9047619047619048,52.653888888888886,0.05128205128205128
49,0.0,0,0,404040,1,22,19.0,1,0,4,8,630.5,28.0,0.16,21.74137931034483,0.4444444444444444
24,0.0,0,1,404041,1,9,1.0,0,1,2,51,831.91,14.0,2.04,55.46066666666666,0.038461538461538464
47,0.0,0,1,404042,0,13,9.0,1,0,2,16,528.42,13.0,0.3333333333333333,37.74428571428571,0.11764705882352941
27,0.0,0,1,404043,1,19,13.0,0,1,1,25,580.56,22.0,0.8928571428571429,25.24173913043478,0.038461538461538464
47,0.0,0,0,404044,1,13,0.0,0,1,2,10,646.91,24.0,0.20833333333333334,25.8764,0.18181818181818182
38,0.0,0,0,404045,0,10,8.0,0,1,1,32,621.16,18.0,0.8205128205128205,32.69263157894736,0.030303030303030304
28,0.0,0,1,404046,0,7,20.0,0,0,0,20,868.41,12.0,0.6896551724137931,66.80076923076923,0.0
27,0.0,0,0,404047,0,14,18.0,0,0,2,19,914.94,29.0,0.6785714285714286,30.498,0.1
26,0.0,0,0,404048,1,18,6.0,0,1,0,1,581.67,8.0,0.037037037037037035,64.63,0.0
46,0.0,0,0,404049,1,29,19.0,0,1,0,49,958.75,23.0,1.0425531914893618,39.947916666666664,0.0
24,0.0,0,1,404050,1,17,14.0,1,0,0,31,995.95,19.0,1.24,49.7975,0.0
33,0.0,0,1,404051,1,18,20.0,0,0,2,17,687.66,30.0,0.5,22.182580645161288,0.1111111111111111
50,0.0,0,0,404052,1,11,10.0,0,1,5,31,603.71,9.0,0.6078431372549019,60.371,0.15625
41,0.0,0,0,404053,1,28,12.0,1,0,0,34,679.64,11.0,0.8095238095238095,56.63666666666666,0.0
38,0.0,0,1,404054,1,9,10.0,0,0,0,35,728.08,6.0,0.8974358974358975,104.01142857142858,0.0
47,0.0,0,1,404055,0,13,8.0,0,0,2,15,747.18,21.0,0.3125,33.96272727272727,0.125
42,0.0,0,0,404056,1,10,5.0,0,0,2,58,648.52,10.0,1.3488372093023255,58.95636363636363,0.03389830508474576
48,0.0,0,0,404057,1,7,8.0,0,1,1,56,880.36,14.0,1.1428571428571428,58.690666666666665,0.017543859649122806
35,0.0,0,1,404058,0,8,2.0,0,0,0,38,780.07,1.0,1.0555555555555556,390.035,0.0
20,0.0,0,1,404059,1,12,0.0,1,0,2,58,712.42,11.0,2.761904761904762,59.36833333333333,0.03389830508474576
48,0.0,0,0,404060,1,1,5.0,0,0,4,39,527.06,23.0,0.7959183673469388,21.96083333333333,0.1
42,0.0,0,1,404061,1,23,11.0,1,0,3,56,751.45,28.0,1.302325581395349,25.912068965517243,0.05263157894736842
32,0.0,0,1,404062,0,5,17.0,1,0,1,2,764.91,22.0,0.06060606060606061,33.25695652173913,0.3333333333333333
37,0.0,0,0,404063,1,17,18.0,1,0,0,17,605.73,15.0,0.4473684210526316,37.858125,0.0
43,0.0,0,1,404064,1,13,2.0,0,1,0,51,981.28,27.0,1.1590909090909092,35.04571428571428,0.0
31,0.0,0,1,404065,0,12,19.0,1,0,1,41,543.12,27.0,1.28125,19.397142857142857,0.023809523809523808
27,0.0,0,0,404066,1,19,17.0,0,0,1,46,807.28,1.0,1.6428571428571428,403.64,0.02127659574468085
47,0.0,0,0,404067,1,29,9.0,1,0,1,46,820.84,19.0,0.9583333333333334,41.042,0.02127659574468085
40,0.0,0,0,404068,1,21,1.0,0,0,0,48,846.5,23.0,1.170731707317073,35.270833333333336,0.0
32,0.0,0,1,404069,1,15,16.0,1,0,0,10,648.59,25.0,0.30303030303030304,24.945769230769233,0.0
39,0.0,0,0,404070,1,24,14.0,1,0,1,36,687.73,11.0,0.9,57.310833333333335,0.02702702702702703
47,0.0,0,1,404071,1,30,17.0,0,1,1,9,937.75,11.0,0.1875,78.14583333333333,0.1
45,0.0,0,1,404072,1,9,12.0,0,0,0,60,910.95,20.0,1.3043478260869565,43.37857142857143,0.0
49,0.0,0,1,404073,1,11,3.0,0,0,1,38,684.47,19.0,0.76,34.2235,0.02564102564102564
50,0.0,0,0,404074,1,17,8.0,0,0,2,26,696.23,1.0,0.5098039215686274,348.115,0.07407407407407407
50,0.0,0,0,404075,1,12,5.0,1,0,0,21,586.91,19.0,0.4117647058823529,29.345499999999998,0.0
37,0.0,0,1,404076,1,3,14.0,1,0,0,25,542.25,6.0,0.6578947368421053,77.46428571428571,0.0
44,0.0,0,1,404077,1,27,9.0,0,1,0,31,835.1,28.0,0.6888888888888889,28.79655172413793,0.0
34,0.0,0,0,404078,1,1,14.0,0,0,1,17,705.67,21.0,0.4857142857142857,32.075909090909086,0.05555555555555555
41,0.0,0,0,404079,1,28,18.0,1,0,2,42,724.66,17.0,1.0,40.25888888888889,0.046511627906976744
31,0.0,0,0,404080,0,1,15.0,0,0,2,26,542.05,16.0,0.8125,31.885294117647057,0.07407407407407407
49,0.0,0,0,404081,1,1,3.0,0,0,2,54,672.65,11.0,1.08,56.05416666666667,0.03636363636363636
32,0.0,0,1,404082,1,1,18.0,1,0,1,27,607.03,30.0,0.8181818181818182,19.581612903225807,0.03571428571428571
50,0.0,0,0,404083,0,2,5.0,0,0,1,55,606.42,19.0,1.0784313725490196,30.320999999999998,0.017857142857142856
41,0.0,0,1,404084,1,22,14.0,0,1,0,3,629.42,2.0,0.07142857142857142,209.80666666666664,0.0
34,0.0,0,0,404085,1,30,17.0,0,1,0,2,892.46,8.0,0.05714285714285714,99.16222222222223,0.0
47,0.0,0,0,404086,1,8,6.0,0,0,1,54,520.1,25.0,1.125,20.003846153846155,0.01818181818181818
36,0.0,0,1,404087,1,20,10.0,0,0,1,54,535.69,28.0,1.4594594594594594,18.472068965517245,0.01818181818181818
45,0.0,0,0,404088,1,1,9.0,1,0,0,21,767.13,13.0,0.45652173913043476,54.795,0.0
48,0.0,0,0,404089,1,13,2.0,1,0,1,36,707.85,13.0,0.7346938775510204,50.56071428571429,0.02702702702702703
44,0.0,0,0,404090,1,12,6.0,0,0,0,48,668.85,2.0,1.0666666666666667,222.95000000000002,0.0
50,0.0,0,1,404091,1,29,4.0,0,0,0,7,621.96,5.0,0.13725490196078433,103.66000000000001,0.0
28,0.0,0,1,404092,0,1,20.0,0,0,0,41,957.8,12.0,1.4137931034482758,73.67692307692307,0.0
34,0.0,0,1,404093,1,6,9.0,1,0,2,57,607.25,5.0,1.6285714285714286,101.20833333333333,0.034482758620689655
33,0.0,0,1,404094,1,23,3.0,1,0,1,2,832.05,6.0,0.058823529411764705,118.86428571428571,0.3333333333333333
41,0.0,0,0,404095,0,10,8.0,0,1,4,50,807.07,23.0,1.1904761904761905,33.62791666666667,0.0784313725490196
36,0.0,0,0,404096,0,3,9.0,1,0,1,12,929.84,20.0,0.32432432432432434,44.27809523809524,0.07692307692307693
31,0.0,0,1,404097,0,14,15.0,0,0,0,8,604.22,11.0,0.25,50.35166666666667,0.0
