CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Quarterly,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure
360798,32,1,24.0,2,5.0,593.19,8,0.0,1,1,0,0,0.030303030303030304,23.727600000000002,1.0
360799,29,50,26.0,2,8.0,521.85,12,0.0,1,0,1,1,1.6666666666666667,19.32777777777778,0.0392156862745098
360800,47,49,27.0,4,16.0,755.83,10,0.0,0,1,0,1,1.0208333333333333,26.993928571428572,0.08
360801,50,39,8.0,1,9.0,701.9,18,0.0,1,1,0,1,0.7647058823529411,77.98888888888888,0.025
360802,20,45,1.0,2,3.0,776.33,2,0.0,0,0,0,1,2.142857142857143,388.165,0.043478260869565216
360803,37,5,9.0,0,3.0,533.16,1,0.0,0,1,0,1,0.13157894736842105,53.315999999999995,0.0
360804,25,58,24.0,1,17.0,520.11,11,0.0,0,0,0,1,2.230769230769231,20.8044,0.01694915254237288
360805,50,44,3.0,3,15.0,670.08,5,0.0,1,0,0,1,0.8627450980392157,167.52,0.06666666666666667
360806,27,4,29.0,2,8.0,508.51,26,0.0,1,1,0,0,0.14285714285714285,16.950333333333333,0.4
360807,47,41,20.0,0,20.0,629.57,16,0.0,1,0,0,0,0.8541666666666666,29.979523809523812,0.0
360808,48,30,14.0,2,15.0,692.89,1,0.0,0,1,0,0,0.6122448979591837,46.19266666666667,0.06451612903225806
360809,31,5,5.0,2,20.0,513.18,9,0.0,1,1,0,0,0.15625,85.52999999999999,0.3333333333333333
360810,49,26,11.0,2,13.0,750.93,6,0.0,0,1,0,1,0.52,62.57749999999999,0.07407407407407407
360811,26,26,28.0,1,3.0,625.84,4,0.0,0,0,0,1,0.9629629629629629,21.580689655172414,0.037037037037037035
360812,38,9,1.0,3,20.0,782.56,2,0.0,1,0,1,0,0.23076923076923078,391.28,0.3
360813,47,26,25.0,0,2.0,923.48,19,0.0,1,0,1,0,0.5416666666666666,35.51846153846154,0.0
360814,44,48,22.0,3,1.0,744.52,24,0.0,1,1,0,1,1.0666666666666667,32.3704347826087,0.061224489795918366
360815,46,51,16.0,4,1.0,734.54,2,0.0,0,0,0,1,1.0851063829787233,43.20823529411764,0.07692307692307693
360816,37,13,27.0,0,11.0,612.62,14,0.0,1,0,0,0,0.34210526315789475,21.879285714285714,0.0
360817,46,31,2.0,2,10.0,734.84,19,0.0,1,0,0,1,0.6595744680851063,244.9466666666667,0.0625
360818,30,38,11.0,1,9.0,668.95,14,0.0,1,0,1,1,1.2258064516129032,55.74583333333334,0.02564102564102564
360819,34,25,19.0,2,11.0,550.83,8,0.0,1,0,1,1,0.7142857142857143,27.541500000000003,0.07692307692307693
360820,47,30,9.0,3,0.0,811.66,10,0.0,1,0,1,1,0.625,81.166,0.0967741935483871
360821,30,51,28.0,0,2.0,926.43,2,0.0,1,1,0,1,1.6451612903225807,31.945862068965514,0.0
360822,34,59,18.0,0,18.0,946.94,11,0.0,0,0,0,1,1.6857142857142857,49.83894736842105,0.0
360823,43,47,25.0,1,5.0,741.32,10,0.0,0,0,0,0,1.0681818181818181,28.512307692307694,0.020833333333333332
360824,30,47,10.0,3,12.0,943.21,26,0.0,1,1,0,1,1.5161290322580645,85.74636363636364,0.0625
360825,44,9,14.0,4,16.0,951.6,16,0.0,1,1,0,1,0.2,63.440000000000005,0.4
360826,41,19,24.0,2,17.0,986.4,2,0.0,1,0,1,0,0.4523809523809524,39.455999999999996,0.1
360827,42,51,16.0,1,11.0,842.16,1,0.0,0,0,1,1,1.186046511627907,49.538823529411765,0.019230769230769232
360828,40,30,24.0,1,12.0,527.43,8,0.0,1,1,0,1,0.7317073170731707,21.097199999999997,0.03225806451612903
360829,36,18,30.0,1,4.0,590.76,1,0.0,1,1,0,0,0.4864864864864865,19.056774193548385,0.05263157894736842
360830,48,54,21.0,3,1.0,970.6,8,0.0,0,1,0,1,1.1020408163265305,44.11818181818182,0.05454545454545454
360831,18,44,20.0,1,5.0,709.54,4,0.0,0,0,0,1,2.3157894736842106,33.787619047619046,0.022222222222222223
360832,40,18,19.0,3,2.0,587.11,10,0.0,0,0,0,1,0.43902439024390244,29.3555,0.15789473684210525
360833,48,18,27.0,2,13.0,507.66,24,0.0,1,0,0,0,0.3673469387755102,18.130714285714287,0.10526315789473684
360834,44,37,15.0,3,12.0,749.08,12,0.0,1,1,0,1,0.8222222222222222,46.8175,0.07894736842105263
360835,27,48,1.0,1,5.0,674.52,25,0.0,1,0,1,0,1.7142857142857142,337.26,0.02040816326530612
360836,44,12,13.0,0,14.0,514.87,10,0.0,0,1,0,1,0.26666666666666666,36.776428571428575,0.0
360837,36,38,23.0,3,17.0,527.99,5,0.0,1,1,0,0,1.027027027027027,21.999583333333334,0.07692307692307693
360838,43,31,22.0,0,2.0,564.32,9,0.0,0,0,0,1,0.7045454545454546,24.535652173913046,0.0
360839,47,3,20.0,0,18.0,614.47,16,0.0,1,0,1,1,0.0625,29.26047619047619,0.0
360840,48,5,19.0,3,17.0,788.96,6,0.0,0,1,0,1,0.10204081632653061,39.448,0.5
360841,40,2,7.0,3,9.0,606.74,13,0.0,1,0,1,0,0.04878048780487805,75.8425,1.0
360842,18,53,18.0,0,17.0,808.88,28,0.0,1,0,0,1,2.789473684210526,42.572631578947366,0.0
360843,30,39,13.0,1,11.0,536.83,7,0.0,0,0,1,1,1.2580645161290323,38.345000000000006,0.025
360844,48,49,16.0,2,7.0,972.58,12,0.0,1,0,1,1,1.0,57.21058823529412,0.04
360845,30,41,3.0,1,7.0,968.52,25,0.0,1,1,0,1,1.3225806451612903,242.13,0.023809523809523808
360846,24,31,27.0,0,9.0,783.74,10,0.0,0,0,1,0,1.24,27.990714285714287,0.0
360847,25,33,12.0,1,6.0,601.17,15,0.0,0,0,0,0,1.2692307692307692,46.24384615384615,0.029411764705882353
360848,26,7,9.0,0,18.0,904.6,1,0.0,0,0,0,0,0.25925925925925924,90.46000000000001,0.0
360849,40,53,7.0,3,11.0,622.6,14,0.0,0,0,0,1,1.2926829268292683,77.825,0.05555555555555555
360850,43,17,14.0,3,2.0,703.77,6,0.0,1,1,0,1,0.38636363636363635,46.918,0.16666666666666666
360851,42,42,12.0,2,5.0,942.64,12,0.0,1,1,0,1,0.9767441860465116,72.51076923076923,0.046511627906976744
360852,19,44,14.0,1,8.0,655.32,26,0.0,1,1,0,1,2.2,43.688,0.022222222222222223
360853,44,40,13.0,0,9.0,817.19,5,0.0,0,0,0,0,0.8888888888888888,58.37071428571429,0.0
360854,46,14,12.0,0,10.0,721.93,29,0.0,1,0,1,0,0.2978723404255319,55.53307692307692,0.0
360855,24,43,29.0,1,1.0,986.99,12,0.0,0,1,0,0,1.72,32.89966666666667,0.022727272727272728
360856,47,29,25.0,1,19.0,706.66,7,0.0,1,0,0,0,0.6041666666666666,27.179230769230767,0.03333333333333333
360857,49,24,12.0,4,0.0,864.01,8,0.0,1,1,0,0,0.48,66.46230769230769,0.16
360858,27,35,25.0,1,3.0,863.24,11,0.0,0,0,0,1,1.25,33.20153846153846,0.027777777777777776
360859,50,17,11.0,0,20.0,540.14,2,0.0,1,1,0,1,0.3333333333333333,45.01166666666666,0.0
360860,45,41,3.0,2,3.0,878.21,7,0.0,0,1,0,1,0.8913043478260869,219.5525,0.047619047619047616
360861,49,7,14.0,4,19.0,971.04,14,0.0,1,1,0,0,0.14,64.736,0.5
360862,29,31,30.0,2,7.0,510.25,18,0.0,1,1,0,0,1.0333333333333334,16.45967741935484,0.0625
360863,26,18,29.0,0,1.0,813.48,11,0.0,0,1,0,1,0.6666666666666666,27.116,0.0
360864,44,27,2.0,1,5.0,914.62,4,0.0,1,0,0,0,0.6,304.87333333333333,0.03571428571428571
360865,50,39,27.0,2,5.0,967.34,2,0.0,1,1,0,1,0.7647058823529411,34.54785714285715,0.05
360866,38,38,23.0,0,10.0,551.61,4,0.0,0,1,0,0,0.9743589743589743,22.98375,0.0
360867,24,40,5.0,0,8.0,805.99,17,0.0,1,0,0,1,1.6,134.33166666666668,0.0
360868,30,7,3.0,2,7.0,944.47,26,0.0,1,0,0,0,0.22580645161290322,236.1175,0.25
360869,50,22,22.0,1,5.0,753.54,24,0.0,1,1,0,0,0.43137254901960786,32.76260869565217,0.043478260869565216
360870,26,56,3.0,2,20.0,519.35,17,0.0,1,0,0,1,2.074074074074074,129.8375,0.03508771929824561
360871,37,41,18.0,2,9.0,979.45,3,0.0,1,1,0,1,1.0789473684210527,51.550000000000004,0.047619047619047616
360872,22,33,11.0,1,6.0,627.39,10,0.0,1,0,0,1,1.434782608695652,52.2825,0.029411764705882353
360873,35,37,9.0,0,19.0,795.34,2,0.0,0,0,0,0,1.0277777777777777,79.534,0.0
360874,50,59,2.0,2,19.0,943.84,3,0.0,1,0,0,1,1.1568627450980393,314.61333333333334,0.03333333333333333
360875,50,25,27.0,4,0.0,693.7,1,0.0,1,1,0,0,0.49019607843137253,24.775000000000002,0.15384615384615385
360876,21,41,10.0,0,17.0,530.01,6,0.0,0,0,0,0,1.8636363636363635,48.18272727272727,0.0
360877,24,30,23.0,0,0.0,990.43,12,0.0,0,0,1,0,1.2,41.267916666666665,0.0
360878,38,25,5.0,0,16.0,737.8,5,0.0,0,0,1,1,0.6410256410256411,122.96666666666665,0.0
360879,27,33,19.0,0,17.0,808.0,20,0.0,1,0,0,1,1.1785714285714286,40.4,0.0
360880,23,50,1.0,0,9.0,748.36,11,0.0,1,0,0,1,2.0833333333333335,374.18,0.0
360881,37,37,4.0,0,6.0,930.85,7,0.0,0,1,0,0,0.9736842105263158,186.17000000000002,0.0
360882,21,52,4.0,1,13.0,634.35,5,0.0,0,0,0,0,2.3636363636363638,126.87,0.018867924528301886
360883,35,41,23.0,1,10.0,972.46,21,0.0,1,1,0,0,1.1388888888888888,40.51916666666667,0.023809523809523808
360884,50,16,17.0,1,2.0,670.24,3,0.0,0,0,0,1,0.3137254901960784,37.23555555555556,0.058823529411764705
360885,36,19,23.0,0,12.0,649.16,15,0.0,0,1,0,1,0.5135135135135135,27.048333333333332,0.0
360886,43,60,11.0,4,12.0,821.16,22,0.0,1,0,0,1,1.3636363636363635,68.42999999999999,0.06557377049180328
360887,37,36,27.0,1,1.0,664.47,12,0.0,0,0,0,1,0.9473684210526315,23.73107142857143,0.02702702702702703
360888,43,31,29.0,0,4.0,557.23,4,0.0,1,1,0,0,0.7045454545454546,18.574333333333335,0.0
360889,19,8,21.0,0,1.0,901.02,12,0.0,0,0,1,1,0.4,40.95545454545454,0.0
360890,22,51,27.0,2,11.0,581.92,27,0.0,1,0,0,1,2.217391304347826,20.782857142857143,0.038461538461538464
360891,28,17,23.0,0,13.0,563.75,15,0.0,1,1,0,1,0.5862068965517241,23.489583333333332,0.0
360892,30,26,7.0,2,15.0,917.91,4,0.0,1,1,0,0,0.8387096774193549,114.73875,0.07407407407407407
360893,22,42,18.0,0,8.0,776.83,11,0.0,0,0,1,1,1.826086956521739,40.88578947368421,0.0
360894,35,35,16.0,1,3.0,947.54,5,0.0,0,1,0,1,0.9722222222222222,55.737647058823526,0.027777777777777776
360895,42,29,26.0,1,3.0,603.72,12,0.0,1,0,0,1,0.6744186046511628,22.36,0.03333333333333333
360896,32,12,17.0,1,6.0,730.59,24,0.0,1,0,0,1,0.36363636363636365,40.58833333333334,0.07692307692307693
360897,37,55,30.0,3,18.0,738.22,29,0.0,1,1,0,0,1.4473684210526316,23.813548387096777,0.05357142857142857
360898,45,15,17.0,2,15.0,652.69,2,0.0,1,1,0,0,0.32608695652173914,36.260555555555555,0.125
360899,49,10,16.0,0,3.0,547.88,25,0.0,1,0,0,0,0.2,32.228235294117646,0.0
360900,39,47,16.0,2,7.0,605.54,30,0.0,1,1,0,0,1.175,35.62,0.041666666666666664
360901,21,41,23.0,1,1.0,506.59,23,0.0,1,1,0,0,1.8636363636363635,21.107916666666664,0.023809523809523808
360902,37,37,21.0,3,14.0,949.53,14,0.0,1,0,1,0,0.9736842105263158,43.16045454545454,0.07894736842105263
360903,30,51,24.0,2,14.0,953.37,29,0.0,1,1,0,1,1.6451612903225807,38.1348,0.038461538461538464
360904,43,16,27.0,3,14.0,946.62,25,0.0,1,0,0,0,0.36363636363636365,33.807857142857145,0.17647058823529413
360905,25,28,22.0,2,14.0,858.2,23,0.0,1,1,0,0,1.0769230769230769,37.31304347826087,0.06896551724137931
360906,37,15,29.0,1,10.0,873.54,6,0.0,1,0,1,1,0.39473684210526316,29.118,0.0625
360907,34,55,20.0,2,9.0,616.47,6,0.0,0,0,1,1,1.5714285714285714,29.35571428571429,0.03571428571428571
360908,46,11,21.0,0,10.0,692.24,29,0.0,1,1,0,1,0.23404255319148937,31.465454545454545,0.0
360909,46,16,18.0,3,2.0,733.76,11,0.0,0,1,0,0,0.3404255319148936,38.618947368421054,0.17647058823529413
360910,47,39,6.0,3,1.0,672.99,5,0.0,0,0,0,1,0.8125,96.14142857142858,0.075
360911,42,11,21.0,4,15.0,771.83,29,0.0,1,0,1,1,0.2558139534883721,35.08318181818182,0.3333333333333333
360912,48,35,8.0,3,18.0,647.94,28,0.0,1,0,1,1,0.7142857142857143,71.99333333333334,0.08333333333333333
360913,42,43,11.0,2,16.0,911.34,24,0.0,1,0,0,1,1.0,75.94500000000001,0.045454545454545456
360914,35,31,21.0,2,2.0,976.77,5,0.0,1,0,1,1,0.8611111111111112,44.39863636363636,0.0625
360915,36,33,17.0,1,4.0,804.06,26,0.0,1,0,0,1,0.8918918918918919,44.669999999999995,0.029411764705882353
360916,40,48,11.0,1,7.0,742.95,12,0.0,0,1,0,1,1.170731707317073,61.9125,0.02040816326530612
360917,48,38,2.0,4,18.0,590.27,5,0.0,0,0,0,1,0.7755102040816326,196.75666666666666,0.10256410256410256
360918,42,56,11.0,2,19.0,683.69,4,0.0,0,0,0,0,1.302325581395349,56.97416666666667,0.03508771929824561
360919,45,46,11.0,3,14.0,545.87,3,0.0,1,0,0,1,1.0,45.48916666666667,0.06382978723404255
360920,34,33,22.0,2,7.0,722.77,6,0.0,0,0,1,0,0.9428571428571428,31.42478260869565,0.058823529411764705
360921,37,25,9.0,2,18.0,885.39,12,0.0,1,0,0,0,0.6578947368421053,88.539,0.07692307692307693
360922,35,52,28.0,3,3.0,636.99,6,0.0,0,0,1,0,1.4444444444444444,21.965172413793105,0.05660377358490566
360923,36,53,5.0,2,19.0,919.26,12,0.0,0,1,0,0,1.4324324324324325,153.21,0.037037037037037035
360924,48,37,28.0,1,10.0,917.4,20,0.0,1,0,1,1,0.7551020408163265,31.63448275862069,0.02631578947368421
360925,42,10,13.0,0,15.0,562.74,1,0.0,1,1,0,1,0.23255813953488372,40.19571428571429,0.0
360926,22,31,28.0,0,6.0,839.05,21,0.0,1,1,0,0,1.3478260869565217,28.932758620689654,0.0
360927,18,10,19.0,0,15.0,506.43,13,0.0,1,0,1,0,0.5263157894736842,25.3215,0.0
360928,38,27,25.0,1,5.0,592.43,7,0.0,1,0,0,0,0.6923076923076923,22.78576923076923,0.03571428571428571
360929,20,56,20.0,2,14.0,758.58,4,0.0,0,1,0,1,2.6666666666666665,36.12285714285714,0.03508771929824561
360930,23,46,2.0,2,14.0,767.83,9,0.0,0,0,1,1,1.9166666666666667,255.94333333333336,0.0425531914893617
360931,46,30,9.0,0,9.0,961.25,20,0.0,1,0,0,0,0.6382978723404256,96.125,0.0
360932,29,3,12.0,1,14.0,666.2,3,0.0,1,1,0,0,0.1,51.24615384615385,0.25
360933,23,10,23.0,0,10.0,599.68,2,0.0,1,0,1,0,0.4166666666666667,24.986666666666665,0.0
360934,50,49,16.0,1,10.0,958.48,11,0.0,0,1,0,0,0.9607843137254902,56.38117647058824,0.02
360935,19,25,11.0,0,7.0,605.82,9,0.0,0,0,0,0,1.25,50.48500000000001,0.0
360936,26,25,22.0,0,9.0,922.66,19,0.0,1,1,0,1,0.9259259259259259,40.11565217391304,0.0
360937,46,33,13.0,1,13.0,502.58,14,0.0,1,0,0,1,0.7021276595744681,35.89857142857143,0.029411764705882353
360938,31,32,20.0,3,14.0,594.27,21,0.0,1,1,0,1,1.0,28.298571428571428,0.09090909090909091
360939,31,32,16.0,3,10.0,676.98,17,0.0,1,0,0,1,1.0,39.82235294117647,0.09090909090909091
360940,20,25,21.0,2,6.0,723.04,11,0.0,1,0,1,0,1.1904761904761905,32.86545454545455,0.07692307692307693
360941,47,8,7.0,1,11.0,861.91,8,0.0,1,0,0,1,0.16666666666666666,107.73875,0.1111111111111111
360942,35,36,20.0,1,15.0,735.73,5,0.0,1,1,0,0,1.0,35.03476190476191,0.02702702702702703
360943,46,7,9.0,1,6.0,526.18,1,0.0,1,0,0,1,0.14893617021276595,52.617999999999995,0.125
360944,45,23,21.0,2,18.0,680.57,26,0.0,1,0,1,0,0.5,30.935000000000002,0.08333333333333333
360945,37,4,1.0,3,2.0,837.49,21,0.0,1,0,1,0,0.10526315789473684,418.745,0.6
360946,49,37,22.0,3,3.0,642.77,23,0.0,1,0,1,1,0.74,27.946521739130436,0.07894736842105263
360947,39,58,10.0,0,10.0,550.85,26,0.0,1,0,0,1,1.45,50.07727272727273,0.0
360948,38,7,3.0,1,13.0,559.21,8,0.0,1,0,0,1,0.1794871794871795,139.8025,0.125
360949,43,12,20.0,4,0.0,950.23,12,0.0,0,0,1,0,0.2727272727272727,45.24904761904762,0.3076923076923077
360950,27,60,1.0,2,9.0,921.55,25,0.0,1,0,1,0,2.142857142857143,460.775,0.03278688524590164
360951,18,10,11.0,1,7.0,924.39,29,0.0,1,0,0,1,0.5263157894736842,77.0325,0.09090909090909091
360952,39,45,6.0,0,6.0,972.52,2,0.0,1,0,1,1,1.125,138.93142857142857,0.0
360953,48,7,21.0,0,3.0,956.48,15,0.0,1,0,0,1,0.14285714285714285,43.47636363636364,0.0
360954,32,45,5.0,0,6.0,552.82,7,0.0,1,0,1,1,1.3636363636363635,92.13666666666667,0.0
360955,44,6,11.0,3,11.0,654.4,5,0.0,0,0,0,0,0.13333333333333333,54.53333333333333,0.42857142857142855
360956,44,16,23.0,0,6.0,598.65,15,0.0,1,0,0,1,0.35555555555555557,24.943749999999998,0.0
360957,48,31,1.0,1,10.0,993.93,20,0.0,1,1,0,1,0.6326530612244898,496.965,0.03125
360958,32,7,18.0,3,7.0,871.95,13,0.0,1,0,0,0,0.21212121212121213,45.892105263157895,0.375
360959,30,57,8.0,2,7.0,698.63,14,0.0,0,0,0,0,1.8387096774193548,77.62555555555555,0.034482758620689655
360960,21,42,12.0,0,4.0,818.11,15,0.0,1,0,0,0,1.9090909090909092,62.931538461538466,0.0
360961,23,36,3.0,1,8.0,848.27,21,0.0,1,0,1,0,1.5,212.0675,0.02702702702702703
360962,39,58,13.0,2,5.0,923.56,8,0.0,0,1,0,1,1.45,65.96857142857142,0.03389830508474576
360963,26,46,5.0,1,14.0,896.35,20,0.0,1,1,0,1,1.7037037037037037,149.39166666666668,0.02127659574468085
360964,30,7,30.0,2,9.0,663.14,10,0.0,1,0,0,0,0.22580645161290322,21.391612903225806,0.25
360965,50,3,9.0,3,13.0,561.33,29,0.0,1,1,0,0,0.058823529411764705,56.133,0.75
360966,28,56,15.0,2,16.0,593.43,7,0.0,0,0,1,0,1.9310344827586208,37.089375,0.03508771929824561
360967,34,41,30.0,0,13.0,644.32,10,0.0,1,0,0,1,1.1714285714285715,20.78451612903226,0.0
360968,45,58,17.0,1,9.0,634.48,2,0.0,0,0,1,0,1.2608695652173914,35.24888888888889,0.01694915254237288
360969,45,1,15.0,4,20.0,788.83,6,0.0,0,0,1,1,0.021739130434782608,49.301875,2.0
360970,37,32,9.0,1,11.0,726.56,22,0.0,1,0,1,1,0.8421052631578947,72.65599999999999,0.030303030303030304
360971,39,60,23.0,2,18.0,938.13,5,0.0,1,0,1,1,1.5,39.08875,0.03278688524590164
360972,35,7,5.0,0,1.0,732.84,9,0.0,0,0,1,0,0.19444444444444445,122.14,0.0
360973,49,54,18.0,3,7.0,805.88,10,0.0,0,0,1,1,1.08,42.41473684210526,0.05454545454545454
360974,33,12,19.0,2,8.0,749.87,13,0.0,0,0,0,0,0.35294117647058826,37.4935,0.15384615384615385
360975,40,27,4.0,2,8.0,998.51,17,0.0,1,1,0,0,0.6585365853658537,199.702,0.07142857142857142
360976,46,11,4.0,2,13.0,773.9,18,0.0,1,0,1,1,0.23404255319148937,154.78,0.16666666666666666
360977,34,56,17.0,3,11.0,918.47,2,0.0,1,1,0,0,1.6,51.02611111111111,0.05263157894736842
360978,47,23,20.0,4,16.0,950.61,7,0.0,0,0,0,0,0.4791666666666667,45.26714285714286,0.16666666666666666
360979,37,8,15.0,2,16.0,591.11,9,0.0,0,0,1,0,0.21052631578947367,36.944375,0.2222222222222222
360980,45,58,22.0,2,11.0,699.03,1,0.0,1,1,0,1,1.2608695652173914,30.39260869565217,0.03389830508474576
360981,20,55,2.0,1,11.0,960.8,24,0.0,1,0,0,1,2.619047619047619,320.26666666666665,0.017857142857142856
360982,20,2,10.0,2,19.0,876.3,1,0.0,0,1,0,0,0.09523809523809523,79.66363636363636,0.6666666666666666
360983,22,9,19.0,2,7.0,526.25,14,0.0,0,0,0,0,0.391304347826087,26.3125,0.2
360984,40,45,1.0,1,12.0,528.89,19,0.0,1,1,0,1,1.0975609756097562,264.445,0.021739130434782608
360985,36,33,14.0,3,10.0,951.68,28,0.0,1,1,0,1,0.8918918918918919,63.44533333333333,0.08823529411764706
360986,37,10,13.0,1,11.0,642.94,21,0.0,1,1,0,1,0.2631578947368421,45.924285714285716,0.09090909090909091
360987,37,5,20.0,2,17.0,662.26,11,0.0,0,0,1,1,0.13157894736842105,31.536190476190477,0.3333333333333333
360988,46,33,3.0,0,8.0,794.08,7,0.0,1,0,0,0,0.7021276595744681,198.52,0.0
360989,48,44,26.0,0,1.0,679.65,18,0.0,1,0,1,1,0.8979591836734694,25.17222222222222,0.0
360990,49,20,10.0,1,9.0,790.16,3,0.0,1,0,1,1,0.4,71.83272727272727,0.047619047619047616
360991,30,54,22.0,0,14.0,656.96,19,0.0,1,1,0,0,1.7419354838709677,28.563478260869566,0.0
360992,27,34,13.0,2,20.0,632.48,11,0.0,0,1,0,1,1.2142857142857142,45.17714285714286,0.05714285714285714
360993,43,20,14.0,1,18.0,817.15,5,0.0,1,0,1,0,0.45454545454545453,54.47666666666667,0.047619047619047616
360994,26,45,27.0,2,17.0,790.55,27,0.0,1,1,0,1,1.6666666666666667,28.23392857142857,0.043478260869565216
360995,40,24,18.0,4,14.0,679.57,30,0.0,1,0,0,0,0.5853658536585366,35.76684210526316,0.16
360996,22,5,17.0,0,2.0,676.41,18,0.0,1,1,0,0,0.21739130434782608,37.57833333333333,0.0
360997,36,33,23.0,1,19.0,614.29,16,0.0,1,1,0,0,0.8918918918918919,25.595416666666665,0.029411764705882353
360998,47,59,18.0,3,7.0,591.43,11,0.0,0,1,0,0,1.2291666666666667,31.1278947368421,0.05
360999,42,26,27.0,4,0.0,713.22,10,0.0,0,0,0,0,0.6046511627906976,25.47214285714286,0.14814814814814814
361000,38,58,24.0,3,7.0,730.47,29,0.0,1,0,1,0,1.4871794871794872,29.2188,0.05084745762711865
361001,38,46,15.0,0,19.0,528.55,12,0.0,1,0,1,1,1.1794871794871795,33.034375,0.0
361002,45,49,4.0,1,5.0,870.23,6,0.0,0,0,1,1,1.065217391304348,174.046,0.02
