CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
259805,61,23,2.0,3,22.0,290.54,18,1.0,1,0,0,0,1,0.3709677419354839,96.84666666666668,0.125,0,1
259806,42,51,4.0,3,18.0,965.05,9,0.0,1,0,0,0,0,1.186046511627907,193.01,0.057692307692307696,3,3
259807,57,34,25.0,7,28.0,877.3,16,1.0,1,0,1,1,0,0.5862068965517241,33.74230769230769,0.2,3,2
259808,47,28,1.0,4,13.0,315.74,15,1.0,0,0,0,1,0,0.5833333333333334,157.87,0.13793103448275862,0,2
259809,56,32,30.0,2,24.0,787.77,29,1.0,0,0,0,0,0,0.5614035087719298,25.411935483870966,0.06060606060606061,2,2
259810,43,51,25.0,0,23.0,517.55,6,1.0,0,0,1,0,1,1.1590909090909092,19.90576923076923,0.0,0,3
259811,58,7,20.0,4,30.0,661.73,16,1.0,0,1,0,0,1,0.11864406779661017,31.510952380952382,0.5,1,0
259812,51,48,17.0,9,19.0,443.0,18,1.0,1,0,1,0,1,0.9230769230769231,24.61111111111111,0.1836734693877551,0,3
259813,55,42,3.0,5,0.0,948.79,25,1.0,1,1,0,0,1,0.75,237.1975,0.11627906976744186,3,3
259814,38,57,7.0,9,22.0,235.93,21,1.0,1,1,0,0,1,1.4615384615384615,29.49125,0.15517241379310345,0,3
259815,53,23,8.0,1,25.0,349.38,24,1.0,1,1,0,0,1,0.42592592592592593,38.82,0.041666666666666664,0,1
259816,49,13,24.0,1,24.0,784.35,30,1.0,1,0,1,0,1,0.26,31.374000000000002,0.07142857142857142,2,1
259817,19,17,30.0,5,6.0,138.79,17,1.0,0,0,1,0,1,0.85,4.477096774193548,0.2777777777777778,0,1
259818,53,9,22.0,7,5.0,664.72,8,1.0,1,0,0,0,0,0.16666666666666666,28.90086956521739,0.7,1,0
259819,47,40,14.0,5,29.0,385.26,26,1.0,0,1,0,0,1,0.8333333333333334,25.684,0.12195121951219512,0,3
259820,65,1,7.0,3,1.0,861.06,25,1.0,1,1,0,1,0,0.015151515151515152,107.6325,1.5,2,0
259821,36,20,17.0,2,27.0,347.45,21,1.0,0,1,0,0,0,0.5405405405405406,19.302777777777777,0.09523809523809523,0,1
259822,29,2,27.0,4,26.0,557.32,24,1.0,1,0,0,0,0,0.06666666666666667,19.904285714285717,1.3333333333333333,0,0
259823,61,8,30.0,7,14.0,957.7,14,1.0,1,1,0,1,0,0.12903225806451613,30.893548387096775,0.7777777777777778,3,0
259824,18,50,25.0,0,13.0,379.42,6,1.0,0,0,0,1,0,2.6315789473684212,14.593076923076923,0.0,0,3
259825,58,4,6.0,10,14.0,999.69,28,1.0,0,0,1,0,0,0.06779661016949153,142.81285714285715,2.0,3,0
259826,58,1,19.0,2,2.0,212.03,7,1.0,1,0,1,1,0,0.01694915254237288,10.6015,1.0,0,0
259827,41,43,10.0,0,26.0,883.94,19,1.0,1,1,0,0,0,1.0238095238095237,80.35818181818182,0.0,3,3
259828,56,58,29.0,2,26.0,257.84,15,1.0,1,0,0,0,0,1.0175438596491229,8.594666666666665,0.03389830508474576,0,3
259829,23,28,17.0,1,14.0,160.28,9,1.0,1,1,0,1,0,1.1666666666666667,8.904444444444444,0.034482758620689655,0,2
259830,38,11,30.0,5,20.0,350.73,19,1.0,1,0,0,1,0,0.28205128205128205,11.313870967741936,0.4166666666666667,0,0
259831,43,51,10.0,6,0.0,979.69,27,1.0,0,0,1,0,0,1.1590909090909092,89.06272727272727,0.11538461538461539,3,3
259832,46,33,2.0,8,25.0,469.21,29,1.0,1,0,0,0,0,0.7021276595744681,156.40333333333334,0.23529411764705882,0,2
259833,24,35,29.0,8,16.0,778.53,13,1.0,0,0,1,0,1,1.4,25.951,0.2222222222222222,2,2
259834,60,29,24.0,5,11.0,338.9,23,1.0,0,0,1,0,0,0.47540983606557374,13.556,0.16666666666666666,0,2
259835,25,52,4.0,5,21.0,917.9,6,1.0,0,0,0,1,0,2.0,183.57999999999998,0.09433962264150944,3,3
259836,40,13,12.0,5,9.0,461.62,1,1.0,0,0,0,0,1,0.3170731707317073,35.50923076923077,0.35714285714285715,0,1
259837,38,18,6.0,2,30.0,544.06,30,1.0,0,0,1,1,0,0.46153846153846156,77.72285714285714,0.10526315789473684,0,1
259838,39,7,25.0,1,23.0,651.01,7,1.0,0,0,1,0,0,0.175,25.038846153846155,0.125,1,0
259839,25,50,18.0,2,29.0,690.92,16,1.0,0,0,0,1,0,1.9230769230769231,36.36421052631579,0.0392156862745098,1,3
259840,64,17,5.0,10,27.0,526.7,11,1.0,1,0,0,0,0,0.26153846153846155,87.78333333333335,0.5555555555555556,0,1
259841,31,47,8.0,10,1.0,586.87,23,1.0,0,0,1,0,0,1.46875,65.20777777777778,0.20833333333333334,0,3
259842,50,19,10.0,5,23.0,940.99,25,1.0,0,0,0,0,1,0.37254901960784315,85.54454545454546,0.25,3,1
259843,41,10,7.0,5,26.0,784.24,27,1.0,1,0,0,0,1,0.23809523809523808,98.03,0.45454545454545453,2,0
259844,47,38,25.0,9,5.0,969.39,29,1.0,1,1,0,1,0,0.7916666666666666,37.28423076923077,0.23076923076923078,3,3
259845,56,56,12.0,0,6.0,153.77,29,1.0,1,0,0,0,1,0.9824561403508771,11.82846153846154,0.0,0,3
259846,63,52,19.0,9,6.0,476.11,27,1.0,1,0,0,0,0,0.8125,23.805500000000002,0.16981132075471697,0,3
259847,23,28,6.0,8,22.0,948.79,2,1.0,1,0,1,1,0,1.1666666666666667,135.54142857142855,0.27586206896551724,3,2
259848,42,51,26.0,9,27.0,562.89,18,1.0,1,1,0,0,1,1.186046511627907,20.84777777777778,0.17307692307692307,0,3
259849,33,45,24.0,2,7.0,707.11,1,0.0,0,1,0,0,0,1.3235294117647058,28.2844,0.043478260869565216,1,3
259850,26,52,17.0,10,8.0,250.81,19,1.0,0,1,0,1,0,1.9259259259259258,13.93388888888889,0.18867924528301888,0,3
259851,19,5,13.0,8,9.0,227.52,8,1.0,1,1,0,0,0,0.25,16.251428571428573,1.3333333333333333,0,0
259852,40,43,30.0,2,23.0,932.18,1,1.0,1,0,1,0,1,1.048780487804878,30.07032258064516,0.045454545454545456,3,3
259853,62,9,14.0,3,23.0,447.1,9,1.0,1,0,1,1,0,0.14285714285714285,29.80666666666667,0.3,0,0
259854,24,4,21.0,2,12.0,569.26,21,0.0,1,1,0,0,1,0.16,25.875454545454545,0.4,0,0
259855,48,17,29.0,7,13.0,905.94,21,1.0,1,0,0,0,1,0.3469387755102041,30.198,0.3888888888888889,3,1
259856,56,35,25.0,2,8.0,251.99,21,1.0,1,0,1,0,0,0.6140350877192983,9.691923076923077,0.05555555555555555,0,2
259857,55,34,1.0,5,27.0,350.95,28,1.0,1,1,0,1,0,0.6071428571428571,175.475,0.14285714285714285,0,2
259858,57,54,25.0,6,19.0,183.7,9,1.0,1,1,0,0,1,0.9310344827586207,7.065384615384615,0.10909090909090909,0,3
259859,46,30,29.0,3,20.0,236.74,29,1.0,0,0,0,0,1,0.6382978723404256,7.891333333333334,0.0967741935483871,0,2
259860,59,57,6.0,7,18.0,626.41,3,1.0,0,1,0,0,1,0.95,89.48714285714286,0.1206896551724138,1,3
259861,47,12,3.0,0,22.0,692.72,8,1.0,0,1,0,0,0,0.25,173.18,0.0,1,0
259862,20,17,5.0,8,4.0,973.35,26,1.0,1,0,0,0,1,0.8095238095238095,162.225,0.4444444444444444,3,1
259863,47,50,26.0,8,17.0,934.23,19,1.0,1,0,0,1,0,1.0416666666666667,34.60111111111111,0.1568627450980392,3,3
259864,59,22,25.0,6,24.0,709.51,4,1.0,0,0,1,0,0,0.36666666666666664,27.288846153846155,0.2608695652173913,1,1
259865,39,15,12.0,2,27.0,257.08,27,1.0,0,0,1,0,0,0.375,19.775384615384613,0.125,0,1
259866,48,19,12.0,8,25.0,195.36,26,1.0,1,0,0,1,0,0.3877551020408163,15.027692307692309,0.4,0,1
259867,49,14,25.0,5,0.0,936.16,26,1.0,1,0,0,0,0,0.28,36.00615384615384,0.3333333333333333,3,1
259868,29,46,24.0,1,27.0,750.92,29,1.0,1,0,1,0,1,1.5333333333333334,30.0368,0.02127659574468085,2,3
259869,62,51,10.0,8,14.0,295.43,4,1.0,0,0,1,0,1,0.8095238095238095,26.85727272727273,0.15384615384615385,0,3
259870,22,21,19.0,6,1.0,280.11,2,1.0,1,1,0,0,0,0.9130434782608695,14.005500000000001,0.2727272727272727,0,1
259871,19,59,2.0,8,21.0,757.28,6,1.0,0,0,1,0,1,2.95,252.42666666666665,0.13333333333333333,2,3
259872,35,24,30.0,2,29.0,951.97,13,1.0,1,0,1,0,0,0.6666666666666666,30.708709677419357,0.08,3,1
259873,37,7,27.0,6,11.0,166.13,22,1.0,1,0,0,1,0,0.18421052631578946,5.9332142857142856,0.75,0,0
259874,30,58,14.0,2,21.0,576.24,26,1.0,1,1,0,0,1,1.8709677419354838,38.416000000000004,0.03389830508474576,0,3
259875,51,2,16.0,2,4.0,559.94,8,1.0,0,0,1,0,0,0.038461538461538464,32.93764705882353,0.6666666666666666,0,0
259876,58,24,25.0,9,29.0,495.52,23,1.0,0,0,1,1,0,0.4067796610169492,19.058461538461536,0.36,0,1
259877,45,51,17.0,0,6.0,228.63,18,1.0,0,0,1,0,1,1.108695652173913,12.701666666666666,0.0,0,3
259878,39,44,20.0,5,25.0,588.24,18,1.0,1,0,1,0,0,1.1,28.01142857142857,0.1111111111111111,0,3
259879,18,59,29.0,2,12.0,407.94,27,1.0,0,1,0,1,0,3.1052631578947367,13.598,0.03333333333333333,0,3
259880,44,45,21.0,6,4.0,631.67,7,1.0,1,1,0,1,0,1.0,28.712272727272726,0.13043478260869565,1,3
259881,55,44,16.0,8,22.0,571.31,20,1.0,0,1,0,0,1,0.7857142857142857,33.60647058823529,0.17777777777777778,0,3
259882,32,18,13.0,1,6.0,202.36,25,1.0,1,1,0,0,1,0.5454545454545454,14.454285714285716,0.05263157894736842,0,1
259883,34,47,8.0,10,18.0,670.75,8,1.0,1,0,1,1,0,1.3428571428571427,74.52777777777777,0.20833333333333334,1,3
259884,43,12,1.0,0,3.0,411.71,29,1.0,1,1,0,1,0,0.2727272727272727,205.855,0.0,0,0
259885,65,30,15.0,9,26.0,811.07,18,1.0,1,0,0,1,0,0.45454545454545453,50.691875,0.2903225806451613,2,2
259886,52,15,23.0,7,18.0,626.87,12,1.0,1,0,1,0,0,0.2830188679245283,26.119583333333335,0.4375,1,1
259887,30,27,11.0,0,15.0,231.24,29,1.0,0,1,0,0,1,0.8709677419354839,19.27,0.0,0,2
259888,37,58,7.0,1,8.0,391.8,13,1.0,1,0,1,0,1,1.5263157894736843,48.975,0.01694915254237288,0,3
259889,36,10,26.0,4,23.0,873.68,8,1.0,1,0,0,1,0,0.2702702702702703,32.358518518518515,0.36363636363636365,3,0
259890,38,13,7.0,6,24.0,640.11,7,1.0,0,1,0,0,0,0.3333333333333333,80.01375,0.42857142857142855,1,1
259891,20,31,11.0,8,18.0,166.17,23,1.0,0,0,1,0,0,1.4761904761904763,13.847499999999998,0.25,0,2
259892,37,31,5.0,7,22.0,224.18,22,1.0,0,0,0,0,0,0.8157894736842105,37.36333333333334,0.21875,0,2
259893,54,5,2.0,10,16.0,833.17,3,1.0,0,0,1,1,0,0.09090909090909091,277.7233333333333,1.6666666666666667,2,0
259894,63,5,18.0,10,3.0,180.61,3,1.0,0,1,0,0,0,0.078125,9.505789473684212,1.6666666666666667,0,0
259895,39,1,28.0,0,28.0,228.04,10,1.0,1,0,1,0,1,0.025,7.863448275862068,0.0,0,0
259896,45,14,2.0,1,23.0,166.74,7,1.0,0,0,0,1,0,0.30434782608695654,55.580000000000005,0.06666666666666667,0,1
259897,49,54,10.0,3,2.0,840.81,18,1.0,0,1,0,0,1,1.08,76.43727272727273,0.05454545454545454,2,3
259898,43,55,19.0,10,27.0,726.36,24,1.0,1,1,0,0,1,1.25,36.318,0.17857142857142858,1,3
259899,48,33,4.0,0,8.0,731.13,4,0.0,1,0,0,0,0,0.673469387755102,146.226,0.0,1,2
259900,52,26,23.0,9,14.0,820.87,2,1.0,0,0,1,1,0,0.49056603773584906,34.20291666666667,0.3333333333333333,2,2
259901,48,46,23.0,2,19.0,955.77,27,1.0,0,0,1,0,0,0.9387755102040817,39.82375,0.0425531914893617,3,3
259902,19,4,16.0,4,17.0,319.76,10,1.0,1,0,1,1,0,0.2,18.80941176470588,0.8,0,0
259903,53,54,11.0,8,25.0,425.21,9,1.0,0,0,0,0,0,1.0,35.43416666666666,0.14545454545454545,0,3
259904,53,58,12.0,6,1.0,674.82,5,1.0,0,0,1,0,1,1.0740740740740742,51.909230769230774,0.1016949152542373,1,3
259905,45,22,22.0,0,21.0,230.53,17,1.0,1,0,1,0,0,0.4782608695652174,10.02304347826087,0.0,0,1
259906,62,37,23.0,3,14.0,538.22,19,1.0,1,1,0,0,1,0.5873015873015873,22.425833333333333,0.07894736842105263,0,3
259907,19,28,26.0,10,17.0,328.12,26,1.0,1,1,0,0,0,1.4,12.152592592592592,0.3448275862068966,0,2
259908,43,33,3.0,7,28.0,231.06,13,1.0,1,1,0,1,0,0.75,57.765,0.20588235294117646,0,2
259909,60,5,2.0,3,18.0,543.72,15,1.0,1,1,0,0,0,0.08196721311475409,181.24,0.5,0,0
259910,37,26,6.0,9,22.0,722.05,2,1.0,0,1,0,1,0,0.6842105263157895,103.14999999999999,0.3333333333333333,1,2
259911,37,51,20.0,9,5.0,861.83,26,1.0,0,1,0,0,1,1.3421052631578947,41.039523809523814,0.17307692307692307,2,3
259912,18,58,16.0,0,1.0,551.71,12,0.0,0,0,1,0,0,3.0526315789473686,32.453529411764706,0.0,0,3
259913,31,16,28.0,8,24.0,101.35,13,1.0,1,0,1,0,1,0.5,3.4948275862068963,0.47058823529411764,0,1
259914,26,12,15.0,5,16.0,819.65,14,1.0,0,0,1,1,0,0.4444444444444444,51.228125,0.38461538461538464,2,0
259915,60,28,27.0,4,4.0,204.37,21,1.0,0,0,1,0,0,0.45901639344262296,7.298928571428571,0.13793103448275862,0,2
259916,59,4,2.0,6,21.0,953.98,3,1.0,0,0,0,0,0,0.06666666666666667,317.99333333333334,1.2,3,0
259917,18,35,24.0,0,21.0,679.53,22,1.0,1,0,0,0,0,1.8421052631578947,27.1812,0.0,1,2
259918,43,56,6.0,3,23.0,754.81,6,1.0,0,0,1,1,0,1.2727272727272727,107.83,0.05263157894736842,2,3
259919,33,3,20.0,5,13.0,517.04,30,1.0,0,1,0,1,0,0.08823529411764706,24.620952380952378,1.25,0,0
259920,26,50,28.0,6,8.0,580.28,21,1.0,0,0,1,1,0,1.8518518518518519,20.009655172413794,0.11764705882352941,0,3
259921,44,28,4.0,0,15.0,584.0,11,1.0,1,0,0,1,0,0.6222222222222222,116.8,0.0,0,2
259922,49,1,4.0,0,19.0,350.27,22,1.0,1,0,1,1,0,0.02,70.054,0.0,0,0
259923,57,24,12.0,8,9.0,563.32,9,1.0,1,1,0,0,0,0.41379310344827586,43.332307692307694,0.32,0,1
259924,54,36,1.0,4,19.0,764.81,5,1.0,1,0,0,0,0,0.6545454545454545,382.405,0.10810810810810811,2,2
259925,65,32,13.0,3,19.0,440.49,14,1.0,0,0,1,1,0,0.48484848484848486,31.46357142857143,0.09090909090909091,0,2
259926,49,45,1.0,3,9.0,181.88,8,1.0,1,1,0,1,0,0.9,90.94,0.06521739130434782,0,3
259927,48,53,18.0,2,2.0,537.81,16,0.0,1,0,1,0,1,1.0816326530612246,28.305789473684207,0.037037037037037035,0,3
259928,29,46,2.0,9,17.0,855.86,29,1.0,1,0,1,0,1,1.5333333333333334,285.2866666666667,0.19148936170212766,2,3
259929,51,28,19.0,0,30.0,911.7,16,1.0,1,0,0,0,0,0.5384615384615384,45.585,0.0,3,2
259930,60,23,7.0,6,18.0,710.42,7,1.0,0,0,1,0,1,0.3770491803278688,88.8025,0.25,1,1
259931,60,43,9.0,7,30.0,726.96,18,1.0,1,1,0,0,1,0.7049180327868853,72.696,0.1590909090909091,1,3
259932,36,13,1.0,2,1.0,711.82,5,1.0,1,0,1,0,1,0.35135135135135137,355.91,0.14285714285714285,1,1
259933,53,48,20.0,6,7.0,846.67,7,1.0,0,0,0,0,1,0.8888888888888888,40.31761904761905,0.12244897959183673,2,3
259934,44,54,22.0,10,4.0,398.45,17,1.0,1,1,0,0,1,1.2,17.32391304347826,0.18181818181818182,0,3
