Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
50,0.0,0,1,271689,0,15,13.0,0,1,3,10,968.74,1.0,0.19607843137254902,484.37,0.2727272727272727,3,0
29,0.0,0,1,271690,1,14,6.0,0,0,0,43,739.02,21.0,1.4333333333333333,33.591818181818184,0.0,1,3
42,0.0,0,0,271691,1,22,11.0,1,0,3,56,528.92,28.0,1.302325581395349,18.23862068965517,0.05263157894736842,0,3
21,0.0,0,0,271692,1,22,17.0,1,0,2,13,549.96,29.0,0.5909090909090909,18.332,0.14285714285714285,0,1
38,0.0,0,0,271693,1,27,5.0,1,0,1,8,770.15,7.0,0.20512820512820512,96.26875,0.1111111111111111,2,0
21,0.0,0,0,271694,1,15,5.0,1,0,0,15,715.47,14.0,0.6818181818181818,47.698,0.0,1,1
22,0.0,0,1,271695,1,20,20.0,0,1,1,54,819.0,15.0,2.347826086956522,51.1875,0.01818181818181818,2,3
24,0.0,0,1,271696,0,1,10.0,1,0,1,33,990.75,9.0,1.32,99.075,0.029411764705882353,3,2
33,0.0,0,0,271697,1,23,15.0,0,0,0,56,504.74,4.0,1.6470588235294117,100.94800000000001,0.0,0,3
31,0.0,0,1,271698,1,14,2.0,0,1,3,5,667.64,1.0,0.15625,333.82,0.5,1,0
46,0.0,0,1,271699,1,24,2.0,0,1,0,48,891.37,22.0,1.0212765957446808,38.75521739130435,0.0,3,3
19,0.0,0,0,271700,1,5,12.0,0,1,1,27,707.03,3.0,1.35,176.7575,0.03571428571428571,1,2
39,0.0,0,1,271701,1,21,0.0,0,1,0,34,986.86,14.0,0.85,65.79066666666667,0.0,3,2
28,0.0,0,0,271702,1,17,6.0,0,1,2,17,932.83,23.0,0.5862068965517241,38.867916666666666,0.1111111111111111,3,1
42,0.0,0,0,271703,1,19,8.0,0,1,0,11,586.34,21.0,0.2558139534883721,26.651818181818182,0.0,0,0
32,0.0,0,1,271704,0,7,0.0,0,1,2,41,945.55,5.0,1.2424242424242424,157.59166666666667,0.047619047619047616,3,3
44,0.0,0,0,271705,1,22,0.0,0,1,0,42,973.01,4.0,0.9333333333333333,194.602,0.0,3,3
30,0.0,0,0,271706,1,11,20.0,0,0,2,28,783.91,10.0,0.9032258064516129,71.26454545454546,0.06896551724137931,2,2
46,0.0,0,0,271707,1,1,5.0,0,0,0,37,698.56,12.0,0.7872340425531915,53.73538461538461,0.0,1,3
24,0.0,0,0,271708,1,20,8.0,1,0,0,52,563.23,7.0,2.08,70.40375,0.0,0,3
45,0.0,0,0,271709,0,2,5.0,0,1,3,31,724.33,1.0,0.6739130434782609,362.165,0.09375,1,2
45,0.0,0,1,271710,0,5,9.0,0,0,1,31,859.56,12.0,0.6739130434782609,66.11999999999999,0.03125,2,2
42,0.0,0,0,271711,0,9,11.0,0,1,1,28,718.88,26.0,0.6511627906976745,26.625185185185185,0.034482758620689655,1,2
48,0.0,0,0,271712,1,7,3.0,0,0,4,51,790.6,3.0,1.0408163265306123,197.65,0.07692307692307693,2,3
47,0.0,0,0,271713,1,19,17.0,0,1,2,32,674.25,15.0,0.6666666666666666,42.140625,0.06060606060606061,1,2
19,0.0,0,0,271714,0,8,19.0,1,0,0,12,724.7,12.0,0.6,55.74615384615385,0.0,1,0
20,0.0,0,1,271715,1,8,0.0,0,1,2,11,963.59,6.0,0.5238095238095238,137.65571428571428,0.16666666666666666,3,0
34,0.0,0,1,271716,1,19,9.0,1,0,0,40,712.33,2.0,1.1428571428571428,237.44333333333336,0.0,1,3
18,0.0,0,0,271717,1,1,6.0,1,0,0,56,972.97,19.0,2.9473684210526314,48.6485,0.0,3,3
34,0.0,0,0,271718,0,10,13.0,0,0,0,11,581.34,24.0,0.3142857142857143,23.253600000000002,0.0,0,0
44,0.0,0,0,271719,0,10,6.0,0,1,1,9,693.85,15.0,0.2,43.365625,0.1,1,0
34,0.0,0,1,271720,1,23,4.0,0,1,0,7,619.47,16.0,0.2,36.43941176470588,0.0,0,0
35,0.0,0,0,271721,1,18,17.0,1,0,3,58,567.98,4.0,1.6111111111111112,113.596,0.05084745762711865,0,3
39,0.0,0,1,271722,0,5,0.0,0,0,2,47,921.66,11.0,1.175,76.80499999999999,0.041666666666666664,3,3
42,0.0,0,0,271723,1,7,0.0,0,1,2,32,823.98,11.0,0.7441860465116279,68.665,0.06060606060606061,2,2
46,0.0,0,1,271724,0,12,11.0,0,1,1,36,590.01,7.0,0.7659574468085106,73.75125,0.02702702702702703,0,2
40,0.0,0,0,271725,1,14,12.0,0,1,1,2,784.19,6.0,0.04878048780487805,112.02714285714286,0.3333333333333333,2,0
50,0.0,0,0,271726,0,8,1.0,0,0,1,56,877.91,6.0,1.0980392156862746,125.41571428571429,0.017543859649122806,3,3
33,0.0,0,1,271727,1,24,13.0,0,0,1,41,749.24,2.0,1.2058823529411764,249.74666666666667,0.023809523809523808,1,3
40,0.0,0,0,271728,1,13,15.0,0,0,1,35,598.39,7.0,0.8536585365853658,74.79875,0.027777777777777776,0,2
23,0.0,0,0,271729,1,7,16.0,1,0,0,49,692.47,15.0,2.0416666666666665,43.279375,0.0,1,3
20,0.0,0,1,271730,1,18,17.0,0,1,0,17,506.27,27.0,0.8095238095238095,18.081071428571427,0.0,0,1
27,0.0,0,1,271731,0,4,0.0,0,0,0,14,937.11,19.0,0.5,46.8555,0.0,3,1
28,0.0,0,1,271732,1,23,1.0,0,1,1,40,958.85,26.0,1.3793103448275863,35.512962962962966,0.024390243902439025,3,3
25,0.0,0,0,271733,0,7,1.0,0,0,1,7,537.47,30.0,0.2692307692307692,17.337741935483873,0.125,0,0
30,0.0,0,0,271734,1,11,20.0,0,0,3,30,583.8,13.0,0.967741935483871,41.699999999999996,0.0967741935483871,0,2
27,0.0,0,1,271735,1,12,12.0,0,1,2,10,602.18,22.0,0.35714285714285715,26.18173913043478,0.18181818181818182,0,0
22,0.0,0,1,271736,0,12,2.0,0,0,1,57,868.31,6.0,2.4782608695652173,124.0442857142857,0.017241379310344827,2,3
37,0.0,0,0,271737,0,11,17.0,1,0,2,38,677.91,8.0,1.0,75.32333333333332,0.05128205128205128,1,3
33,0.0,0,1,271738,1,3,5.0,0,1,2,16,902.16,10.0,0.47058823529411764,82.01454545454546,0.11764705882352941,3,1
32,0.0,0,0,271739,1,2,18.0,1,0,3,27,570.66,10.0,0.8181818181818182,51.878181818181815,0.10714285714285714,0,2
39,0.0,0,0,271740,1,3,10.0,0,1,1,9,775.79,15.0,0.225,48.486875,0.1,2,0
39,0.0,0,0,271741,1,8,1.0,0,1,0,42,506.07,13.0,1.05,36.14785714285714,0.0,0,3
35,0.0,0,1,271742,0,2,17.0,0,0,3,12,841.08,22.0,0.3333333333333333,36.568695652173915,0.23076923076923078,2,0
23,0.0,0,1,271743,1,12,1.0,0,0,1,34,605.1,27.0,1.4166666666666667,21.610714285714288,0.02857142857142857,0,2
21,0.0,0,1,271744,0,11,8.0,0,1,1,27,655.16,22.0,1.2272727272727273,28.485217391304346,0.03571428571428571,1,2
35,0.0,0,1,271745,1,28,11.0,1,0,2,37,613.75,14.0,1.0277777777777777,40.916666666666664,0.05263157894736842,0,3
20,0.0,0,1,271746,0,9,4.0,0,1,2,50,807.19,5.0,2.380952380952381,134.53166666666667,0.0392156862745098,2,3
33,0.0,0,1,271747,0,11,13.0,1,0,1,2,873.63,17.0,0.058823529411764705,48.535,0.3333333333333333,2,0
49,0.0,0,0,271748,1,29,20.0,1,0,3,37,781.88,15.0,0.74,48.8675,0.07894736842105263,2,3
36,0.0,0,0,271749,1,1,8.0,1,0,0,39,937.0,22.0,1.054054054054054,40.73913043478261,0.0,3,3
34,0.0,0,0,271750,1,10,16.0,1,0,0,56,661.87,11.0,1.6,55.155833333333334,0.0,1,3
29,0.0,0,0,271751,1,9,18.0,0,0,0,48,729.82,6.0,1.6,104.26,0.0,1,3
37,0.0,0,1,271752,1,4,19.0,0,1,2,5,607.6,20.0,0.13157894736842105,28.933333333333334,0.3333333333333333,0,0
20,0.0,0,1,271753,0,10,8.0,0,1,1,27,997.24,28.0,1.2857142857142858,34.38758620689655,0.03571428571428571,3,2
26,0.0,0,1,271754,1,6,14.0,1,0,1,51,571.75,12.0,1.8888888888888888,43.98076923076923,0.019230769230769232,0,3
21,0.0,0,0,271755,0,6,6.0,0,1,2,8,898.77,14.0,0.36363636363636365,59.918,0.2222222222222222,3,0
24,0.0,0,0,271756,1,20,14.0,0,1,2,30,526.92,23.0,1.2,21.955,0.06451612903225806,0,2
29,0.0,0,0,271757,1,16,8.0,1,0,0,18,743.21,18.0,0.6,39.11631578947369,0.0,1,1
26,0.0,0,1,271758,0,13,10.0,0,1,0,32,869.15,25.0,1.1851851851851851,33.42884615384615,0.0,2,2
36,0.0,0,1,271759,1,23,3.0,1,0,2,32,955.52,1.0,0.8648648648648649,477.76,0.06060606060606061,3,2
48,0.0,0,0,271760,0,14,3.0,1,0,0,13,990.11,27.0,0.2653061224489796,35.36107142857143,0.0,3,1
42,0.0,0,1,271761,1,22,19.0,0,1,0,41,872.14,6.0,0.9534883720930233,124.59142857142857,0.0,2,3
39,0.0,0,1,271762,0,15,0.0,1,0,3,29,768.46,1.0,0.725,384.23,0.1,2,2
42,0.0,0,0,271763,1,28,3.0,0,0,2,31,944.97,25.0,0.7209302325581395,36.345,0.0625,3,2
50,0.0,0,1,271764,1,7,17.0,0,0,0,30,865.22,2.0,0.5882352941176471,288.4066666666667,0.0,2,2
39,0.0,0,1,271765,1,10,10.0,1,0,2,41,543.08,7.0,1.025,67.885,0.047619047619047616,0,3
35,0.0,0,0,271766,1,13,0.0,0,0,0,34,818.56,6.0,0.9444444444444444,116.93714285714285,0.0,2,2
24,0.0,0,0,271767,1,2,20.0,1,0,1,35,824.88,18.0,1.4,43.41473684210526,0.027777777777777776,2,2
38,0.0,0,1,271768,0,7,6.0,0,1,3,31,903.49,25.0,0.7948717948717948,34.74961538461538,0.09375,3,2
33,0.0,0,1,271769,1,25,10.0,1,0,2,11,870.4,17.0,0.3235294117647059,48.355555555555554,0.16666666666666666,2,0
41,0.0,0,1,271770,0,4,1.0,0,1,4,31,774.41,1.0,0.7380952380952381,387.205,0.125,2,2
20,0.0,0,0,271771,1,13,17.0,1,0,0,44,881.19,5.0,2.0952380952380953,146.865,0.0,3,3
37,0.0,0,0,271772,1,28,17.0,0,1,0,12,889.34,21.0,0.3157894736842105,40.42454545454546,0.0,3,0
24,0.0,0,0,271773,1,8,15.0,0,0,2,59,979.08,11.0,2.36,81.59,0.03333333333333333,3,3
24,0.0,0,0,271774,1,8,19.0,1,0,0,20,562.97,11.0,0.8,46.91416666666667,0.0,0,1
24,0.0,0,0,271775,0,1,19.0,0,1,2,49,863.98,26.0,1.96,31.99925925925926,0.04,2,3
42,0.0,0,1,271776,1,24,12.0,0,0,3,29,728.18,18.0,0.6744186046511628,38.32526315789473,0.1,1,2
37,0.0,0,1,271777,1,25,7.0,0,0,2,28,891.12,20.0,0.7368421052631579,42.434285714285714,0.06896551724137931,3,2
32,0.0,0,0,271778,0,5,0.0,0,0,3,52,615.39,11.0,1.5757575757575757,51.2825,0.05660377358490566,0,3
48,0.0,0,0,271779,0,9,4.0,1,0,3,54,771.91,18.0,1.1020408163265305,40.62684210526316,0.05454545454545454,2,3
23,0.0,0,0,271780,1,25,11.0,1,0,0,36,520.55,10.0,1.5,47.32272727272727,0.0,0,2
42,0.0,0,1,271781,0,2,13.0,0,0,1,30,884.59,2.0,0.6976744186046512,294.86333333333334,0.03225806451612903,3,2
44,0.0,0,1,271782,0,6,3.0,1,0,4,22,904.68,16.0,0.4888888888888889,53.21647058823529,0.17391304347826086,3,1
21,0.0,0,0,271783,0,6,6.0,0,0,0,30,944.7,10.0,1.3636363636363635,85.88181818181819,0.0,3,2
48,0.0,0,0,271784,1,2,20.0,0,0,2,43,922.95,28.0,0.8775510204081632,31.82586206896552,0.045454545454545456,3,3
43,0.0,0,0,271785,1,9,1.0,0,0,1,33,832.73,16.0,0.75,48.984117647058824,0.029411764705882353,2,2
28,0.0,0,0,271786,0,3,5.0,0,1,2,5,515.18,1.0,0.1724137931034483,257.59,0.3333333333333333,0,0
32,0.0,0,0,271787,1,7,5.0,0,1,2,6,569.07,23.0,0.18181818181818182,23.711250000000003,0.2857142857142857,0,0
36,0.0,0,0,271788,0,2,5.0,1,0,2,47,766.56,10.0,1.2702702702702702,69.68727272727273,0.041666666666666664,2,3
46,0.0,0,0,271789,1,2,1.0,0,1,1,2,580.57,1.0,0.0425531914893617,290.285,0.3333333333333333,0,0
22,0.0,0,0,271790,1,4,14.0,1,0,0,44,596.65,13.0,1.9130434782608696,42.61785714285714,0.0,0,3
27,0.0,0,1,271791,0,11,16.0,1,0,0,9,863.7,28.0,0.32142857142857145,29.782758620689656,0.0,2,0
28,0.0,0,1,271792,1,25,10.0,0,0,2,27,614.49,9.0,0.9310344827586207,61.449,0.07142857142857142,0,2
49,0.0,0,0,271793,0,12,20.0,0,0,0,17,566.83,19.0,0.34,28.341500000000003,0.0,0,1
38,0.0,0,1,271794,0,8,20.0,0,1,1,20,717.35,21.0,0.5128205128205128,32.606818181818184,0.047619047619047616,1,1
24,0.0,0,0,271795,1,4,9.0,1,0,0,60,767.55,6.0,2.4,109.64999999999999,0.0,2,3
35,0.0,0,1,271796,0,1,18.0,1,0,1,11,591.26,6.0,0.3055555555555556,84.46571428571428,0.08333333333333333,0,0
37,0.0,0,1,271797,1,29,15.0,0,0,1,35,562.02,18.0,0.9210526315789473,29.58,0.027777777777777776,0,2
34,0.0,0,0,271798,1,18,2.0,0,0,1,53,733.27,13.0,1.5142857142857142,52.37642857142857,0.018518518518518517,1,3
34,0.0,0,0,271799,1,20,7.0,0,0,1,39,557.08,8.0,1.1142857142857143,61.89777777777778,0.025,0,3
39,0.0,0,0,271800,1,8,7.0,1,0,1,9,736.86,6.0,0.225,105.26571428571428,0.1,1,0
48,0.0,0,1,271801,0,3,18.0,0,0,3,41,526.71,11.0,0.8367346938775511,43.892500000000005,0.07142857142857142,0,3
32,0.0,0,0,271802,0,4,4.0,0,0,3,38,648.21,21.0,1.1515151515151516,29.46409090909091,0.07692307692307693,1,3
48,0.0,0,0,271803,0,15,2.0,1,0,3,17,805.36,20.0,0.3469387755102041,38.35047619047619,0.16666666666666666,2,1
19,0.0,0,0,271804,1,22,4.0,0,0,0,44,543.71,6.0,2.2,77.67285714285715,0.0,0,3
47,0.0,0,1,271805,1,3,19.0,0,1,0,50,536.83,25.0,1.0416666666666667,20.647307692307695,0.0,0,3
42,0.0,0,1,271806,0,14,11.0,0,0,0,6,798.14,17.0,0.13953488372093023,44.34111111111111,0.0,2,0
48,0.0,0,1,271807,1,20,14.0,0,0,0,21,817.43,14.0,0.42857142857142855,54.49533333333333,0.0,2,1
35,0.0,0,0,271808,1,17,19.0,1,0,3,8,863.49,11.0,0.2222222222222222,71.9575,0.3333333333333333,2,0
34,0.0,0,0,271809,1,30,17.0,0,0,3,20,859.03,14.0,0.5714285714285714,57.26866666666667,0.14285714285714285,2,1
31,0.0,0,1,271810,1,21,12.0,1,0,1,34,587.62,14.0,1.0625,39.17466666666667,0.02857142857142857,0,2
31,0.0,0,0,271811,0,2,17.0,1,0,1,44,570.2,10.0,1.375,51.83636363636364,0.022222222222222223,0,3
48,0.0,0,0,271812,1,21,11.0,0,1,3,40,940.23,22.0,0.8163265306122449,40.8795652173913,0.07317073170731707,3,3
45,0.0,0,1,271813,0,3,2.0,0,1,3,45,619.48,25.0,0.9782608695652174,23.826153846153847,0.06521739130434782,0,3
26,0.0,0,0,271814,0,2,10.0,0,0,2,10,758.05,6.0,0.37037037037037035,108.29285714285713,0.18181818181818182,2,0
45,0.0,0,1,271815,1,11,0.0,1,0,0,55,877.26,8.0,1.1956521739130435,97.47333333333333,0.0,3,3
50,0.0,0,1,271816,0,14,5.0,1,0,3,32,931.6,12.0,0.6274509803921569,71.66153846153847,0.09090909090909091,3,2
50,0.0,0,1,271817,0,2,4.0,0,1,3,38,588.89,2.0,0.7450980392156863,196.29666666666665,0.07692307692307693,0,3
34,0.0,0,0,271818,1,13,20.0,1,0,1,14,871.82,29.0,0.4,29.06066666666667,0.06666666666666667,2,1
47,0.0,0,0,271819,1,30,18.0,0,0,0,37,990.45,11.0,0.7708333333333334,82.53750000000001,0.0,3,3
30,0.0,0,1,271820,1,24,13.0,0,1,2,1,934.21,6.0,0.03225806451612903,133.45857142857145,1.0,3,0
37,0.0,0,1,271821,1,20,8.0,0,1,0,54,768.74,30.0,1.4210526315789473,24.79806451612903,0.0,2,3
41,0.0,0,1,271822,1,21,5.0,0,0,2,6,517.91,16.0,0.14285714285714285,30.46529411764706,0.2857142857142857,0,0
25,0.0,0,1,271823,1,1,16.0,0,1,2,30,549.62,13.0,1.1538461538461537,39.25857142857143,0.06451612903225806,0,2
49,0.0,0,1,271824,1,21,18.0,0,0,3,41,948.84,21.0,0.82,43.12909090909091,0.07142857142857142,3,3
50,0.0,0,0,271825,0,4,17.0,1,0,0,20,524.61,25.0,0.39215686274509803,20.177307692307693,0.0,0,1
29,0.0,0,0,271826,1,4,8.0,0,0,1,60,645.51,30.0,2.0,20.822903225806453,0.01639344262295082,1,3
29,0.0,0,1,271827,1,26,3.0,0,0,0,28,907.73,4.0,0.9333333333333333,181.546,0.0,3,2
32,0.0,0,0,271828,0,12,4.0,0,1,3,4,724.7,22.0,0.12121212121212122,31.508695652173916,0.6,1,0
40,0.0,0,0,271829,1,4,7.0,1,0,2,22,633.13,14.0,0.5365853658536586,42.208666666666666,0.08695652173913043,1,1
47,0.0,0,1,271830,1,11,5.0,0,0,0,52,918.58,27.0,1.0833333333333333,32.806428571428576,0.0,3,3
42,0.0,0,0,271831,1,25,12.0,1,0,0,27,894.83,2.0,0.627906976744186,298.2766666666667,0.0,3,2
20,0.0,0,1,271832,1,19,16.0,0,1,2,49,542.67,16.0,2.3333333333333335,31.92176470588235,0.04,0,3
