Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
30,1.0,1,0,181246,1,18,0.0,1,0,9,49,146.0,25.0,1.5806451612903225,5.615384615384615,0.18,0,3
56,1.0,0,1,181247,0,17,20.0,0,0,7,52,195.0,30.0,0.9122807017543859,6.290322580645161,0.1320754716981132,0,3
26,1.0,1,0,181248,0,25,1.0,0,0,9,6,297.0,13.0,0.2222222222222222,21.214285714285715,1.2857142857142858,0,0
60,1.0,1,0,181249,1,4,18.0,0,1,4,43,932.0,15.0,0.7049180327868853,58.25,0.09090909090909091,3,3
28,1.0,0,0,181250,0,8,25.0,0,1,10,13,578.0,4.0,0.4482758620689655,115.6,0.7142857142857143,2,1
41,1.0,0,0,181251,1,27,13.0,0,0,9,32,968.0,26.0,0.7619047619047619,35.851851851851855,0.2727272727272727,3,2
35,1.0,1,0,181252,0,12,10.0,0,1,5,34,686.0,30.0,0.9444444444444444,22.129032258064516,0.14285714285714285,2,2
28,1.0,0,0,181253,1,4,8.0,1,0,8,50,172.0,28.0,1.7241379310344827,5.931034482758621,0.1568627450980392,0,3
18,1.0,0,0,181254,0,11,8.0,0,0,0,34,187.0,24.0,1.7894736842105263,7.48,0.0,0,2
20,1.0,0,1,181255,0,8,14.0,1,0,5,38,906.0,3.0,1.8095238095238095,226.5,0.1282051282051282,3,3
38,1.0,0,0,181256,0,23,19.0,0,1,8,41,530.0,8.0,1.0512820512820513,58.888888888888886,0.19047619047619047,1,3
33,1.0,0,0,181257,0,10,11.0,0,0,7,32,761.0,17.0,0.9411764705882353,42.27777777777778,0.21212121212121213,2,2
35,1.0,0,1,181258,1,20,2.0,0,1,6,30,184.0,19.0,0.8333333333333334,9.2,0.1935483870967742,0,2
62,1.0,0,0,181259,0,23,24.0,1,0,4,19,241.0,26.0,0.30158730158730157,8.925925925925926,0.2,0,1
18,1.0,1,0,181260,1,28,28.0,0,1,6,33,952.0,17.0,1.736842105263158,52.888888888888886,0.17647058823529413,3,2
29,0.0,0,1,181261,1,27,0.0,0,1,2,25,682.0,23.0,0.8333333333333334,28.416666666666668,0.07692307692307693,2,2
57,1.0,0,0,181262,1,23,15.0,1,0,2,25,300.0,6.0,0.43103448275862066,42.857142857142854,0.07692307692307693,0,2
56,1.0,1,0,181263,0,4,5.0,0,0,10,7,159.0,13.0,0.12280701754385964,11.357142857142858,1.25,0,0
61,1.0,0,1,181264,1,11,5.0,1,0,7,9,936.0,1.0,0.14516129032258066,468.0,0.7,3,0
51,1.0,1,0,181265,0,30,18.0,0,1,7,58,178.0,24.0,1.1153846153846154,7.12,0.11864406779661017,0,3
26,1.0,1,0,181266,0,7,21.0,0,0,9,49,282.0,8.0,1.8148148148148149,31.333333333333332,0.18,0,3
41,1.0,0,0,181267,1,16,21.0,0,0,9,13,888.0,14.0,0.30952380952380953,59.2,0.6428571428571429,3,1
29,1.0,0,0,181268,0,19,28.0,0,0,10,60,713.0,21.0,2.0,32.40909090909091,0.16393442622950818,2,3
32,1.0,0,1,181269,0,30,22.0,0,0,5,6,986.0,23.0,0.18181818181818182,41.083333333333336,0.7142857142857143,3,0
30,1.0,0,1,181270,0,1,3.0,0,1,1,12,438.0,8.0,0.3870967741935484,48.666666666666664,0.07692307692307693,1,0
59,1.0,1,0,181271,0,2,9.0,0,0,10,44,631.0,18.0,0.7333333333333333,33.21052631578947,0.2222222222222222,2,3
40,1.0,1,0,181272,0,1,23.0,1,0,3,50,371.0,19.0,1.2195121951219512,18.55,0.058823529411764705,1,3
20,1.0,1,0,181273,0,18,17.0,0,0,8,30,342.0,23.0,1.4285714285714286,14.25,0.25806451612903225,1,2
23,1.0,0,0,181274,1,30,28.0,1,0,4,31,994.0,15.0,1.2916666666666667,62.125,0.125,3,2
30,1.0,0,0,181275,0,18,4.0,0,0,1,44,696.0,1.0,1.4193548387096775,348.0,0.022222222222222223,2,3
19,0.0,0,1,181276,1,4,3.0,1,0,1,3,584.0,1.0,0.15,292.0,0.25,2,0
33,0.0,0,1,181277,0,7,15.0,1,0,3,26,576.0,11.0,0.7647058823529411,48.0,0.1111111111111111,2,2
29,1.0,0,1,181278,0,6,19.0,0,0,10,26,675.0,7.0,0.8666666666666667,84.375,0.37037037037037035,2,2
44,1.0,0,0,181279,0,2,16.0,0,1,10,12,796.0,30.0,0.26666666666666666,25.677419354838708,0.7692307692307693,3,0
21,1.0,0,0,181280,1,14,5.0,1,0,4,4,297.0,29.0,0.18181818181818182,9.9,0.8,0,0
65,1.0,0,1,181281,0,29,5.0,1,0,7,56,954.0,17.0,0.8484848484848485,53.0,0.12280701754385964,3,3
41,1.0,0,1,181282,1,16,18.0,0,0,5,38,735.0,2.0,0.9047619047619048,245.0,0.1282051282051282,2,3
27,1.0,0,1,181283,0,23,21.0,0,0,6,11,839.0,21.0,0.39285714285714285,38.13636363636363,0.5,3,0
39,1.0,1,0,181284,1,30,6.0,0,0,6,2,195.0,11.0,0.05,16.25,2.0,0,0
57,1.0,0,1,181285,0,1,18.0,0,0,8,14,771.0,22.0,0.2413793103448276,33.52173913043478,0.5333333333333333,3,1
42,0.0,0,1,181286,1,2,17.0,0,1,0,15,808.0,23.0,0.3488372093023256,33.666666666666664,0.0,3,1
36,1.0,1,0,181287,1,14,26.0,0,0,5,40,805.0,26.0,1.0810810810810811,29.814814814814813,0.12195121951219512,3,3
18,1.0,0,1,181288,1,3,15.0,0,0,0,6,326.0,4.0,0.3157894736842105,65.2,0.0,1,0
32,1.0,1,0,181289,0,6,11.0,1,0,1,43,546.0,22.0,1.303030303030303,23.73913043478261,0.022727272727272728,2,3
65,1.0,0,0,181290,0,30,23.0,0,1,9,1,412.0,3.0,0.015151515151515152,103.0,4.5,1,0
40,0.0,0,0,181291,1,5,20.0,1,0,3,2,597.0,5.0,0.04878048780487805,99.5,1.0,2,0
31,1.0,1,0,181292,0,5,6.0,0,1,9,40,416.0,6.0,1.25,59.42857142857143,0.21951219512195122,1,3
40,1.0,0,1,181293,1,25,13.0,0,0,3,57,330.0,21.0,1.3902439024390243,15.0,0.05172413793103448,1,3
64,1.0,1,0,181294,1,24,7.0,0,1,0,50,564.0,7.0,0.7692307692307693,70.5,0.0,2,3
46,1.0,1,0,181295,0,25,9.0,0,0,8,39,129.0,7.0,0.8297872340425532,16.125,0.2,0,3
31,0.0,0,0,181296,0,3,16.0,0,1,3,55,544.0,14.0,1.71875,36.266666666666666,0.05357142857142857,2,3
26,1.0,0,1,181297,0,13,9.0,0,1,9,55,859.0,12.0,2.037037037037037,66.07692307692308,0.16071428571428573,3,3
52,1.0,1,0,181298,0,21,24.0,0,0,0,42,545.0,19.0,0.7924528301886793,27.25,0.0,2,3
30,1.0,1,0,181299,0,29,22.0,0,0,8,47,375.0,28.0,1.5161290322580645,12.931034482758621,0.16666666666666666,1,3
23,1.0,1,0,181300,1,18,2.0,0,1,0,17,436.0,21.0,0.7083333333333334,19.818181818181817,0.0,1,1
24,0.0,0,1,181301,1,12,0.0,0,0,2,37,752.0,29.0,1.48,25.066666666666666,0.05263157894736842,2,3
40,1.0,0,0,181302,1,1,12.0,0,0,5,45,780.0,29.0,1.0975609756097562,26.0,0.10869565217391304,3,3
65,1.0,0,1,181303,0,18,23.0,1,0,7,46,278.0,27.0,0.696969696969697,9.928571428571429,0.14893617021276595,0,3
31,1.0,0,1,181304,1,3,12.0,1,0,6,15,498.0,21.0,0.46875,22.636363636363637,0.375,1,1
35,1.0,0,0,181305,0,22,25.0,1,0,4,20,290.0,24.0,0.5555555555555556,11.6,0.19047619047619047,0,1
56,1.0,1,0,181306,1,21,4.0,0,0,1,40,713.0,26.0,0.7017543859649122,26.40740740740741,0.024390243902439025,2,3
39,0.0,0,0,181307,1,26,16.0,1,0,3,46,767.0,28.0,1.15,26.448275862068964,0.06382978723404255,2,3
21,1.0,0,1,181308,1,19,21.0,1,0,3,36,564.0,8.0,1.6363636363636365,62.666666666666664,0.08108108108108109,2,2
36,1.0,0,0,181309,0,9,16.0,1,0,8,52,406.0,28.0,1.4054054054054055,14.0,0.1509433962264151,1,3
52,1.0,0,0,181310,0,1,21.0,0,0,8,10,332.0,15.0,0.18867924528301888,20.75,0.7272727272727273,1,0
50,1.0,0,1,181311,1,3,4.0,0,1,9,30,988.0,23.0,0.5882352941176471,41.166666666666664,0.2903225806451613,3,2
25,0.0,0,1,181312,0,10,8.0,1,0,1,37,627.0,12.0,1.4230769230769231,48.23076923076923,0.02631578947368421,2,3
39,1.0,0,0,181313,1,27,3.0,0,1,9,8,248.0,6.0,0.2,35.42857142857143,1.0,0,0
49,1.0,0,0,181314,1,14,29.0,0,1,3,58,107.0,13.0,1.16,7.642857142857143,0.05084745762711865,0,3
24,1.0,0,0,181315,1,12,24.0,0,0,0,32,874.0,20.0,1.28,41.61904761904762,0.0,3,2
40,1.0,0,0,181316,1,3,27.0,1,0,5,39,158.0,14.0,0.9512195121951219,10.533333333333333,0.125,0,3
24,1.0,0,0,181317,1,25,1.0,0,1,4,11,382.0,26.0,0.44,14.148148148148149,0.3333333333333333,1,0
44,0.0,0,1,181318,0,14,10.0,0,0,2,13,842.0,19.0,0.28888888888888886,42.1,0.14285714285714285,3,1
38,1.0,0,0,181319,0,23,30.0,1,0,6,54,926.0,20.0,1.3846153846153846,44.095238095238095,0.10909090909090909,3,3
57,1.0,0,0,181320,0,21,9.0,1,0,6,18,876.0,20.0,0.3103448275862069,41.714285714285715,0.3157894736842105,3,1
25,1.0,0,0,181321,0,3,26.0,1,0,3,13,676.0,1.0,0.5,338.0,0.21428571428571427,2,1
30,1.0,0,0,181322,0,17,5.0,0,1,6,57,789.0,12.0,1.8387096774193548,60.69230769230769,0.10344827586206896,3,3
40,1.0,1,0,181323,0,4,4.0,0,1,6,9,768.0,21.0,0.21951219512195122,34.90909090909091,0.6,2,0
52,1.0,1,0,181324,0,28,5.0,0,0,4,33,654.0,8.0,0.6226415094339622,72.66666666666667,0.11764705882352941,2,2
42,1.0,1,0,181325,0,1,27.0,0,1,10,38,389.0,19.0,0.8837209302325582,19.45,0.2564102564102564,1,3
46,1.0,1,0,181326,0,5,10.0,1,0,9,18,764.0,11.0,0.3829787234042553,63.666666666666664,0.47368421052631576,2,1
41,1.0,1,0,181327,0,20,19.0,0,0,7,15,543.0,28.0,0.35714285714285715,18.724137931034484,0.4375,2,1
49,1.0,0,0,181328,1,19,10.0,0,1,7,23,260.0,9.0,0.46,26.0,0.2916666666666667,0,1
64,1.0,0,0,181329,1,22,0.0,0,1,2,43,181.0,16.0,0.6615384615384615,10.647058823529411,0.045454545454545456,0,3
57,1.0,0,0,181330,1,7,27.0,0,1,7,15,187.0,25.0,0.25862068965517243,7.1923076923076925,0.4375,0,1
19,1.0,0,0,181331,0,21,21.0,0,0,5,34,539.0,23.0,1.7,22.458333333333332,0.14285714285714285,2,2
28,1.0,1,0,181332,1,20,4.0,0,1,6,42,978.0,10.0,1.4482758620689655,88.9090909090909,0.13953488372093023,3,3
23,1.0,0,0,181333,1,17,11.0,1,0,5,27,469.0,25.0,1.125,18.03846153846154,0.17857142857142858,1,2
34,1.0,1,0,181334,1,3,26.0,0,0,2,10,936.0,25.0,0.2857142857142857,36.0,0.18181818181818182,3,0
50,1.0,0,1,181335,1,13,30.0,1,0,9,45,268.0,19.0,0.8823529411764706,13.4,0.1956521739130435,0,3
33,0.0,0,1,181336,0,15,6.0,0,1,1,39,904.0,4.0,1.1470588235294117,180.8,0.025,3,3
54,1.0,0,1,181337,1,1,25.0,1,0,2,30,103.0,25.0,0.5454545454545454,3.9615384615384617,0.06451612903225806,0,2
52,1.0,0,0,181338,1,3,20.0,0,0,9,48,110.0,18.0,0.9056603773584906,5.7894736842105265,0.1836734693877551,0,3
45,1.0,0,0,181339,0,30,27.0,0,0,5,19,883.0,23.0,0.41304347826086957,36.791666666666664,0.25,3,1
55,1.0,0,0,181340,0,27,24.0,0,0,10,58,438.0,24.0,1.0357142857142858,17.52,0.1694915254237288,1,3
24,1.0,0,1,181341,0,27,27.0,0,1,1,44,424.0,30.0,1.76,13.67741935483871,0.022222222222222223,1,3
50,0.0,0,1,181342,1,16,13.0,0,1,4,24,540.0,27.0,0.47058823529411764,19.285714285714285,0.16,2,1
36,1.0,1,0,181343,1,17,1.0,0,1,9,55,468.0,27.0,1.4864864864864864,16.714285714285715,0.16071428571428573,1,3
65,1.0,0,0,181344,0,20,11.0,0,0,2,6,179.0,6.0,0.09090909090909091,25.571428571428573,0.2857142857142857,0,0
59,1.0,0,1,181345,1,23,30.0,0,0,2,15,242.0,16.0,0.25,14.235294117647058,0.125,0,1
64,1.0,1,0,181346,0,15,15.0,0,0,9,24,962.0,22.0,0.36923076923076925,41.82608695652174,0.36,3,1
48,1.0,1,0,181347,0,12,17.0,1,0,0,59,217.0,19.0,1.2040816326530612,10.85,0.0,0,3
30,1.0,1,0,181348,1,21,30.0,1,0,5,22,315.0,8.0,0.7096774193548387,35.0,0.21739130434782608,0,1
50,1.0,0,0,181349,0,20,24.0,0,1,2,14,618.0,29.0,0.27450980392156865,20.6,0.13333333333333333,2,1
23,1.0,0,0,181350,1,6,17.0,1,0,4,4,922.0,26.0,0.16666666666666666,34.148148148148145,0.8,3,0
55,1.0,0,0,181351,0,1,27.0,1,0,6,17,199.0,28.0,0.30357142857142855,6.862068965517241,0.3333333333333333,0,1
33,1.0,0,0,181352,1,7,11.0,1,0,1,30,340.0,5.0,0.8823529411764706,56.666666666666664,0.03225806451612903,1,2
18,1.0,1,0,181353,0,22,16.0,1,0,1,47,444.0,2.0,2.473684210526316,148.0,0.020833333333333332,1,3
20,1.0,0,1,181354,1,10,4.0,0,1,2,19,475.0,25.0,0.9047619047619048,18.26923076923077,0.1,1,1
42,1.0,0,0,181355,1,18,21.0,0,1,7,3,639.0,15.0,0.06976744186046512,39.9375,1.75,2,0
26,1.0,0,0,181356,1,7,3.0,1,0,6,30,133.0,7.0,1.1111111111111112,16.625,0.1935483870967742,0,2
54,1.0,1,0,181357,1,6,8.0,0,0,0,12,436.0,20.0,0.21818181818181817,20.761904761904763,0.0,1,0
22,1.0,1,0,181358,0,5,18.0,0,0,7,9,961.0,2.0,0.391304347826087,320.3333333333333,0.7,3,0
25,1.0,0,0,181359,1,20,27.0,1,0,6,50,966.0,11.0,1.9230769230769231,80.5,0.11764705882352941,3,3
40,1.0,0,1,181360,1,18,18.0,1,0,6,36,898.0,2.0,0.8780487804878049,299.3333333333333,0.16216216216216217,3,2
28,1.0,0,1,181361,0,22,28.0,0,0,0,8,599.0,1.0,0.27586206896551724,299.5,0.0,2,0
