CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
136674.0,60.0,Female,57.0,7.0,5.0,18.0,Premium,Annual,181.0,29.0,1.0
136675.0,29.0,Male,31.0,22.0,5.0,10.0,Premium,Quarterly,387.0,27.0,1.0
136676.0,41.0,Female,19.0,3.0,3.0,21.0,Standard,Quarterly,897.0,17.0,1.0
136677.0,45.0,Female,15.0,20.0,4.0,10.0,Premium,Annual,248.0,11.0,1.0
136678.0,24.0,Female,11.0,5.0,6.0,29.0,Premium,Quarterly,727.0,25.0,1.0
136679.0,62.0,Female,29.0,23.0,1.0,30.0,Basic,Monthly,439.0,19.0,1.0
136680.0,20.0,Female,52.0,30.0,2.0,15.0,Basic,Monthly,885.0,3.0,1.0
136681.0,47.0,Male,57.0,30.0,7.0,16.0,Basic,Quarterly,513.0,7.0,1.0
136682.0,20.0,Female,51.0,1.0,10.0,6.0,Basic,Quarterly,596.0,15.0,1.0
136683.0,52.0,Male,1.0,2.0,2.0,14.0,Premium,Quarterly,808.0,30.0,1.0
136684.0,39.0,Female,47.0,23.0,1.0,23.0,Standard,Quarterly,414.0,19.0,1.0
136685.0,54.0,Male,12.0,8.0,2.0,30.0,Premium,Monthly,812.0,12.0,1.0
136686.0,45.0,Female,16.0,8.0,4.0,25.0,Basic,Annual,137.0,1.0,1.0
136687.0,65.0,Female,2.0,8.0,10.0,19.0,Standard,Monthly,134.0,8.0,1.0
136688.0,31.0,Male,48.0,25.0,8.0,26.0,Standard,Monthly,586.0,4.0,1.0
136689.0,52.0,Female,45.0,9.0,9.0,3.0,Premium,Quarterly,218.0,26.0,1.0
136690.0,47.0,Male,17.0,23.0,9.0,15.0,Basic,Monthly,360.0,29.0,1.0
136691.0,35.0,Female,25.0,5.0,8.0,4.0,Standard,Quarterly,917.0,24.0,1.0
136692.0,59.0,Female,39.0,21.0,2.0,16.0,Standard,Annual,712.0,5.0,1.0
136693.0,57.0,Male,16.0,8.0,8.0,16.0,Basic,Annual,714.0,5.0,1.0
136694.0,30.0,Male,19.0,27.0,9.0,23.0,Premium,Quarterly,891.0,7.0,1.0
136695.0,46.0,Female,47.0,16.0,5.0,13.0,Standard,Monthly,498.0,15.0,1.0
136696.0,50.0,Male,36.0,18.0,6.0,18.0,Basic,Monthly,704.0,25.0,1.0
136697.0,57.0,Male,42.0,8.0,1.0,16.0,Standard,Monthly,183.0,17.0,1.0
136698.0,19.0,Male,39.0,17.0,5.0,2.0,Premium,Quarterly,427.0,4.0,1.0
136699.0,60.0,Male,35.0,23.0,7.0,28.0,Premium,Annual,590.0,27.0,1.0
136701.0,33.0,Male,29.0,19.0,5.0,2.0,Basic,Annual,536.0,28.0,1.0
136702.0,20.0,Male,12.0,19.0,3.0,2.0,Basic,Annual,205.0,29.0,1.0
136703.0,51.0,Female,51.0,3.0,2.0,24.0,Standard,Monthly,267.0,22.0,1.0
136704.0,44.0,Male,19.0,2.0,2.0,0.0,Standard,Quarterly,578.0,17.0,1.0
136705.0,65.0,Male,41.0,28.0,3.0,28.0,Premium,Monthly,720.0,15.0,1.0
136706.0,34.0,Male,5.0,4.0,1.0,2.0,Premium,Monthly,907.0,24.0,1.0
136707.0,62.0,Male,16.0,3.0,6.0,17.0,Basic,Monthly,853.0,18.0,1.0
136708.0,46.0,Female,29.0,18.0,7.0,20.0,Standard,Monthly,625.0,15.0,1.0
136709.0,48.0,Male,19.0,8.0,5.0,22.0,Premium,Monthly,688.0,19.0,1.0
136710.0,39.0,Male,37.0,10.0,10.0,11.0,Premium,Quarterly,757.0,17.0,1.0
136711.0,18.0,Female,11.0,26.0,2.0,16.0,Standard,Quarterly,476.0,29.0,1.0
136712.0,59.0,Female,9.0,13.0,8.0,27.0,Basic,Quarterly,138.0,17.0,1.0
136713.0,65.0,Male,15.0,15.0,0.0,23.0,Basic,Monthly,576.0,22.0,1.0
136714.0,29.0,Male,49.0,29.0,0.0,4.0,Basic,Quarterly,469.0,23.0,1.0
136715.0,56.0,Male,35.0,11.0,10.0,8.0,Basic,Annual,344.0,25.0,1.0
136716.0,34.0,Male,35.0,16.0,10.0,3.0,Standard,Quarterly,468.0,7.0,1.0
136717.0,54.0,Male,56.0,27.0,4.0,12.0,Premium,Quarterly,205.0,19.0,1.0
136718.0,28.0,Female,39.0,9.0,2.0,7.0,Standard,Monthly,241.0,16.0,1.0
136719.0,43.0,Male,57.0,28.0,9.0,26.0,Premium,Monthly,380.0,14.0,1.0
136720.0,49.0,Female,34.0,30.0,2.0,1.0,Premium,Monthly,136.0,5.0,1.0
136721.0,57.0,Male,13.0,21.0,5.0,20.0,Standard,Annual,774.0,19.0,1.0
136722.0,41.0,Male,22.0,24.0,8.0,28.0,Premium,Monthly,816.0,4.0,1.0
136723.0,60.0,Female,53.0,2.0,6.0,12.0,Premium,Monthly,310.0,26.0,1.0
136724.0,58.0,Male,30.0,24.0,9.0,24.0,Premium,Quarterly,110.0,5.0,1.0
136725.0,61.0,Male,29.0,26.0,3.0,13.0,Standard,Monthly,441.0,15.0,1.0
136726.0,36.0,Male,10.0,29.0,5.0,24.0,Standard,Monthly,309.0,3.0,1.0
136727.0,40.0,Female,8.0,26.0,10.0,5.0,Basic,Quarterly,943.0,3.0,1.0
136728.0,43.0,Male,49.0,8.0,2.0,26.0,Basic,Quarterly,274.0,6.0,1.0
136729.0,42.0,Female,28.0,29.0,1.0,22.0,Standard,Quarterly,297.0,22.0,1.0
136730.0,51.0,Female,29.0,3.0,4.0,29.0,Premium,Monthly,180.0,5.0,1.0
136731.0,36.0,Male,28.0,14.0,1.0,10.0,Premium,Monthly,212.0,24.0,1.0
136732.0,27.0,Female,59.0,23.0,10.0,22.0,Standard,Monthly,478.0,3.0,1.0
136733.0,52.0,Male,44.0,21.0,5.0,10.0,Premium,Quarterly,415.0,11.0,1.0
136734.0,60.0,Female,20.0,1.0,2.0,19.0,Standard,Monthly,333.0,16.0,1.0
136736.0,38.0,Male,25.0,18.0,4.0,17.0,Standard,Annual,513.0,10.0,1.0
136737.0,41.0,Male,40.0,28.0,10.0,25.0,Standard,Quarterly,469.0,7.0,1.0
136738.0,31.0,Female,24.0,16.0,8.0,2.0,Premium,Annual,795.0,6.0,1.0
136739.0,63.0,Female,17.0,12.0,8.0,7.0,Basic,Quarterly,721.0,22.0,1.0
136740.0,49.0,Female,2.0,22.0,7.0,18.0,Standard,Annual,835.0,5.0,1.0
136741.0,63.0,Female,34.0,17.0,5.0,8.0,Premium,Monthly,763.0,3.0,1.0
136742.0,45.0,Female,56.0,22.0,4.0,30.0,Basic,Quarterly,487.0,23.0,1.0
136743.0,33.0,Male,52.0,19.0,8.0,23.0,Basic,Monthly,348.0,16.0,1.0
136744.0,20.0,Male,41.0,27.0,2.0,8.0,Basic,Annual,291.0,28.0,1.0
136745.0,63.0,Female,2.0,5.0,3.0,25.0,Standard,Annual,530.0,13.0,1.0
136746.0,49.0,Male,4.0,18.0,5.0,14.0,Standard,Quarterly,859.0,21.0,1.0
136747.0,34.0,Female,44.0,17.0,9.0,4.0,Premium,Annual,765.0,14.0,1.0
136748.0,62.0,Male,54.0,29.0,3.0,25.0,Basic,Quarterly,794.0,24.0,1.0
136749.0,45.0,Female,41.0,8.0,0.0,29.0,Standard,Monthly,964.0,21.0,1.0
136750.0,55.0,Female,8.0,30.0,10.0,20.0,Standard,Annual,894.0,1.0,1.0
136751.0,26.0,Female,43.0,1.0,9.0,7.0,Basic,Quarterly,760.0,2.0,1.0
136752.0,58.0,Female,6.0,27.0,5.0,17.0,Standard,Monthly,221.0,30.0,1.0
136753.0,44.0,Female,51.0,15.0,10.0,5.0,Basic,Annual,858.0,16.0,1.0
136754.0,39.0,Female,12.0,14.0,7.0,29.0,Basic,Monthly,532.0,14.0,1.0
136755.0,36.0,Female,7.0,6.0,10.0,16.0,Standard,Monthly,716.0,14.0,1.0
136756.0,53.0,Female,56.0,26.0,0.0,28.0,Premium,Quarterly,188.0,7.0,1.0
136757.0,65.0,Male,59.0,8.0,10.0,14.0,Premium,Monthly,547.0,1.0,1.0
136758.0,22.0,Male,16.0,2.0,2.0,27.0,Basic,Monthly,819.0,7.0,1.0
136759.0,65.0,Female,7.0,3.0,1.0,22.0,Standard,Annual,558.0,5.0,1.0
136760.0,63.0,Female,57.0,27.0,1.0,28.0,Basic,Monthly,180.0,7.0,1.0
136761.0,28.0,Male,20.0,3.0,8.0,5.0,Premium,Annual,346.0,2.0,1.0
136762.0,57.0,Male,44.0,11.0,1.0,0.0,Standard,Quarterly,142.0,1.0,1.0
136763.0,45.0,Female,48.0,22.0,1.0,27.0,Standard,Monthly,199.0,6.0,1.0
136764.0,23.0,Female,8.0,13.0,8.0,15.0,Premium,Quarterly,188.0,17.0,1.0
136765.0,65.0,Female,6.0,4.0,0.0,13.0,Premium,Annual,688.0,1.0,1.0
136766.0,61.0,Female,45.0,21.0,3.0,20.0,Premium,Monthly,106.0,4.0,1.0
136767.0,62.0,Male,34.0,26.0,7.0,0.0,Standard,Monthly,866.0,25.0,1.0
136768.0,60.0,Female,34.0,29.0,4.0,1.0,Premium,Quarterly,504.0,28.0,1.0
136769.0,35.0,Female,13.0,9.0,6.0,24.0,Standard,Annual,746.0,30.0,1.0
136770.0,20.0,Female,40.0,12.0,10.0,9.0,Premium,Quarterly,842.0,7.0,1.0
136771.0,30.0,Male,6.0,4.0,8.0,24.0,Basic,Annual,641.0,19.0,1.0
136772.0,56.0,Male,44.0,8.0,3.0,12.0,Basic,Annual,544.0,12.0,1.0
136773.0,48.0,Male,32.0,26.0,10.0,22.0,Standard,Monthly,694.0,30.0,1.0
136774.0,58.0,Female,38.0,4.0,2.0,26.0,Standard,Annual,394.0,11.0,1.0
136775.0,63.0,Female,39.0,18.0,1.0,10.0,Basic,Monthly,762.0,6.0,1.0
136776.0,34.0,Male,43.0,19.0,0.0,9.0,Standard,Annual,257.0,17.0,1.0
136777.0,43.0,Female,60.0,15.0,6.0,14.0,Premium,Quarterly,748.0,19.0,1.0
136778.0,62.0,Male,26.0,8.0,2.0,11.0,Premium,Monthly,734.0,26.0,1.0
136779.0,46.0,Female,12.0,19.0,0.0,11.0,Basic,Monthly,882.0,3.0,1.0
136780.0,28.0,Female,13.0,11.0,10.0,11.0,Basic,Monthly,293.0,27.0,1.0
136781.0,34.0,Female,56.0,29.0,5.0,17.0,Standard,Quarterly,257.0,14.0,1.0
136782.0,25.0,Male,43.0,13.0,9.0,24.0,Premium,Monthly,839.0,13.0,1.0
136783.0,28.0,Female,34.0,29.0,10.0,3.0,Premium,Quarterly,206.0,8.0,1.0
136784.0,22.0,Female,27.0,9.0,1.0,30.0,Basic,Quarterly,811.0,29.0,1.0
136785.0,59.0,Female,19.0,7.0,0.0,28.0,Premium,Quarterly,526.0,6.0,1.0
136786.0,60.0,Male,15.0,27.0,4.0,14.0,Basic,Annual,604.0,29.0,1.0
136787.0,60.0,Female,59.0,26.0,3.0,14.0,Basic,Quarterly,186.0,17.0,1.0
136788.0,40.0,Female,10.0,16.0,8.0,25.0,Basic,Monthly,638.0,22.0,1.0
136789.0,61.0,Female,27.0,21.0,4.0,4.0,Standard,Monthly,838.0,17.0,1.0
136790.0,19.0,Male,31.0,3.0,0.0,24.0,Standard,Monthly,291.0,25.0,1.0
136791.0,28.0,Male,24.0,30.0,1.0,11.0,Premium,Quarterly,155.0,23.0,1.0
136792.0,22.0,Female,57.0,20.0,6.0,12.0,Standard,Monthly,754.0,10.0,1.0
136793.0,36.0,Male,5.0,27.0,0.0,16.0,Basic,Monthly,147.0,25.0,1.0
136794.0,51.0,Female,40.0,1.0,7.0,19.0,Standard,Annual,302.0,2.0,1.0
136795.0,47.0,Female,17.0,14.0,4.0,9.0,Premium,Quarterly,330.0,30.0,1.0
136796.0,65.0,Female,45.0,15.0,3.0,19.0,Premium,Monthly,338.0,7.0,1.0
136798.0,27.0,Male,41.0,23.0,2.0,25.0,Basic,Annual,570.0,30.0,1.0
136799.0,26.0,Female,56.0,25.0,7.0,6.0,Basic,Quarterly,263.0,7.0,1.0
136800.0,40.0,Male,45.0,11.0,3.0,30.0,Basic,Monthly,969.0,28.0,1.0
136801.0,35.0,Male,24.0,6.0,6.0,24.0,Standard,Monthly,552.0,3.0,1.0
136802.0,45.0,Female,60.0,16.0,7.0,3.0,Basic,Annual,726.0,17.0,1.0
136803.0,40.0,Female,17.0,12.0,9.0,4.0,Standard,Monthly,390.0,15.0,1.0
136804.0,50.0,Female,35.0,15.0,1.0,17.0,Basic,Monthly,460.0,3.0,1.0
136805.0,32.0,Female,46.0,6.0,7.0,17.0,Standard,Monthly,361.0,30.0,1.0
136806.0,58.0,Female,4.0,20.0,2.0,29.0,Standard,Quarterly,628.0,13.0,1.0
136807.0,62.0,Female,47.0,29.0,5.0,28.0,Premium,Annual,517.0,13.0,1.0
136808.0,32.0,Female,26.0,6.0,10.0,1.0,Premium,Quarterly,958.0,3.0,1.0
136810.0,52.0,Female,25.0,28.0,3.0,23.0,Premium,Monthly,763.0,23.0,1.0
136811.0,40.0,Female,53.0,29.0,1.0,13.0,Basic,Monthly,873.0,11.0,1.0
136812.0,30.0,Female,54.0,1.0,2.0,18.0,Basic,Monthly,548.0,26.0,1.0
136813.0,36.0,Male,55.0,3.0,9.0,29.0,Premium,Monthly,107.0,22.0,1.0
136814.0,57.0,Female,58.0,26.0,5.0,22.0,Basic,Annual,234.0,19.0,1.0
136815.0,59.0,Male,55.0,26.0,7.0,15.0,Premium,Quarterly,969.0,29.0,1.0
136816.0,47.0,Female,4.0,2.0,8.0,11.0,Basic,Annual,232.0,1.0,1.0
136817.0,44.0,Male,60.0,21.0,1.0,11.0,Basic,Quarterly,409.0,8.0,1.0
136818.0,44.0,Male,42.0,21.0,3.0,24.0,Standard,Monthly,671.0,3.0,1.0
136819.0,49.0,Male,41.0,6.0,5.0,14.0,Standard,Quarterly,382.0,8.0,1.0
136820.0,24.0,Female,13.0,12.0,8.0,10.0,Premium,Quarterly,433.0,11.0,1.0
136821.0,30.0,Male,39.0,22.0,4.0,24.0,Basic,Quarterly,898.0,2.0,1.0
136822.0,24.0,Female,43.0,26.0,10.0,6.0,Basic,Annual,412.0,13.0,1.0
136823.0,60.0,Male,3.0,8.0,6.0,19.0,Basic,Quarterly,292.0,24.0,1.0
136824.0,31.0,Male,44.0,12.0,6.0,27.0,Premium,Annual,639.0,23.0,1.0
136825.0,61.0,Female,26.0,29.0,4.0,13.0,Basic,Monthly,259.0,21.0,1.0
136826.0,40.0,Female,53.0,15.0,4.0,2.0,Premium,Annual,633.0,17.0,1.0
136827.0,38.0,Female,5.0,22.0,4.0,6.0,Standard,Monthly,178.0,24.0,1.0
136828.0,50.0,Male,4.0,16.0,9.0,22.0,Standard,Annual,655.0,12.0,1.0
136829.0,58.0,Male,28.0,16.0,6.0,7.0,Basic,Monthly,617.0,4.0,1.0
136830.0,55.0,Female,31.0,30.0,6.0,10.0,Basic,Quarterly,228.0,23.0,1.0
136831.0,50.0,Female,40.0,26.0,2.0,17.0,Basic,Monthly,704.0,1.0,1.0
136832.0,56.0,Male,59.0,3.0,6.0,27.0,Standard,Monthly,147.0,6.0,1.0
136833.0,65.0,Male,11.0,27.0,10.0,18.0,Basic,Monthly,797.0,9.0,1.0
136834.0,41.0,Female,40.0,13.0,8.0,25.0,Standard,Monthly,400.0,11.0,1.0
136835.0,54.0,Male,50.0,19.0,9.0,9.0,Basic,Annual,605.0,11.0,1.0
136836.0,21.0,Female,41.0,7.0,1.0,28.0,Standard,Annual,521.0,26.0,1.0
136837.0,36.0,Female,58.0,30.0,1.0,13.0,Premium,Monthly,441.0,15.0,1.0
136838.0,31.0,Female,9.0,21.0,1.0,2.0,Premium,Annual,328.0,16.0,1.0
136839.0,29.0,Male,6.0,5.0,1.0,14.0,Premium,Monthly,851.0,19.0,1.0
136840.0,40.0,Male,3.0,28.0,0.0,8.0,Standard,Monthly,280.0,14.0,1.0
136841.0,34.0,Male,25.0,8.0,1.0,25.0,Premium,Annual,620.0,18.0,1.0
136842.0,19.0,Female,30.0,11.0,5.0,5.0,Basic,Annual,442.0,20.0,1.0
136843.0,54.0,Male,14.0,16.0,10.0,28.0,Standard,Quarterly,845.0,8.0,1.0
136844.0,54.0,Male,4.0,12.0,5.0,22.0,Standard,Annual,275.0,5.0,1.0
136845.0,61.0,Female,21.0,28.0,4.0,4.0,Premium,Monthly,643.0,26.0,1.0
136846.0,54.0,Female,36.0,2.0,1.0,18.0,Standard,Annual,706.0,10.0,1.0
136847.0,55.0,Female,3.0,25.0,5.0,7.0,Standard,Annual,223.0,27.0,1.0
136848.0,27.0,Male,9.0,26.0,0.0,6.0,Basic,Monthly,618.0,28.0,1.0
136849.0,28.0,Female,29.0,4.0,7.0,17.0,Premium,Monthly,406.0,18.0,1.0
136850.0,38.0,Female,41.0,20.0,3.0,5.0,Basic,Quarterly,360.0,25.0,1.0
136851.0,43.0,Male,9.0,24.0,8.0,5.0,Standard,Quarterly,593.0,6.0,1.0
136853.0,65.0,Male,17.0,9.0,10.0,12.0,Premium,Quarterly,576.0,24.0,1.0
136854.0,37.0,Male,39.0,8.0,6.0,12.0,Standard,Monthly,965.0,22.0,1.0
136855.0,45.0,Female,37.0,12.0,9.0,29.0,Basic,Quarterly,480.0,20.0,1.0
136856.0,65.0,Male,13.0,23.0,8.0,4.0,Basic,Annual,864.0,13.0,1.0
136857.0,44.0,Male,35.0,22.0,5.0,2.0,Basic,Monthly,990.0,3.0,1.0
136858.0,49.0,Female,54.0,5.0,8.0,30.0,Standard,Annual,806.0,28.0,1.0
136859.0,40.0,Female,43.0,16.0,4.0,28.0,Premium,Annual,852.0,10.0,1.0
136861.0,39.0,Female,55.0,10.0,3.0,12.0,Standard,Monthly,607.0,24.0,1.0
136862.0,42.0,Male,50.0,18.0,9.0,11.0,Standard,Monthly,502.0,26.0,1.0
136863.0,25.0,Male,35.0,24.0,7.0,0.0,Premium,Quarterly,893.0,29.0,1.0
136864.0,58.0,Female,27.0,13.0,5.0,14.0,Basic,Annual,482.0,6.0,1.0
136865.0,25.0,Male,30.0,25.0,4.0,29.0,Basic,Quarterly,687.0,18.0,1.0
136866.0,65.0,Female,41.0,8.0,4.0,25.0,Standard,Monthly,856.0,8.0,1.0
136867.0,58.0,Male,20.0,13.0,6.0,7.0,Basic,Monthly,514.0,12.0,1.0
136868.0,58.0,Female,24.0,10.0,1.0,15.0,Premium,Annual,687.0,10.0,1.0
136869.0,40.0,Male,51.0,17.0,3.0,18.0,Premium,Monthly,882.0,18.0,1.0
136870.0,32.0,Male,37.0,8.0,8.0,6.0,Premium,Monthly,499.0,6.0,1.0
136871.0,24.0,Male,9.0,10.0,0.0,12.0,Premium,Monthly,475.0,24.0,1.0
136872.0,50.0,Female,44.0,24.0,6.0,10.0,Basic,Monthly,928.0,7.0,1.0
136873.0,23.0,Female,9.0,14.0,10.0,6.0,Standard,Quarterly,334.0,9.0,1.0
136874.0,44.0,Female,10.0,30.0,9.0,19.0,Basic,Annual,229.0,10.0,1.0
136875.0,60.0,Female,54.0,12.0,0.0,13.0,Standard,Monthly,504.0,25.0,1.0
136876.0,57.0,Male,35.0,5.0,9.0,25.0,Standard,Monthly,869.0,10.0,1.0
136877.0,19.0,Female,37.0,1.0,9.0,11.0,Basic,Annual,951.0,28.0,1.0
136878.0,58.0,Male,31.0,8.0,3.0,27.0,Standard,Annual,307.0,4.0,1.0
136879.0,24.0,Male,15.0,12.0,10.0,20.0,Basic,Monthly,536.0,7.0,1.0
136880.0,35.0,Female,16.0,22.0,4.0,17.0,Standard,Monthly,632.0,7.0,1.0
136881.0,49.0,Male,55.0,10.0,2.0,20.0,Premium,Monthly,828.0,21.0,1.0
136882.0,61.0,Male,48.0,23.0,10.0,0.0,Basic,Quarterly,173.0,29.0,1.0
136883.0,38.0,Male,19.0,18.0,0.0,26.0,Standard,Quarterly,494.0,28.0,1.0
136884.0,35.0,Male,58.0,1.0,9.0,27.0,Basic,Quarterly,462.0,4.0,1.0
136885.0,29.0,Female,31.0,5.0,10.0,14.0,Premium,Quarterly,128.0,10.0,1.0
136887.0,41.0,Female,38.0,1.0,8.0,8.0,Premium,Quarterly,108.0,18.0,1.0
136889.0,20.0,Male,13.0,19.0,6.0,16.0,Standard,Monthly,241.0,12.0,1.0
136890.0,55.0,Female,14.0,5.0,7.0,8.0,Premium,Annual,482.0,25.0,1.0
136891.0,28.0,Male,23.0,27.0,1.0,20.0,Premium,Monthly,706.0,14.0,1.0
136892.0,21.0,Male,2.0,26.0,7.0,30.0,Basic,Annual,421.0,2.0,1.0
136893.0,49.0,Male,56.0,5.0,4.0,13.0,Standard,Monthly,929.0,21.0,1.0
136894.0,65.0,Female,24.0,3.0,1.0,24.0,Premium,Annual,788.0,15.0,1.0
136895.0,59.0,Male,33.0,16.0,6.0,1.0,Basic,Monthly,377.0,29.0,1.0
