Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency
40,1.0,1,0,44717,1,13,1.0,0,1,9,6,152.0,14.0
59,1.0,0,1,44718,0,28,21.0,1,0,3,54,643.0,15.0
25,1.0,1,0,44719,0,11,5.0,0,0,8,47,722.0,11.0
49,1.0,0,1,44720,1,5,19.0,0,0,7,53,696.0,26.0
43,1.0,0,1,44721,1,3,4.0,0,0,7,19,681.0,17.0
35,1.0,0,0,44722,1,18,29.0,1,0,2,55,581.0,1.0
48,1.0,1,0,44723,1,9,1.0,0,0,6,25,300.0,22.0
32,1.0,0,0,44724,0,11,1.0,1,0,1,6,325.0,1.0
64,1.0,0,0,44725,0,19,13.0,1,0,0,19,185.0,16.0
49,1.0,0,0,44726,0,29,9.0,0,1,9,10,954.0,25.0
39,1.0,0,0,44727,1,23,29.0,0,1,6,11,744.0,7.0
30,1.0,1,0,44728,1,8,12.0,0,0,1,32,356.0,22.0
55,1.0,1,0,44729,0,7,19.0,1,0,7,60,531.0,3.0
30,1.0,1,0,44730,0,3,17.0,1,0,2,21,141.0,9.0
55,1.0,0,1,44731,0,10,3.0,1,0,2,35,233.0,12.0
22,1.0,1,0,44732,0,11,28.0,0,0,8,55,980.0,9.0
25,1.0,1,0,44733,1,7,10.0,0,0,7,54,882.0,18.0
37,1.0,1,0,44734,1,18,5.0,0,0,9,43,289.0,23.0
21,1.0,0,0,44735,1,25,16.0,0,1,7,24,527.0,30.0
38,1.0,1,0,44736,0,8,18.0,1,0,4,9,924.0,30.0
29,1.0,1,0,44737,0,4,23.0,1,0,10,32,111.0,13.0
44,1.0,1,0,44738,1,7,16.0,1,0,1,27,499.0,7.0
22,1.0,0,0,44739,0,22,8.0,0,0,4,23,686.0,23.0
44,1.0,0,0,44740,0,21,19.0,0,0,7,3,909.0,24.0
48,1.0,0,0,44741,1,17,16.0,0,1,9,31,368.0,15.0
53,1.0,1,0,44742,0,14,16.0,0,0,8,36,366.0,26.0
22,1.0,0,1,44744,1,6,12.0,0,0,10,59,998.0,6.0
40,1.0,0,1,44745,0,15,28.0,1,0,3,14,739.0,26.0
50,1.0,1,0,44746,0,10,23.0,1,0,2,1,696.0,28.0
54,1.0,0,1,44747,1,10,15.0,1,0,9,1,998.0,15.0
50,1.0,0,0,44748,0,1,6.0,0,1,10,6,532.0,20.0
27,1.0,0,0,44749,1,21,24.0,0,1,7,47,902.0,25.0
64,1.0,0,1,44750,1,12,20.0,0,1,5,29,722.0,19.0
43,1.0,1,0,44751,0,14,14.0,0,1,9,35,681.0,28.0
44,1.0,0,0,44752,0,16,19.0,0,1,9,48,958.0,28.0
42,1.0,0,0,44753,0,7,5.0,1,0,7,29,748.0,19.0
32,1.0,0,1,44754,0,17,9.0,0,0,8,13,488.0,29.0
50,1.0,0,1,44755,1,11,23.0,0,0,0,36,708.0,16.0
37,1.0,0,1,44756,1,2,21.0,1,0,8,27,596.0,24.0
55,1.0,0,1,44757,1,16,0.0,1,0,0,56,510.0,30.0
40,1.0,0,1,44758,1,15,4.0,1,0,8,38,990.0,21.0
60,1.0,0,0,44759,1,12,27.0,0,0,2,42,497.0,26.0
61,1.0,0,0,44760,1,18,17.0,0,1,2,16,583.0,12.0
55,1.0,0,0,44761,1,26,14.0,0,0,0,34,878.0,25.0
48,1.0,1,0,44762,0,2,24.0,1,0,0,42,354.0,16.0
61,1.0,0,0,44763,1,24,12.0,0,1,10,29,445.0,16.0
46,1.0,0,1,44764,1,3,0.0,0,0,10,35,755.0,10.0
40,1.0,0,0,44765,0,27,15.0,1,0,7,22,356.0,14.0
59,1.0,1,0,44766,1,20,0.0,0,0,10,42,851.0,16.0
25,1.0,0,0,44767,0,28,10.0,0,1,8,45,819.0,3.0
55,1.0,0,0,44768,1,23,8.0,0,0,3,47,280.0,29.0
40,1.0,0,1,44769,0,18,14.0,0,1,6,1,320.0,7.0
40,1.0,0,1,44770,1,9,27.0,0,1,10,31,746.0,13.0
23,1.0,0,0,44771,1,23,30.0,1,0,0,9,717.0,5.0
54,1.0,0,1,44772,0,26,20.0,0,0,10,27,942.0,1.0
62,1.0,1,0,44773,1,22,6.0,1,0,9,19,718.0,7.0
22,1.0,0,0,44775,0,24,19.0,0,0,9,5,777.0,29.0
55,1.0,1,0,44776,0,20,12.0,0,1,0,8,455.0,16.0
65,1.0,0,1,44777,1,3,20.0,1,0,8,56,324.0,24.0
28,1.0,0,0,44778,0,23,9.0,0,1,8,29,730.0,24.0
64,1.0,0,0,44779,0,27,21.0,1,0,1,51,405.0,7.0
36,1.0,0,0,44780,1,3,11.0,1,0,9,43,318.0,25.0
37,1.0,0,0,44781,0,28,29.0,0,0,6,53,956.0,27.0
31,1.0,0,1,44782,1,29,5.0,1,0,4,18,288.0,26.0
41,1.0,0,0,44783,1,7,23.0,0,1,5,60,282.0,24.0
59,1.0,0,0,44785,1,28,6.0,1,0,1,27,591.0,30.0
58,1.0,1,0,44786,0,2,1.0,0,0,10,59,508.0,2.0
61,1.0,0,1,44787,1,23,17.0,1,0,2,11,449.0,28.0
62,1.0,0,0,44788,1,14,5.0,0,1,7,29,214.0,9.0
59,1.0,0,0,44789,1,6,8.0,0,1,9,5,517.0,8.0
19,1.0,1,0,44790,0,15,28.0,1,0,3,4,840.0,25.0
63,1.0,1,0,44791,0,3,9.0,0,0,0,8,905.0,21.0
60,1.0,0,1,44792,0,22,12.0,1,0,3,32,515.0,23.0
41,1.0,0,0,44793,1,14,2.0,0,1,8,39,733.0,27.0
55,1.0,1,0,44794,1,15,21.0,1,0,10,27,541.0,8.0
44,1.0,0,0,44795,0,14,26.0,0,0,2,47,664.0,17.0
24,1.0,1,0,44796,0,4,7.0,0,0,6,13,692.0,15.0
44,1.0,0,1,44798,0,11,8.0,0,0,7,20,883.0,5.0
42,1.0,0,0,44799,0,9,9.0,1,0,0,23,263.0,1.0
65,1.0,1,0,44800,1,22,26.0,0,1,4,9,556.0,24.0
61,1.0,0,1,44801,1,23,13.0,0,1,3,49,618.0,10.0
61,1.0,0,0,44802,0,4,19.0,0,0,3,11,482.0,14.0
30,1.0,0,1,44803,0,29,22.0,1,0,4,24,720.0,1.0
44,1.0,1,0,44804,1,14,13.0,1,0,0,53,627.0,29.0
48,1.0,1,0,44805,0,7,17.0,0,1,5,14,286.0,30.0
41,1.0,0,1,44806,1,14,24.0,0,0,2,51,877.0,21.0
62,1.0,1,0,44807,0,12,21.0,0,1,5,18,988.0,2.0
40,1.0,1,0,44808,1,1,5.0,0,0,4,59,862.0,3.0
57,1.0,0,1,44809,0,19,9.0,0,1,8,8,228.0,10.0
21,1.0,0,1,44810,0,28,25.0,1,0,1,28,500.0,28.0
26,1.0,0,0,44811,1,25,23.0,1,0,2,35,747.0,15.0
27,1.0,0,1,44812,1,1,28.0,0,1,0,8,574.0,22.0
38,1.0,0,0,44813,1,7,24.0,1,0,9,24,101.0,2.0
52,1.0,0,0,44814,0,17,11.0,0,1,1,41,859.0,5.0
30,1.0,1,0,44816,0,21,6.0,1,0,1,29,870.0,1.0
38,1.0,0,0,44817,1,9,12.0,0,1,5,34,228.0,24.0
65,1.0,1,0,44818,1,13,22.0,0,0,10,33,758.0,6.0
30,1.0,0,1,44819,1,2,20.0,0,0,8,26,241.0,16.0
65,1.0,1,0,44820,1,7,11.0,0,0,7,5,368.0,13.0
60,1.0,0,0,44821,0,20,0.0,1,0,2,5,899.0,5.0
29,1.0,1,0,44822,0,15,6.0,1,0,9,60,563.0,29.0
48,1.0,0,0,44823,0,17,8.0,0,0,3,8,377.0,11.0
24,1.0,0,1,44824,1,21,10.0,1,0,9,59,755.0,28.0
27,1.0,0,0,44825,0,18,23.0,1,0,3,15,896.0,14.0
53,1.0,1,0,44826,1,13,17.0,0,1,1,9,563.0,28.0
50,1.0,0,1,44827,1,23,24.0,1,0,9,22,106.0,16.0
55,1.0,1,0,44828,0,24,25.0,0,0,10,19,427.0,10.0
29,1.0,0,1,44829,0,3,21.0,0,1,6,33,823.0,9.0
31,1.0,0,0,44830,0,25,10.0,0,1,10,17,695.0,29.0
43,1.0,1,0,44831,1,6,29.0,1,0,5,6,326.0,21.0
47,1.0,1,0,44832,1,22,19.0,0,0,6,25,248.0,12.0
51,1.0,0,0,44833,0,6,2.0,0,0,10,19,197.0,8.0
30,1.0,1,0,44834,0,3,25.0,1,0,9,2,348.0,26.0
40,1.0,1,0,44835,1,22,10.0,1,0,7,15,718.0,27.0
26,1.0,0,0,44836,0,12,28.0,0,0,7,39,170.0,22.0
60,1.0,0,0,44837,0,18,7.0,0,0,3,50,537.0,2.0
48,1.0,1,0,44839,1,29,5.0,0,0,5,54,574.0,5.0
43,1.0,1,0,44840,0,19,29.0,1,0,6,13,543.0,22.0
31,1.0,0,0,44841,0,21,22.0,0,1,0,17,641.0,22.0
53,1.0,1,0,44842,1,29,25.0,0,1,9,5,667.0,26.0
53,1.0,0,1,44843,1,18,26.0,1,0,9,32,228.0,8.0
60,1.0,1,0,44844,1,8,4.0,1,0,3,1,304.0,18.0
24,1.0,0,0,44845,1,29,15.0,0,0,5,23,619.0,21.0
23,1.0,1,0,44846,0,10,7.0,0,0,7,42,432.0,7.0
49,1.0,1,0,44847,1,27,25.0,0,0,0,22,702.0,21.0
51,1.0,0,0,44848,0,22,9.0,0,1,6,35,872.0,24.0
27,1.0,1,0,44849,1,10,19.0,0,0,7,5,836.0,15.0
33,1.0,0,0,44850,0,3,9.0,0,1,7,37,592.0,24.0
65,1.0,0,1,44851,1,12,23.0,0,1,6,32,346.0,11.0
26,1.0,0,1,44852,1,12,0.0,0,0,10,43,655.0,24.0
41,1.0,0,0,44853,0,28,11.0,0,1,4,52,324.0,27.0
25,1.0,1,0,44854,0,24,10.0,0,0,5,16,669.0,3.0
53,1.0,1,0,44855,1,9,6.0,0,0,8,57,367.0,15.0
51,1.0,1,0,44856,1,15,25.0,0,0,10,46,444.0,1.0
33,1.0,0,0,44857,0,4,18.0,0,1,10,26,871.0,15.0
29,1.0,1,0,44858,0,19,18.0,0,1,2,42,894.0,30.0
42,1.0,0,0,44859,1,28,27.0,1,0,4,30,681.0,13.0
36,1.0,1,0,44860,0,13,16.0,0,0,6,25,680.0,4.0
38,1.0,0,1,44861,1,24,16.0,1,0,5,56,633.0,5.0
50,1.0,0,1,44862,0,4,25.0,0,0,1,15,824.0,24.0
19,1.0,1,0,44863,0,4,9.0,0,0,2,45,325.0,7.0
62,1.0,0,0,44864,1,10,13.0,1,0,10,50,525.0,13.0
47,1.0,0,1,44865,1,16,14.0,0,0,9,23,403.0,25.0
61,1.0,1,0,44866,1,27,11.0,0,0,6,2,267.0,9.0
48,1.0,0,0,44867,0,24,26.0,0,0,2,16,798.0,9.0
61,1.0,0,1,44868,0,5,9.0,0,0,3,21,459.0,9.0
35,1.0,0,0,44870,0,16,4.0,1,0,0,52,671.0,3.0
57,1.0,0,0,44871,0,29,23.0,0,1,1,51,181.0,24.0
40,1.0,1,0,44872,1,14,27.0,1,0,6,60,505.0,26.0
45,1.0,1,0,44873,0,24,27.0,0,1,2,38,111.0,1.0
45,1.0,0,1,44874,0,16,17.0,0,0,9,5,411.0,17.0
33,1.0,0,1,44875,1,17,6.0,0,0,8,50,521.0,21.0
44,1.0,1,0,44876,0,23,6.0,0,0,1,57,288.0,18.0
31,1.0,1,0,44877,1,8,17.0,0,0,2,46,847.0,14.0
63,1.0,1,0,44878,1,14,30.0,0,0,10,43,137.0,26.0
49,1.0,0,1,44879,0,7,6.0,0,0,1,20,833.0,8.0
64,1.0,0,0,44880,1,28,1.0,0,0,0,27,600.0,24.0
28,1.0,0,0,44881,1,29,23.0,0,1,6,6,215.0,6.0
38,1.0,1,0,44882,0,29,14.0,0,1,5,46,554.0,3.0
18,1.0,0,1,44883,0,19,20.0,1,0,7,37,746.0,23.0
28,1.0,1,0,44884,0,8,24.0,1,0,4,23,382.0,5.0
63,1.0,0,0,44885,0,21,30.0,1,0,9,52,465.0,16.0
61,1.0,0,0,44887,0,12,21.0,0,0,9,29,114.0,2.0
58,1.0,0,0,44888,0,18,3.0,0,0,2,2,609.0,25.0
64,1.0,0,1,44889,1,6,14.0,1,0,1,57,538.0,25.0
38,1.0,0,1,44890,1,2,12.0,0,0,8,50,193.0,10.0
46,1.0,0,1,44891,1,10,20.0,1,0,5,37,147.0,18.0
43,1.0,0,1,44892,1,9,18.0,1,0,1,45,246.0,10.0
60,1.0,0,1,44893,1,1,25.0,1,0,4,48,308.0,8.0
48,1.0,0,0,44894,1,16,30.0,0,0,10,10,455.0,29.0
21,1.0,1,0,44895,0,9,4.0,0,0,0,24,789.0,23.0
32,1.0,0,0,44896,0,16,10.0,0,1,5,21,223.0,2.0
45,1.0,1,0,44897,0,15,24.0,1,0,2,3,946.0,15.0
39,1.0,1,0,44898,1,18,28.0,1,0,5,58,215.0,15.0
27,1.0,0,0,44899,0,8,28.0,0,0,9,24,192.0,18.0
24,1.0,1,0,44900,0,5,5.0,1,0,6,28,386.0,7.0
31,1.0,0,1,44901,0,27,29.0,1,0,8,39,766.0,12.0
52,1.0,0,0,44902,0,29,16.0,1,0,6,53,266.0,24.0
22,1.0,0,1,44903,1,9,25.0,0,0,3,53,866.0,17.0
58,1.0,0,1,44904,0,9,8.0,1,0,0,5,379.0,11.0
27,1.0,0,1,44905,0,27,14.0,0,0,5,24,784.0,22.0
26,1.0,0,0,44906,0,18,22.0,0,0,2,6,176.0,29.0
18,1.0,0,0,44907,1,16,23.0,1,0,0,42,305.0,10.0
33,1.0,1,0,44908,1,24,14.0,0,0,6,6,608.0,30.0
49,1.0,0,1,44909,1,11,24.0,1,0,2,53,345.0,20.0
20,1.0,1,0,44910,0,11,7.0,1,0,6,45,387.0,9.0
64,1.0,0,0,44911,0,28,4.0,0,1,0,60,671.0,21.0
44,1.0,0,0,44912,0,4,5.0,1,0,0,29,309.0,7.0
45,1.0,0,0,44913,1,6,12.0,0,0,1,59,397.0,22.0
39,1.0,0,0,44914,0,20,28.0,1,0,0,35,566.0,9.0
47,1.0,0,0,44915,0,22,23.0,0,1,3,19,127.0,10.0
32,1.0,1,0,44916,1,5,19.0,0,0,5,43,858.0,18.0
35,1.0,0,0,44917,1,1,8.0,1,0,9,29,664.0,30.0
63,1.0,0,1,44918,1,28,26.0,0,1,8,54,691.0,1.0
61,1.0,1,0,44919,1,4,5.0,1,0,2,23,429.0,13.0
65,1.0,0,0,44920,1,8,9.0,0,1,4,56,169.0,15.0
33,1.0,0,0,44921,1,19,0.0,1,0,5,27,331.0,2.0
63,1.0,1,0,44922,1,7,29.0,0,1,5,13,299.0,18.0
24,1.0,0,0,44923,1,13,3.0,0,1,10,11,321.0,3.0
32,1.0,0,1,44924,0,22,26.0,0,0,7,22,414.0,13.0
31,1.0,0,0,44925,0,27,1.0,0,1,0,16,989.0,8.0
58,1.0,1,0,44926,0,14,18.0,0,0,5,26,731.0,10.0
48,1.0,0,0,44927,1,21,5.0,0,0,6,49,271.0,5.0
60,1.0,1,0,44928,1,14,15.0,1,0,7,60,828.0,9.0
51,1.0,0,0,44929,0,16,27.0,1,0,2,13,968.0,25.0
42,1.0,0,0,44930,0,16,19.0,0,1,10,20,996.0,15.0
43,1.0,1,0,44931,1,1,29.0,0,0,6,27,670.0,18.0
64,1.0,0,1,44932,1,9,15.0,0,1,10,29,458.0,12.0
65,1.0,1,0,44933,0,29,10.0,1,0,5,26,871.0,10.0
27,1.0,0,0,44934,0,28,30.0,1,0,0,23,691.0,2.0
57,1.0,0,0,44935,1,6,11.0,0,1,4,57,577.0,11.0
19,1.0,0,1,44937,1,13,6.0,0,0,8,51,470.0,21.0
57,1.0,1,0,44938,0,6,18.0,1,0,2,34,476.0,19.0
50,1.0,0,1,44939,1,24,28.0,0,0,7,18,503.0,8.0
65,1.0,0,1,44940,0,30,26.0,0,1,0,36,737.0,19.0
19,1.0,0,1,44941,1,5,26.0,0,0,0,44,755.0,8.0
32,1.0,1,0,44942,1,1,2.0,0,1,10,60,147.0,27.0
26,1.0,0,1,44943,1,16,23.0,0,1,5,36,329.0,30.0
34,1.0,1,0,44944,0,10,4.0,0,0,10,21,833.0,11.0
65,1.0,0,0,44945,0,20,0.0,0,0,6,54,919.0,4.0
36,1.0,0,1,44946,0,4,29.0,0,0,1,15,345.0,26.0
30,1.0,0,0,44947,1,5,21.0,1,0,4,51,804.0,28.0
18,1.0,1,0,44948,1,23,13.0,0,1,10,14,974.0,6.0
41,1.0,0,1,44949,0,11,26.0,1,0,2,8,473.0,20.0
47,1.0,0,1,44950,1,19,17.0,0,0,0,28,179.0,3.0
24,1.0,1,0,44951,1,1,25.0,0,1,0,38,533.0,19.0
39,1.0,0,0,44952,1,10,23.0,1,0,9,1,541.0,30.0
62,1.0,0,1,44953,0,3,26.0,1,0,6,1,757.0,11.0
37,1.0,0,1,44954,0,2,14.0,0,0,7,31,923.0,12.0
53,1.0,0,1,44955,1,10,21.0,0,1,0,57,834.0,16.0
30,1.0,0,1,44956,1,24,29.0,0,0,8,35,551.0,21.0
51,1.0,0,1,44957,0,14,27.0,0,1,4,54,464.0,18.0
20,1.0,0,0,44958,1,24,16.0,0,0,5,10,796.0,17.0
31,1.0,0,0,44959,0,22,21.0,1,0,0,25,277.0,15.0
19,1.0,1,0,44960,0,16,24.0,1,0,0,46,243.0,4.0
57,1.0,0,1,44961,0,22,26.0,1,0,9,40,517.0,18.0
62,1.0,0,1,44962,0,18,10.0,0,1,4,57,834.0,2.0
36,1.0,1,0,44963,0,3,22.0,0,1,9,17,167.0,29.0
49,1.0,0,1,44964,0,17,4.0,0,1,4,49,639.0,7.0
48,1.0,0,0,44965,1,6,10.0,0,1,5,21,141.0,23.0
37,1.0,0,0,44966,1,29,11.0,1,0,6,22,175.0,2.0
19,1.0,1,0,44967,0,10,30.0,0,0,4,10,934.0,14.0
61,1.0,0,0,44968,0,1,11.0,0,1,7,59,463.0,17.0
32,1.0,0,0,44969,1,16,3.0,1,0,6,36,286.0,18.0
34,1.0,1,0,44970,0,7,28.0,0,0,10,28,894.0,21.0
59,1.0,0,1,44971,0,21,30.0,1,0,4,28,141.0,21.0
38,1.0,1,0,44972,1,18,29.0,1,0,10,57,583.0,4.0
46,1.0,0,1,44973,0,24,18.0,0,1,1,15,319.0,23.0
50,1.0,0,1,44974,0,5,11.0,1,0,4,42,269.0,15.0
31,1.0,0,0,44975,0,12,25.0,0,0,7,13,569.0,4.0
42,1.0,1,0,44976,0,9,20.0,1,0,8,9,261.0,9.0
35,1.0,0,0,44977,0,25,17.0,0,1,1,43,909.0,30.0
49,1.0,0,0,44978,1,27,15.0,0,0,9,51,766.0,28.0
42,1.0,0,1,44979,0,16,26.0,0,0,8,54,360.0,19.0
55,1.0,1,0,44980,0,25,0.0,1,0,8,47,213.0,12.0
56,1.0,0,0,44981,1,22,19.0,1,0,7,36,842.0,19.0
25,1.0,0,1,44982,1,29,24.0,0,1,1,45,267.0,9.0
44,1.0,0,0,44983,1,22,0.0,1,0,7,31,353.0,25.0
25,1.0,1,0,44984,1,17,23.0,0,1,1,60,992.0,20.0
38,1.0,0,0,44985,0,27,0.0,1,0,4,53,675.0,15.0
44,1.0,1,0,44986,1,26,6.0,0,0,10,32,987.0,16.0
36,1.0,0,1,44987,1,4,19.0,1,0,5,44,152.0,18.0
37,1.0,0,0,44988,1,23,26.0,0,0,0,19,627.0,29.0
28,1.0,0,1,44989,0,16,23.0,0,0,2,44,117.0,6.0
64,1.0,1,0,44990,1,17,27.0,0,1,1,33,744.0,6.0
55,1.0,1,0,44991,0,23,21.0,1,0,1,57,146.0,21.0
59,1.0,1,0,44992,0,18,1.0,0,0,6,53,882.0,28.0
32,1.0,0,0,44993,1,17,23.0,0,1,10,44,710.0,15.0
36,1.0,0,1,44994,0,23,30.0,0,0,2,42,675.0,7.0
62,1.0,0,1,44995,1,28,20.0,0,0,5,51,307.0,24.0
34,1.0,0,0,44996,1,17,11.0,0,0,5,16,923.0,6.0
21,1.0,0,1,44997,0,1,0.0,0,0,4,24,296.0,20.0
64,1.0,0,1,44998,0,11,9.0,0,0,3,28,416.0,25.0
20,1.0,0,1,44999,0,28,14.0,1,0,5,59,393.0,20.0
