Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency
54,1.0,0,0,181174,1,26,7.0,0,0,6,29,720.0,10.0
50,1.0,0,0,181175,0,11,9.0,1,0,5,52,120.0,13.0
59,1.0,0,0,181176,1,4,3.0,1,0,6,42,440.0,5.0
46,1.0,1,0,181177,1,7,20.0,1,0,4,22,946.0,25.0
56,1.0,0,1,181178,0,6,17.0,0,1,3,37,501.0,8.0
40,1.0,1,0,181179,0,3,28.0,0,1,2,11,766.0,13.0
29,1.0,1,0,181180,1,3,7.0,0,1,10,52,619.0,12.0
25,1.0,0,1,181181,1,23,12.0,0,1,9,46,795.0,5.0
58,1.0,0,0,181182,0,28,2.0,0,1,1,44,801.0,25.0
60,1.0,1,0,181183,0,7,28.0,0,1,1,43,777.0,26.0
60,1.0,1,0,181184,1,19,4.0,0,0,9,27,323.0,8.0
35,1.0,1,0,181185,1,8,7.0,0,0,3,60,660.0,13.0
36,0.0,0,0,181186,1,26,12.0,1,0,2,59,655.0,14.0
24,1.0,1,0,181187,0,8,29.0,0,0,8,30,945.0,5.0
36,1.0,0,0,181188,0,1,11.0,0,1,9,19,730.0,5.0
25,1.0,1,0,181189,1,27,30.0,1,0,0,38,405.0,6.0
50,1.0,1,0,181190,1,21,18.0,1,0,8,34,458.0,24.0
21,1.0,0,0,181191,1,7,0.0,1,0,6,27,556.0,5.0
34,1.0,0,1,181192,0,25,6.0,0,0,3,31,688.0,7.0
28,1.0,0,0,181193,0,18,10.0,0,0,9,53,792.0,11.0
62,1.0,0,0,181194,0,21,6.0,0,1,5,54,688.0,28.0
48,1.0,1,0,181195,0,24,20.0,1,0,10,36,946.0,11.0
63,1.0,0,1,181196,0,11,12.0,1,0,0,22,877.0,10.0
20,1.0,0,1,181197,0,5,9.0,1,0,2,31,134.0,10.0
37,1.0,0,0,181198,0,6,29.0,1,0,10,1,723.0,23.0
58,1.0,1,0,181199,1,6,4.0,0,1,4,16,631.0,24.0
57,1.0,1,0,181200,0,26,6.0,1,0,8,46,671.0,19.0
62,1.0,0,1,181201,0,20,1.0,0,1,0,3,291.0,21.0
50,1.0,0,1,181202,0,9,21.0,1,0,6,26,491.0,15.0
65,1.0,0,0,181203,0,12,24.0,0,0,7,7,819.0,22.0
34,1.0,0,0,181204,1,21,21.0,0,1,2,25,897.0,28.0
62,1.0,0,0,181205,0,14,8.0,0,1,4,4,853.0,13.0
64,1.0,0,1,181206,0,20,11.0,1,0,2,14,462.0,12.0
42,1.0,0,0,181207,0,6,8.0,0,1,5,10,918.0,18.0
31,0.0,0,1,181208,1,10,7.0,1,0,2,37,847.0,9.0
37,1.0,1,0,181209,0,4,29.0,0,1,4,37,777.0,9.0
58,1.0,0,1,181210,1,27,16.0,0,1,3,37,957.0,13.0
63,1.0,0,1,181211,0,15,0.0,0,1,2,34,540.0,30.0
40,1.0,0,1,181212,1,28,14.0,1,0,1,54,438.0,26.0
57,1.0,0,1,181213,0,11,14.0,1,0,4,44,762.0,22.0
65,1.0,0,0,181214,1,19,2.0,1,0,4,21,377.0,4.0
29,1.0,0,1,181215,0,5,20.0,0,1,9,31,256.0,2.0
30,1.0,1,0,181216,0,19,20.0,1,0,4,40,547.0,23.0
35,1.0,0,0,181217,1,15,13.0,0,0,7,30,819.0,2.0
26,1.0,0,0,181218,1,4,27.0,1,0,4,41,959.0,20.0
37,1.0,0,0,181219,1,13,26.0,0,0,10,60,330.0,14.0
54,1.0,0,0,181220,1,23,1.0,0,1,6,34,751.0,8.0
38,0.0,0,1,181221,1,14,12.0,1,0,3,19,923.0,24.0
53,1.0,0,0,181222,0,9,29.0,1,0,0,21,433.0,16.0
42,1.0,0,0,181223,1,19,28.0,1,0,8,27,722.0,19.0
48,1.0,0,0,181224,0,29,11.0,0,1,3,2,806.0,23.0
29,1.0,1,0,181225,0,15,0.0,0,1,7,49,740.0,17.0
62,1.0,1,0,181226,1,19,14.0,0,1,1,31,931.0,17.0
47,1.0,1,0,181227,0,1,24.0,1,0,7,23,317.0,22.0
62,1.0,1,0,181228,1,28,2.0,0,1,1,57,511.0,18.0
64,1.0,0,1,181229,1,28,23.0,1,0,6,58,814.0,18.0
39,1.0,0,1,181230,0,5,10.0,1,0,2,58,463.0,22.0
65,1.0,0,0,181231,0,26,20.0,0,1,9,9,188.0,28.0
35,1.0,1,0,181232,0,26,29.0,1,0,0,44,224.0,19.0
33,1.0,1,0,181233,0,29,16.0,0,0,2,34,594.0,6.0
25,1.0,0,0,181234,0,5,12.0,0,1,7,7,759.0,8.0
52,1.0,0,0,181235,0,16,18.0,0,1,2,59,205.0,11.0
43,1.0,0,0,181236,0,14,17.0,0,0,5,10,934.0,29.0
32,1.0,1,0,181237,0,11,11.0,0,1,0,15,519.0,9.0
53,1.0,1,0,181238,1,22,18.0,0,1,0,33,621.0,22.0
57,1.0,0,1,181239,1,23,6.0,0,0,10,55,113.0,19.0
25,1.0,0,0,181240,0,19,28.0,0,1,1,48,632.0,16.0
41,1.0,0,0,181241,0,20,14.0,0,1,2,56,215.0,7.0
27,1.0,1,0,181242,1,22,20.0,1,0,8,37,183.0,26.0
59,1.0,0,0,181243,0,25,27.0,0,1,2,37,840.0,24.0
43,1.0,0,1,181244,0,22,4.0,1,0,3,31,181.0,4.0
50,1.0,0,0,181245,0,16,16.0,0,1,10,18,622.0,24.0
30,1.0,1,0,181246,1,18,0.0,1,0,9,49,146.0,25.0
56,1.0,0,1,181247,0,17,20.0,0,0,7,52,195.0,30.0
26,1.0,1,0,181248,0,25,1.0,0,0,9,6,297.0,13.0
60,1.0,1,0,181249,1,4,18.0,0,1,4,43,932.0,15.0
28,1.0,0,0,181250,0,8,25.0,0,1,10,13,578.0,4.0
41,1.0,0,0,181251,1,27,13.0,0,0,9,32,968.0,26.0
35,1.0,1,0,181252,0,12,10.0,0,1,5,34,686.0,30.0
28,1.0,0,0,181253,1,4,8.0,1,0,8,50,172.0,28.0
18,1.0,0,0,181254,0,11,8.0,0,0,0,34,187.0,24.0
20,1.0,0,1,181255,0,8,14.0,1,0,5,38,906.0,3.0
38,1.0,0,0,181256,0,23,19.0,0,1,8,41,530.0,8.0
33,1.0,0,0,181257,0,10,11.0,0,0,7,32,761.0,17.0
35,1.0,0,1,181258,1,20,2.0,0,1,6,30,184.0,19.0
62,1.0,0,0,181259,0,23,24.0,1,0,4,19,241.0,26.0
18,1.0,1,0,181260,1,28,28.0,0,1,6,33,952.0,17.0
29,0.0,0,1,181261,1,27,0.0,0,1,2,25,682.0,23.0
57,1.0,0,0,181262,1,23,15.0,1,0,2,25,300.0,6.0
56,1.0,1,0,181263,0,4,5.0,0,0,10,7,159.0,13.0
61,1.0,0,1,181264,1,11,5.0,1,0,7,9,936.0,1.0
51,1.0,1,0,181265,0,30,18.0,0,1,7,58,178.0,24.0
26,1.0,1,0,181266,0,7,21.0,0,0,9,49,282.0,8.0
41,1.0,0,0,181267,1,16,21.0,0,0,9,13,888.0,14.0
29,1.0,0,0,181268,0,19,28.0,0,0,10,60,713.0,21.0
32,1.0,0,1,181269,0,30,22.0,0,0,5,6,986.0,23.0
30,1.0,0,1,181270,0,1,3.0,0,1,1,12,438.0,8.0
59,1.0,1,0,181271,0,2,9.0,0,0,10,44,631.0,18.0
40,1.0,1,0,181272,0,1,23.0,1,0,3,50,371.0,19.0
20,1.0,1,0,181273,0,18,17.0,0,0,8,30,342.0,23.0
23,1.0,0,0,181274,1,30,28.0,1,0,4,31,994.0,15.0
30,1.0,0,0,181275,0,18,4.0,0,0,1,44,696.0,1.0
19,0.0,0,1,181276,1,4,3.0,1,0,1,3,584.0,1.0
33,0.0,0,1,181277,0,7,15.0,1,0,3,26,576.0,11.0
29,1.0,0,1,181278,0,6,19.0,0,0,10,26,675.0,7.0
44,1.0,0,0,181279,0,2,16.0,0,1,10,12,796.0,30.0
21,1.0,0,0,181280,1,14,5.0,1,0,4,4,297.0,29.0
65,1.0,0,1,181281,0,29,5.0,1,0,7,56,954.0,17.0
41,1.0,0,1,181282,1,16,18.0,0,0,5,38,735.0,2.0
27,1.0,0,1,181283,0,23,21.0,0,0,6,11,839.0,21.0
39,1.0,1,0,181284,1,30,6.0,0,0,6,2,195.0,11.0
57,1.0,0,1,181285,0,1,18.0,0,0,8,14,771.0,22.0
42,0.0,0,1,181286,1,2,17.0,0,1,0,15,808.0,23.0
36,1.0,1,0,181287,1,14,26.0,0,0,5,40,805.0,26.0
18,1.0,0,1,181288,1,3,15.0,0,0,0,6,326.0,4.0
32,1.0,1,0,181289,0,6,11.0,1,0,1,43,546.0,22.0
65,1.0,0,0,181290,0,30,23.0,0,1,9,1,412.0,3.0
40,0.0,0,0,181291,1,5,20.0,1,0,3,2,597.0,5.0
31,1.0,1,0,181292,0,5,6.0,0,1,9,40,416.0,6.0
40,1.0,0,1,181293,1,25,13.0,0,0,3,57,330.0,21.0
64,1.0,1,0,181294,1,24,7.0,0,1,0,50,564.0,7.0
46,1.0,1,0,181295,0,25,9.0,0,0,8,39,129.0,7.0
31,0.0,0,0,181296,0,3,16.0,0,1,3,55,544.0,14.0
26,1.0,0,1,181297,0,13,9.0,0,1,9,55,859.0,12.0
52,1.0,1,0,181298,0,21,24.0,0,0,0,42,545.0,19.0
30,1.0,1,0,181299,0,29,22.0,0,0,8,47,375.0,28.0
23,1.0,1,0,181300,1,18,2.0,0,1,0,17,436.0,21.0
24,0.0,0,1,181301,1,12,0.0,0,0,2,37,752.0,29.0
40,1.0,0,0,181302,1,1,12.0,0,0,5,45,780.0,29.0
65,1.0,0,1,181303,0,18,23.0,1,0,7,46,278.0,27.0
31,1.0,0,1,181304,1,3,12.0,1,0,6,15,498.0,21.0
35,1.0,0,0,181305,0,22,25.0,1,0,4,20,290.0,24.0
56,1.0,1,0,181306,1,21,4.0,0,0,1,40,713.0,26.0
39,0.0,0,0,181307,1,26,16.0,1,0,3,46,767.0,28.0
21,1.0,0,1,181308,1,19,21.0,1,0,3,36,564.0,8.0
36,1.0,0,0,181309,0,9,16.0,1,0,8,52,406.0,28.0
52,1.0,0,0,181310,0,1,21.0,0,0,8,10,332.0,15.0
50,1.0,0,1,181311,1,3,4.0,0,1,9,30,988.0,23.0
25,0.0,0,1,181312,0,10,8.0,1,0,1,37,627.0,12.0
39,1.0,0,0,181313,1,27,3.0,0,1,9,8,248.0,6.0
49,1.0,0,0,181314,1,14,29.0,0,1,3,58,107.0,13.0
24,1.0,0,0,181315,1,12,24.0,0,0,0,32,874.0,20.0
40,1.0,0,0,181316,1,3,27.0,1,0,5,39,158.0,14.0
24,1.0,0,0,181317,1,25,1.0,0,1,4,11,382.0,26.0
44,0.0,0,1,181318,0,14,10.0,0,0,2,13,842.0,19.0
38,1.0,0,0,181319,0,23,30.0,1,0,6,54,926.0,20.0
57,1.0,0,0,181320,0,21,9.0,1,0,6,18,876.0,20.0
25,1.0,0,0,181321,0,3,26.0,1,0,3,13,676.0,1.0
30,1.0,0,0,181322,0,17,5.0,0,1,6,57,789.0,12.0
40,1.0,1,0,181323,0,4,4.0,0,1,6,9,768.0,21.0
52,1.0,1,0,181324,0,28,5.0,0,0,4,33,654.0,8.0
42,1.0,1,0,181325,0,1,27.0,0,1,10,38,389.0,19.0
46,1.0,1,0,181326,0,5,10.0,1,0,9,18,764.0,11.0
41,1.0,1,0,181327,0,20,19.0,0,0,7,15,543.0,28.0
49,1.0,0,0,181328,1,19,10.0,0,1,7,23,260.0,9.0
64,1.0,0,0,181329,1,22,0.0,0,1,2,43,181.0,16.0
57,1.0,0,0,181330,1,7,27.0,0,1,7,15,187.0,25.0
19,1.0,0,0,181331,0,21,21.0,0,0,5,34,539.0,23.0
28,1.0,1,0,181332,1,20,4.0,0,1,6,42,978.0,10.0
23,1.0,0,0,181333,1,17,11.0,1,0,5,27,469.0,25.0
34,1.0,1,0,181334,1,3,26.0,0,0,2,10,936.0,25.0
50,1.0,0,1,181335,1,13,30.0,1,0,9,45,268.0,19.0
33,0.0,0,1,181336,0,15,6.0,0,1,1,39,904.0,4.0
54,1.0,0,1,181337,1,1,25.0,1,0,2,30,103.0,25.0
52,1.0,0,0,181338,1,3,20.0,0,0,9,48,110.0,18.0
45,1.0,0,0,181339,0,30,27.0,0,0,5,19,883.0,23.0
55,1.0,0,0,181340,0,27,24.0,0,0,10,58,438.0,24.0
24,1.0,0,1,181341,0,27,27.0,0,1,1,44,424.0,30.0
50,0.0,0,1,181342,1,16,13.0,0,1,4,24,540.0,27.0
36,1.0,1,0,181343,1,17,1.0,0,1,9,55,468.0,27.0
65,1.0,0,0,181344,0,20,11.0,0,0,2,6,179.0,6.0
59,1.0,0,1,181345,1,23,30.0,0,0,2,15,242.0,16.0
64,1.0,1,0,181346,0,15,15.0,0,0,9,24,962.0,22.0
48,1.0,1,0,181347,0,12,17.0,1,0,0,59,217.0,19.0
30,1.0,1,0,181348,1,21,30.0,1,0,5,22,315.0,8.0
50,1.0,0,0,181349,0,20,24.0,0,1,2,14,618.0,29.0
23,1.0,0,0,181350,1,6,17.0,1,0,4,4,922.0,26.0
55,1.0,0,0,181351,0,1,27.0,1,0,6,17,199.0,28.0
33,1.0,0,0,181352,1,7,11.0,1,0,1,30,340.0,5.0
18,1.0,1,0,181353,0,22,16.0,1,0,1,47,444.0,2.0
20,1.0,0,1,181354,1,10,4.0,0,1,2,19,475.0,25.0
42,1.0,0,0,181355,1,18,21.0,0,1,7,3,639.0,15.0
26,1.0,0,0,181356,1,7,3.0,1,0,6,30,133.0,7.0
54,1.0,1,0,181357,1,6,8.0,0,0,0,12,436.0,20.0
22,1.0,1,0,181358,0,5,18.0,0,0,7,9,961.0,2.0
25,1.0,0,0,181359,1,20,27.0,1,0,6,50,966.0,11.0
40,1.0,0,1,181360,1,18,18.0,1,0,6,36,898.0,2.0
28,1.0,0,1,181361,0,22,28.0,0,0,0,8,599.0,1.0
60,1.0,0,0,181362,0,18,14.0,0,0,8,16,245.0,25.0
18,1.0,0,0,181363,0,11,3.0,0,1,7,40,202.0,28.0
30,0.0,0,0,181364,1,5,7.0,1,0,2,4,818.0,25.0
22,1.0,0,1,181365,1,16,12.0,0,0,5,8,624.0,7.0
44,1.0,1,0,181366,1,8,19.0,0,0,1,30,345.0,5.0
55,1.0,1,0,181367,1,27,16.0,1,0,4,55,349.0,21.0
37,1.0,1,0,181368,0,11,3.0,1,0,5,10,486.0,18.0
26,1.0,0,1,181369,1,18,15.0,1,0,10,26,877.0,18.0
57,1.0,1,0,181370,1,20,12.0,1,0,6,4,625.0,6.0
22,1.0,1,0,181371,1,22,9.0,0,1,2,5,721.0,28.0
51,1.0,0,0,181372,1,23,9.0,1,0,0,34,982.0,4.0
35,1.0,1,0,181373,1,11,15.0,1,0,1,24,443.0,14.0
48,1.0,0,1,181374,0,25,9.0,0,0,9,50,644.0,15.0
31,1.0,1,0,181375,1,30,6.0,0,0,4,10,243.0,17.0
49,1.0,0,1,181376,1,25,30.0,0,1,9,56,164.0,4.0
47,1.0,0,0,181377,0,20,21.0,0,1,5,57,290.0,29.0
18,1.0,1,0,181378,0,18,18.0,1,0,9,9,817.0,10.0
44,1.0,0,1,181379,1,6,11.0,0,1,1,4,355.0,9.0
34,1.0,0,1,181380,0,15,9.0,0,1,7,21,914.0,15.0
46,1.0,1,0,181381,1,29,13.0,0,0,3,17,490.0,11.0
28,1.0,0,1,181382,1,2,1.0,0,0,5,28,231.0,17.0
63,1.0,0,1,181383,0,4,29.0,0,0,5,26,513.0,3.0
54,1.0,0,1,181384,1,21,26.0,1,0,1,4,438.0,18.0
27,1.0,0,1,181385,0,25,26.0,0,1,0,47,891.0,3.0
39,1.0,0,1,181386,0,11,20.0,0,1,9,21,662.0,26.0
46,1.0,1,0,181387,1,26,19.0,0,1,1,33,330.0,21.0
59,1.0,1,0,181388,0,11,13.0,0,0,8,14,135.0,10.0
54,1.0,0,1,181389,1,4,29.0,0,1,2,7,764.0,13.0
32,1.0,0,1,181390,1,21,23.0,0,0,9,49,412.0,8.0
24,1.0,1,0,181391,1,25,23.0,0,0,0,44,481.0,1.0
21,1.0,0,1,181392,0,30,15.0,0,1,9,47,917.0,28.0
19,1.0,0,1,181393,0,29,7.0,0,1,3,59,732.0,18.0
52,1.0,0,0,181394,0,8,27.0,1,0,10,36,830.0,16.0
29,1.0,0,0,181395,0,10,15.0,1,0,1,27,466.0,21.0
62,1.0,0,1,181396,1,21,0.0,1,0,0,56,735.0,17.0
29,1.0,1,0,181397,1,6,30.0,0,0,2,5,923.0,2.0
18,1.0,0,0,181398,0,20,25.0,0,0,8,42,988.0,7.0
65,1.0,0,1,181399,0,24,1.0,1,0,2,45,437.0,5.0
39,1.0,1,0,181400,0,13,14.0,1,0,3,10,653.0,6.0
20,1.0,1,0,181401,1,17,13.0,1,0,8,33,420.0,11.0
27,1.0,0,1,181402,1,3,15.0,0,0,1,32,287.0,23.0
63,1.0,0,1,181403,0,4,4.0,0,1,8,22,569.0,1.0
20,1.0,0,0,181404,0,19,14.0,0,1,7,12,253.0,25.0
48,1.0,1,0,181405,0,14,21.0,0,1,6,39,818.0,22.0
45,1.0,1,0,181406,1,29,5.0,0,0,9,27,667.0,19.0
37,1.0,1,0,181407,0,22,23.0,0,0,4,32,131.0,14.0
55,1.0,0,1,181408,1,20,23.0,0,0,1,14,900.0,10.0
65,1.0,1,0,181409,1,15,6.0,0,1,0,54,943.0,5.0
26,1.0,0,1,181410,1,17,26.0,0,0,0,2,487.0,2.0
53,1.0,0,1,181411,1,17,23.0,0,0,1,59,632.0,20.0
53,1.0,0,1,181412,1,19,15.0,0,0,9,18,180.0,2.0
40,1.0,1,0,181413,1,19,6.0,0,1,5,7,344.0,25.0
53,1.0,1,0,181414,1,19,13.0,0,0,1,48,307.0,29.0
52,1.0,0,0,181415,1,27,8.0,0,1,9,5,335.0,13.0
56,1.0,0,1,181416,1,10,6.0,1,0,6,27,591.0,24.0
46,1.0,0,1,181417,1,20,6.0,0,0,7,41,186.0,24.0
42,1.0,1,0,181418,1,28,28.0,0,0,9,33,965.0,7.0
24,1.0,1,0,181419,1,22,27.0,0,0,0,40,925.0,26.0
60,1.0,1,0,181420,0,7,15.0,0,0,1,18,772.0,19.0
64,1.0,0,0,181421,1,16,24.0,0,0,7,8,265.0,14.0
37,1.0,1,0,181422,0,4,2.0,0,0,7,48,479.0,23.0
20,1.0,1,0,181423,0,20,20.0,0,1,0,8,185.0,5.0
43,1.0,1,0,181424,0,22,27.0,0,0,4,44,289.0,27.0
38,1.0,0,1,181425,1,22,4.0,0,1,1,38,443.0,16.0
61,1.0,1,0,181426,1,8,15.0,0,0,7,47,295.0,11.0
36,1.0,0,0,181427,1,12,28.0,1,0,7,40,765.0,6.0
57,1.0,1,0,181428,0,25,18.0,0,0,2,11,169.0,20.0
20,1.0,0,1,181429,0,15,11.0,1,0,10,6,879.0,12.0
28,1.0,0,1,181430,1,11,24.0,1,0,6,25,896.0,6.0
63,1.0,1,0,181431,1,4,17.0,0,0,3,20,438.0,1.0
47,1.0,0,1,181432,1,23,27.0,0,0,2,51,290.0,16.0
40,1.0,0,1,181433,1,16,9.0,0,0,9,17,446.0,10.0
25,1.0,0,0,181434,0,10,7.0,0,1,7,51,305.0,9.0
52,1.0,1,0,181435,0,13,20.0,1,0,9,39,141.0,9.0
25,1.0,1,0,181436,0,9,8.0,1,0,8,55,933.0,22.0
52,1.0,0,0,181437,1,28,14.0,1,0,9,24,606.0,25.0
22,1.0,1,0,181438,1,27,9.0,0,0,8,35,330.0,11.0
46,1.0,0,1,181439,1,29,12.0,1,0,9,30,602.0,10.0
48,1.0,1,0,181440,1,8,16.0,0,1,5,27,359.0,19.0
58,1.0,1,0,181441,0,10,0.0,0,1,10,41,721.0,7.0
63,1.0,0,0,181442,1,17,28.0,0,0,5,25,335.0,6.0
35,1.0,0,0,181443,1,26,30.0,1,0,7,60,174.0,24.0
62,1.0,0,1,181444,1,8,26.0,1,0,2,40,711.0,5.0
46,1.0,0,1,181445,0,6,5.0,0,1,10,44,708.0,4.0
45,1.0,0,1,181446,0,29,19.0,1,0,3,38,486.0,5.0
47,1.0,1,0,181447,1,9,6.0,0,1,0,56,448.0,2.0
59,1.0,0,1,181448,0,27,29.0,1,0,6,44,277.0,12.0
27,1.0,0,0,181449,1,9,26.0,0,0,4,55,825.0,28.0
35,1.0,0,1,181450,1,12,5.0,1,0,10,10,516.0,4.0
53,1.0,1,0,181451,0,8,16.0,1,0,4,27,751.0,16.0
47,1.0,0,1,181452,1,20,6.0,1,0,5,41,484.0,24.0
24,1.0,0,0,181453,0,12,10.0,0,1,10,59,846.0,26.0
19,1.0,0,1,181454,1,30,29.0,0,1,4,39,175.0,29.0
50,1.0,0,0,181455,0,27,16.0,0,1,1,46,245.0,17.0
22,1.0,0,1,181456,1,10,14.0,0,0,8,3,603.0,26.0
52,1.0,0,0,181457,0,7,1.0,1,0,0,55,208.0,10.0
49,1.0,0,1,181458,0,18,29.0,1,0,8,41,238.0,30.0
34,1.0,1,0,181459,0,20,4.0,0,0,3,26,348.0,25.0
54,1.0,0,0,181460,1,25,29.0,1,0,1,10,424.0,20.0
34,1.0,0,0,181461,0,29,23.0,0,1,6,4,228.0,15.0
22,1.0,0,0,181462,1,12,23.0,0,1,7,37,719.0,26.0
32,1.0,1,0,181463,1,5,11.0,0,1,10,15,363.0,14.0
47,1.0,1,0,181464,0,6,1.0,1,0,3,21,766.0,16.0
48,1.0,1,0,181465,0,4,5.0,0,0,7,56,535.0,16.0
64,1.0,0,1,181466,0,4,18.0,0,0,3,52,309.0,24.0
34,1.0,0,0,181467,0,20,11.0,0,1,10,25,881.0,16.0
54,1.0,0,1,181468,1,27,12.0,1,0,3,59,283.0,6.0
22,1.0,1,0,181469,1,3,4.0,0,1,3,4,398.0,19.0
60,1.0,0,0,181470,0,25,9.0,0,1,1,45,794.0,22.0
59,1.0,0,0,181471,0,23,30.0,0,1,8,25,448.0,21.0
21,1.0,1,0,181472,1,15,0.0,1,0,7,9,859.0,14.0
46,1.0,0,0,181473,0,11,14.0,0,1,3,29,177.0,28.0
35,1.0,1,0,181474,0,1,15.0,1,0,3,14,934.0,3.0
57,1.0,0,0,181475,1,2,21.0,0,0,8,24,413.0,19.0
53,1.0,0,0,181476,0,9,18.0,0,0,10,11,447.0,25.0
24,1.0,1,0,181477,1,5,21.0,0,0,8,1,656.0,28.0
31,1.0,0,1,181478,1,3,8.0,1,0,0,11,397.0,30.0
43,1.0,0,0,181479,1,24,15.0,0,1,9,52,827.0,23.0
36,1.0,1,0,181480,0,23,6.0,0,0,8,46,998.0,19.0
28,1.0,0,0,181481,1,6,17.0,1,0,3,35,731.0,8.0
59,1.0,0,1,181482,1,18,15.0,1,0,6,52,940.0,29.0
60,1.0,0,1,181483,1,21,11.0,0,0,6,33,596.0,8.0
51,1.0,1,0,181484,1,3,12.0,0,0,3,23,562.0,3.0
39,1.0,0,0,181485,1,11,26.0,0,1,0,15,360.0,29.0
47,1.0,0,1,181486,0,14,15.0,1,0,7,16,251.0,25.0
56,1.0,1,0,181487,0,1,28.0,1,0,9,9,837.0,17.0
40,1.0,1,0,181488,0,10,21.0,1,0,3,23,870.0,19.0
40,1.0,0,1,181489,0,1,2.0,1,0,4,26,279.0,7.0
41,1.0,0,1,181490,1,24,7.0,0,0,7,49,142.0,2.0
58,1.0,0,1,181491,0,16,27.0,0,0,10,59,788.0,25.0
31,0.0,0,1,181492,1,5,6.0,0,1,2,31,681.0,14.0
57,1.0,0,0,181493,0,6,0.0,1,0,1,7,939.0,29.0
65,1.0,0,1,181494,1,3,23.0,1,0,6,55,149.0,12.0
34,1.0,0,1,181495,1,26,2.0,1,0,8,43,744.0,8.0
61,1.0,0,0,181496,0,8,23.0,0,1,9,9,232.0,9.0
41,1.0,0,0,181497,1,2,22.0,0,0,5,8,997.0,10.0
41,1.0,0,0,181498,1,15,10.0,0,0,0,19,709.0,5.0
57,1.0,0,0,181499,1,24,24.0,0,1,7,29,737.0,8.0
28,1.0,0,0,181500,1,27,6.0,0,0,5,36,707.0,27.0
25,1.0,0,1,181501,1,16,30.0,0,0,0,49,309.0,18.0
54,1.0,1,0,181502,0,2,1.0,1,0,4,22,158.0,23.0
43,1.0,1,0,181503,1,29,0.0,0,1,2,17,723.0,14.0
33,1.0,1,0,181504,1,28,30.0,0,1,5,16,653.0,19.0
58,1.0,0,1,181505,0,30,14.0,0,1,9,5,585.0,7.0
33,1.0,0,0,181506,0,16,12.0,0,0,6,37,418.0,13.0
22,1.0,0,1,181507,1,3,8.0,1,0,9,58,729.0,23.0
23,1.0,1,0,181508,1,2,23.0,1,0,10,52,514.0,20.0
45,1.0,0,1,181509,1,2,3.0,1,0,5,22,806.0,8.0
49,1.0,1,0,181510,0,13,17.0,0,0,9,46,813.0,8.0
19,1.0,0,0,181511,0,17,7.0,1,0,10,27,381.0,26.0
39,1.0,1,0,181512,1,3,3.0,0,1,9,28,857.0,7.0
19,1.0,0,1,181513,1,15,12.0,1,0,7,16,854.0,5.0
37,1.0,0,0,181514,1,6,0.0,0,0,7,54,418.0,15.0
63,1.0,0,0,181515,0,8,17.0,1,0,2,9,312.0,10.0
28,1.0,0,1,181516,1,11,13.0,1,0,8,14,632.0,28.0
65,1.0,0,1,181517,1,22,13.0,0,0,0,41,779.0,11.0
