CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Quarterly
360846,24,31,27.0,0,9.0,783.74,10,0.0,0,0,1,0
360847,25,33,12.0,1,6.0,601.17,15,0.0,0,0,0,0
360848,26,7,9.0,0,18.0,904.6,1,0.0,0,0,0,0
360849,40,53,7.0,3,11.0,622.6,14,0.0,0,0,0,1
360850,43,17,14.0,3,2.0,703.77,6,0.0,1,1,0,1
360851,42,42,12.0,2,5.0,942.64,12,0.0,1,1,0,1
360852,19,44,14.0,1,8.0,655.32,26,0.0,1,1,0,1
360853,44,40,13.0,0,9.0,817.19,5,0.0,0,0,0,0
360854,46,14,12.0,0,10.0,721.93,29,0.0,1,0,1,0
360855,24,43,29.0,1,1.0,986.99,12,0.0,0,1,0,0
360856,47,29,25.0,1,19.0,706.66,7,0.0,1,0,0,0
360857,49,24,12.0,4,0.0,864.01,8,0.0,1,1,0,0
360858,27,35,25.0,1,3.0,863.24,11,0.0,0,0,0,1
360859,50,17,11.0,0,20.0,540.14,2,0.0,1,1,0,1
360860,45,41,3.0,2,3.0,878.21,7,0.0,0,1,0,1
360861,49,7,14.0,4,19.0,971.04,14,0.0,1,1,0,0
360862,29,31,30.0,2,7.0,510.25,18,0.0,1,1,0,0
360863,26,18,29.0,0,1.0,813.48,11,0.0,0,1,0,1
360864,44,27,2.0,1,5.0,914.62,4,0.0,1,0,0,0
360865,50,39,27.0,2,5.0,967.34,2,0.0,1,1,0,1
360866,38,38,23.0,0,10.0,551.61,4,0.0,0,1,0,0
360867,24,40,5.0,0,8.0,805.99,17,0.0,1,0,0,1
360868,30,7,3.0,2,7.0,944.47,26,0.0,1,0,0,0
360869,50,22,22.0,1,5.0,753.54,24,0.0,1,1,0,0
360870,26,56,3.0,2,20.0,519.35,17,0.0,1,0,0,1
360871,37,41,18.0,2,9.0,979.45,3,0.0,1,1,0,1
360872,22,33,11.0,1,6.0,627.39,10,0.0,1,0,0,1
360873,35,37,9.0,0,19.0,795.34,2,0.0,0,0,0,0
360874,50,59,2.0,2,19.0,943.84,3,0.0,1,0,0,1
360875,50,25,27.0,4,0.0,693.7,1,0.0,1,1,0,0
360876,21,41,10.0,0,17.0,530.01,6,0.0,0,0,0,0
360877,24,30,23.0,0,0.0,990.43,12,0.0,0,0,1,0
360878,38,25,5.0,0,16.0,737.8,5,0.0,0,0,1,1
360879,27,33,19.0,0,17.0,808.0,20,0.0,1,0,0,1
360880,23,50,1.0,0,9.0,748.36,11,0.0,1,0,0,1
360881,37,37,4.0,0,6.0,930.85,7,0.0,0,1,0,0
360882,21,52,4.0,1,13.0,634.35,5,0.0,0,0,0,0
360883,35,41,23.0,1,10.0,972.46,21,0.0,1,1,0,0
360884,50,16,17.0,1,2.0,670.24,3,0.0,0,0,0,1
360885,36,19,23.0,0,12.0,649.16,15,0.0,0,1,0,1
360886,43,60,11.0,4,12.0,821.16,22,0.0,1,0,0,1
360887,37,36,27.0,1,1.0,664.47,12,0.0,0,0,0,1
360888,43,31,29.0,0,4.0,557.23,4,0.0,1,1,0,0
360889,19,8,21.0,0,1.0,901.02,12,0.0,0,0,1,1
360890,22,51,27.0,2,11.0,581.92,27,0.0,1,0,0,1
360891,28,17,23.0,0,13.0,563.75,15,0.0,1,1,0,1
360892,30,26,7.0,2,15.0,917.91,4,0.0,1,1,0,0
360893,22,42,18.0,0,8.0,776.83,11,0.0,0,0,1,1
360894,35,35,16.0,1,3.0,947.54,5,0.0,0,1,0,1
360895,42,29,26.0,1,3.0,603.72,12,0.0,1,0,0,1
360896,32,12,17.0,1,6.0,730.59,24,0.0,1,0,0,1
360897,37,55,30.0,3,18.0,738.22,29,0.0,1,1,0,0
360898,45,15,17.0,2,15.0,652.69,2,0.0,1,1,0,0
360899,49,10,16.0,0,3.0,547.88,25,0.0,1,0,0,0
360900,39,47,16.0,2,7.0,605.54,30,0.0,1,1,0,0
360901,21,41,23.0,1,1.0,506.59,23,0.0,1,1,0,0
360902,37,37,21.0,3,14.0,949.53,14,0.0,1,0,1,0
360903,30,51,24.0,2,14.0,953.37,29,0.0,1,1,0,1
360904,43,16,27.0,3,14.0,946.62,25,0.0,1,0,0,0
360905,25,28,22.0,2,14.0,858.2,23,0.0,1,1,0,0
360906,37,15,29.0,1,10.0,873.54,6,0.0,1,0,1,1
360907,34,55,20.0,2,9.0,616.47,6,0.0,0,0,1,1
360908,46,11,21.0,0,10.0,692.24,29,0.0,1,1,0,1
360909,46,16,18.0,3,2.0,733.76,11,0.0,0,1,0,0
360910,47,39,6.0,3,1.0,672.99,5,0.0,0,0,0,1
360911,42,11,21.0,4,15.0,771.83,29,0.0,1,0,1,1
360912,48,35,8.0,3,18.0,647.94,28,0.0,1,0,1,1
360913,42,43,11.0,2,16.0,911.34,24,0.0,1,0,0,1
360914,35,31,21.0,2,2.0,976.77,5,0.0,1,0,1,1
360915,36,33,17.0,1,4.0,804.06,26,0.0,1,0,0,1
360916,40,48,11.0,1,7.0,742.95,12,0.0,0,1,0,1
360917,48,38,2.0,4,18.0,590.27,5,0.0,0,0,0,1
360918,42,56,11.0,2,19.0,683.69,4,0.0,0,0,0,0
360919,45,46,11.0,3,14.0,545.87,3,0.0,1,0,0,1
360920,34,33,22.0,2,7.0,722.77,6,0.0,0,0,1,0
360921,37,25,9.0,2,18.0,885.39,12,0.0,1,0,0,0
360922,35,52,28.0,3,3.0,636.99,6,0.0,0,0,1,0
360923,36,53,5.0,2,19.0,919.26,12,0.0,0,1,0,0
360924,48,37,28.0,1,10.0,917.4,20,0.0,1,0,1,1
360925,42,10,13.0,0,15.0,562.74,1,0.0,1,1,0,1
360926,22,31,28.0,0,6.0,839.05,21,0.0,1,1,0,0
360927,18,10,19.0,0,15.0,506.43,13,0.0,1,0,1,0
360928,38,27,25.0,1,5.0,592.43,7,0.0,1,0,0,0
360929,20,56,20.0,2,14.0,758.58,4,0.0,0,1,0,1
360930,23,46,2.0,2,14.0,767.83,9,0.0,0,0,1,1
360931,46,30,9.0,0,9.0,961.25,20,0.0,1,0,0,0
360932,29,3,12.0,1,14.0,666.2,3,0.0,1,1,0,0
360933,23,10,23.0,0,10.0,599.68,2,0.0,1,0,1,0
360934,50,49,16.0,1,10.0,958.48,11,0.0,0,1,0,0
360935,19,25,11.0,0,7.0,605.82,9,0.0,0,0,0,0
360936,26,25,22.0,0,9.0,922.66,19,0.0,1,1,0,1
360937,46,33,13.0,1,13.0,502.58,14,0.0,1,0,0,1
360938,31,32,20.0,3,14.0,594.27,21,0.0,1,1,0,1
360939,31,32,16.0,3,10.0,676.98,17,0.0,1,0,0,1
360940,20,25,21.0,2,6.0,723.04,11,0.0,1,0,1,0
360941,47,8,7.0,1,11.0,861.91,8,0.0,1,0,0,1
360942,35,36,20.0,1,15.0,735.73,5,0.0,1,1,0,0
360943,46,7,9.0,1,6.0,526.18,1,0.0,1,0,0,1
360944,45,23,21.0,2,18.0,680.57,26,0.0,1,0,1,0
360945,37,4,1.0,3,2.0,837.49,21,0.0,1,0,1,0
360946,49,37,22.0,3,3.0,642.77,23,0.0,1,0,1,1
360947,39,58,10.0,0,10.0,550.85,26,0.0,1,0,0,1
360948,38,7,3.0,1,13.0,559.21,8,0.0,1,0,0,1
360949,43,12,20.0,4,0.0,950.23,12,0.0,0,0,1,0
360950,27,60,1.0,2,9.0,921.55,25,0.0,1,0,1,0
360951,18,10,11.0,1,7.0,924.39,29,0.0,1,0,0,1
360952,39,45,6.0,0,6.0,972.52,2,0.0,1,0,1,1
360953,48,7,21.0,0,3.0,956.48,15,0.0,1,0,0,1
360954,32,45,5.0,0,6.0,552.82,7,0.0,1,0,1,1
360955,44,6,11.0,3,11.0,654.4,5,0.0,0,0,0,0
360956,44,16,23.0,0,6.0,598.65,15,0.0,1,0,0,1
360957,48,31,1.0,1,10.0,993.93,20,0.0,1,1,0,1
360958,32,7,18.0,3,7.0,871.95,13,0.0,1,0,0,0
360959,30,57,8.0,2,7.0,698.63,14,0.0,0,0,0,0
360960,21,42,12.0,0,4.0,818.11,15,0.0,1,0,0,0
360961,23,36,3.0,1,8.0,848.27,21,0.0,1,0,1,0
360962,39,58,13.0,2,5.0,923.56,8,0.0,0,1,0,1
360963,26,46,5.0,1,14.0,896.35,20,0.0,1,1,0,1
360964,30,7,30.0,2,9.0,663.14,10,0.0,1,0,0,0
360965,50,3,9.0,3,13.0,561.33,29,0.0,1,1,0,0
360966,28,56,15.0,2,16.0,593.43,7,0.0,0,0,1,0
360967,34,41,30.0,0,13.0,644.32,10,0.0,1,0,0,1
360968,45,58,17.0,1,9.0,634.48,2,0.0,0,0,1,0
360969,45,1,15.0,4,20.0,788.83,6,0.0,0,0,1,1
360970,37,32,9.0,1,11.0,726.56,22,0.0,1,0,1,1
360971,39,60,23.0,2,18.0,938.13,5,0.0,1,0,1,1
360972,35,7,5.0,0,1.0,732.84,9,0.0,0,0,1,0
360973,49,54,18.0,3,7.0,805.88,10,0.0,0,0,1,1
360974,33,12,19.0,2,8.0,749.87,13,0.0,0,0,0,0
360975,40,27,4.0,2,8.0,998.51,17,0.0,1,1,0,0
360976,46,11,4.0,2,13.0,773.9,18,0.0,1,0,1,1
360977,34,56,17.0,3,11.0,918.47,2,0.0,1,1,0,0
360978,47,23,20.0,4,16.0,950.61,7,0.0,0,0,0,0
360979,37,8,15.0,2,16.0,591.11,9,0.0,0,0,1,0
360980,45,58,22.0,2,11.0,699.03,1,0.0,1,1,0,1
360981,20,55,2.0,1,11.0,960.8,24,0.0,1,0,0,1
360982,20,2,10.0,2,19.0,876.3,1,0.0,0,1,0,0
360983,22,9,19.0,2,7.0,526.25,14,0.0,0,0,0,0
360984,40,45,1.0,1,12.0,528.89,19,0.0,1,1,0,1
360985,36,33,14.0,3,10.0,951.68,28,0.0,1,1,0,1
360986,37,10,13.0,1,11.0,642.94,21,0.0,1,1,0,1
360987,37,5,20.0,2,17.0,662.26,11,0.0,0,0,1,1
360988,46,33,3.0,0,8.0,794.08,7,0.0,1,0,0,0
360989,48,44,26.0,0,1.0,679.65,18,0.0,1,0,1,1
360990,49,20,10.0,1,9.0,790.16,3,0.0,1,0,1,1
360991,30,54,22.0,0,14.0,656.96,19,0.0,1,1,0,0
360992,27,34,13.0,2,20.0,632.48,11,0.0,0,1,0,1
360993,43,20,14.0,1,18.0,817.15,5,0.0,1,0,1,0
360994,26,45,27.0,2,17.0,790.55,27,0.0,1,1,0,1
360995,40,24,18.0,4,14.0,679.57,30,0.0,1,0,0,0
360996,22,5,17.0,0,2.0,676.41,18,0.0,1,1,0,0
360997,36,33,23.0,1,19.0,614.29,16,0.0,1,1,0,0
360998,47,59,18.0,3,7.0,591.43,11,0.0,0,1,0,0
360999,42,26,27.0,4,0.0,713.22,10,0.0,0,0,0,0
361000,38,58,24.0,3,7.0,730.47,29,0.0,1,0,1,0
361001,38,46,15.0,0,19.0,528.55,12,0.0,1,0,1,1
361002,45,49,4.0,1,5.0,870.23,6,0.0,0,0,1,1
361003,23,36,11.0,1,7.0,709.98,25,0.0,1,1,0,1
361004,20,47,15.0,1,20.0,704.08,24,0.0,1,1,0,1
361005,44,8,17.0,2,15.0,767.28,19,0.0,1,0,0,0
361006,40,48,15.0,1,14.0,525.63,16,0.0,1,0,0,0
361007,23,33,13.0,0,17.0,691.11,11,0.0,0,0,0,1
361008,24,6,24.0,0,5.0,995.87,9,0.0,1,0,0,1
361009,50,36,13.0,4,8.0,856.46,24,0.0,1,1,0,1
361010,43,24,18.0,0,13.0,519.48,30,0.0,1,0,0,1
361011,25,46,3.0,0,17.0,543.16,18,0.0,1,0,1,0
361012,35,13,25.0,2,8.0,857.45,28,0.0,1,1,0,0
361013,32,7,18.0,1,13.0,521.76,19,0.0,1,0,0,1
361014,45,49,6.0,2,18.0,938.52,28,0.0,1,1,0,0
361015,44,41,11.0,1,19.0,764.16,15,0.0,0,0,0,0
361016,32,31,27.0,3,19.0,603.53,14,0.0,0,0,1,1
361017,46,37,25.0,1,3.0,569.29,26,0.0,1,0,0,1
361018,20,24,19.0,2,14.0,726.87,30,0.0,1,1,0,1
361019,30,9,26.0,3,14.0,982.42,24,0.0,1,0,1,0
361020,47,42,8.0,4,10.0,975.43,3,0.0,1,0,1,1
361021,47,11,26.0,2,2.0,506.71,28,0.0,1,1,0,1
361022,44,34,12.0,1,6.0,985.79,7,0.0,1,0,1,1
361023,48,38,23.0,1,0.0,569.98,1,0.0,0,0,1,0
361024,39,27,24.0,3,12.0,815.03,19,0.0,1,1,0,1
361025,43,51,14.0,1,6.0,837.66,12,0.0,1,0,1,0
361026,46,59,26.0,3,7.0,982.7,17,0.0,1,0,0,1
361027,26,46,19.0,1,12.0,989.82,9,0.0,1,0,1,0
361028,27,29,18.0,0,12.0,935.96,17,0.0,1,1,0,0
361029,30,1,10.0,1,17.0,690.69,4,0.0,1,1,0,0
361030,47,4,4.0,2,13.0,516.48,27,0.0,1,1,0,1
361031,28,57,29.0,2,0.0,706.7,29,0.0,1,1,0,1
361032,50,31,14.0,1,17.0,883.5,30,0.0,1,0,1,0
361033,23,41,30.0,0,20.0,741.55,4,0.0,0,1,0,0
361034,34,25,19.0,1,9.0,938.26,25,0.0,1,0,1,0
361035,48,32,19.0,4,11.0,623.36,25,0.0,1,0,1,0
361036,32,49,24.0,2,18.0,917.53,3,0.0,0,0,0,1
361037,26,29,25.0,2,15.0,890.1,15,0.0,1,1,0,0
361038,40,7,5.0,1,6.0,798.94,20,0.0,1,0,0,0
361039,46,46,15.0,1,12.0,591.25,10,0.0,1,0,0,1
361040,33,6,24.0,0,19.0,581.7,23,0.0,1,0,1,0
361041,43,9,19.0,4,14.0,652.83,6,0.0,1,0,1,1
361042,22,28,16.0,2,3.0,784.28,9,0.0,1,0,1,1
361043,48,30,14.0,1,11.0,622.42,11,0.0,0,0,0,0
361044,38,39,10.0,3,2.0,647.11,3,0.0,1,0,1,1
361045,27,48,22.0,1,17.0,747.67,9,0.0,1,0,0,0
361046,45,58,22.0,2,2.0,647.77,18,0.0,1,1,0,0
361047,19,54,16.0,0,10.0,606.36,26,0.0,1,0,0,0
361048,32,51,21.0,3,14.0,721.4,17,0.0,1,0,0,1
361049,31,60,17.0,2,4.0,860.39,18,0.0,1,1,0,1
361050,47,34,7.0,1,9.0,930.72,5,0.0,0,1,0,0
361051,20,22,21.0,2,2.0,606.27,27,0.0,1,0,1,1
361052,29,35,21.0,0,8.0,870.44,14,0.0,0,0,1,1
361053,41,53,4.0,0,10.0,968.91,6,0.0,1,0,1,1
361054,28,40,8.0,2,20.0,611.86,1,0.0,1,0,0,0
361055,37,48,15.0,0,20.0,554.71,26,0.0,1,0,1,0
361056,27,38,5.0,1,6.0,815.15,7,0.0,0,0,0,0
361057,46,41,25.0,0,6.0,540.29,7,0.0,0,1,0,1
361058,40,33,27.0,3,15.0,714.78,13,0.0,0,0,1,0
361059,23,25,10.0,2,6.0,722.14,13,0.0,0,0,1,0
361060,20,21,14.0,1,15.0,644.16,11,0.0,1,1,0,1
361061,29,6,1.0,1,8.0,640.96,4,0.0,0,1,0,1
361062,42,37,10.0,3,5.0,730.31,12,0.0,0,1,0,1
361063,46,57,22.0,2,12.0,915.39,13,0.0,1,0,1,0
361064,18,16,15.0,1,13.0,560.01,10,0.0,0,1,0,0
361065,34,45,11.0,2,14.0,995.61,14,0.0,1,0,0,1
361066,41,41,7.0,4,3.0,907.69,23,0.0,1,0,1,0
361067,43,45,12.0,4,14.0,824.76,28,0.0,1,0,1,0
361068,33,50,11.0,1,0.0,521.44,25,0.0,1,1,0,1
361069,31,52,2.0,1,17.0,537.07,28,0.0,1,1,0,0
361070,34,28,2.0,0,14.0,736.43,7,0.0,1,0,0,0
361071,25,42,6.0,0,16.0,575.39,27,0.0,1,1,0,1
361072,44,2,2.0,4,4.0,845.14,16,0.0,1,1,0,0
361073,42,38,27.0,1,17.0,768.66,21,0.0,1,0,0,1
361074,39,34,11.0,3,19.0,550.71,30,0.0,1,1,0,0
361075,23,32,17.0,2,0.0,636.37,8,0.0,0,0,0,0
361076,30,49,18.0,2,0.0,520.32,15,0.0,1,0,0,1
361077,20,28,1.0,0,3.0,943.92,11,0.0,1,0,0,0
361078,36,12,11.0,0,19.0,752.39,20,0.0,1,0,1,0
361079,49,35,17.0,3,3.0,769.64,8,0.0,1,1,0,0
361080,41,36,14.0,0,14.0,892.2,12,0.0,1,0,0,0
361081,33,11,8.0,3,17.0,642.83,18,0.0,1,0,1,1
361082,20,36,25.0,2,1.0,570.74,4,0.0,1,0,1,1
361083,49,51,11.0,3,20.0,939.69,10,0.0,1,0,1,1
361084,34,16,12.0,0,1.0,601.19,19,0.0,1,0,1,0
361085,46,10,15.0,4,20.0,964.1,18,0.0,1,1,0,1
361086,41,10,4.0,4,9.0,907.77,18,0.0,1,0,1,1
361087,46,51,27.0,2,10.0,596.59,25,0.0,1,1,0,0
361088,36,17,20.0,3,2.0,709.8,11,0.0,1,1,0,0
361089,48,27,2.0,0,10.0,904.87,7,0.0,1,1,0,1
361090,35,21,24.0,0,13.0,718.86,27,0.0,1,0,1,1
361091,37,8,16.0,3,19.0,811.14,4,0.0,0,1,0,1
361092,39,41,30.0,0,4.0,676.96,2,0.0,1,0,0,0
361093,26,46,20.0,1,2.0,780.13,17,0.0,1,0,0,1
361094,26,21,25.0,1,8.0,764.51,7,0.0,0,1,0,1
361095,33,14,27.0,3,20.0,770.63,12,0.0,1,1,0,1
361096,35,29,22.0,0,7.0,716.23,13,0.0,1,0,1,1
361097,45,17,13.0,2,5.0,670.5,15,0.0,0,0,1,1
361098,48,32,12.0,4,5.0,921.27,14,0.0,1,1,0,0
361099,29,32,30.0,2,9.0,604.81,1,0.0,0,1,0,1
361100,48,21,16.0,1,4.0,626.73,25,0.0,1,0,0,1
361101,25,21,26.0,1,12.0,749.39,15,0.0,0,0,1,0
361102,42,45,14.0,2,8.0,574.59,30,0.0,1,0,0,1
361103,45,44,9.0,1,7.0,850.4,28,0.0,1,0,0,0
361104,49,56,5.0,0,20.0,665.59,4,0.0,0,0,1,1
361105,38,34,30.0,1,12.0,781.44,8,0.0,0,0,0,1
361106,42,2,3.0,1,20.0,807.14,26,0.0,1,1,0,1
361107,21,42,5.0,2,17.0,983.87,10,0.0,1,1,0,1
361108,48,44,21.0,0,18.0,723.95,10,0.0,0,0,0,0
361109,35,36,16.0,3,6.0,842.46,17,0.0,1,1,0,0
361110,20,45,27.0,2,13.0,999.11,4,0.0,1,1,0,1
361111,39,51,1.0,0,14.0,695.84,5,0.0,0,0,1,1
361112,44,46,4.0,3,0.0,680.95,15,0.0,0,0,0,0
361113,42,57,14.0,2,19.0,962.94,4,0.0,1,1,0,0
361114,29,27,28.0,2,3.0,841.41,5,0.0,0,0,0,0
361115,36,40,6.0,0,2.0,583.9,1,0.0,1,1,0,0
361116,39,60,25.0,1,14.0,838.68,23,0.0,1,0,1,0
361117,41,20,17.0,0,20.0,861.03,9,0.0,1,0,0,1
361118,47,28,6.0,4,15.0,716.92,2,0.0,1,0,1,0
361119,40,43,8.0,3,3.0,675.55,22,0.0,1,0,1,0
361120,49,57,13.0,2,13.0,726.4,15,0.0,1,0,0,0
361121,39,25,22.0,1,7.0,971.67,30,0.0,1,0,0,1
361122,37,37,28.0,2,0.0,927.82,22,0.0,1,1,0,0
361123,40,29,30.0,4,0.0,607.41,9,0.0,1,0,0,1
361124,41,42,2.0,0,10.0,801.48,27,0.0,1,0,0,1
361125,23,12,10.0,0,20.0,547.24,9,0.0,0,0,0,0
361126,23,27,1.0,1,13.0,628.92,19,0.0,1,0,0,1
361127,44,60,7.0,2,7.0,899.38,4,0.0,0,0,0,1
361128,26,29,2.0,2,3.0,616.76,10,0.0,0,1,0,1
361129,34,58,25.0,1,8.0,927.05,14,0.0,1,1,0,0
361130,37,7,10.0,0,16.0,598.81,13,0.0,1,1,0,1
361131,30,4,15.0,2,7.0,887.5,10,0.0,0,1,0,0
361132,24,55,16.0,1,18.0,906.21,4,0.0,0,0,0,0
361133,33,18,15.0,2,16.0,693.23,7,0.0,0,0,1,1
361134,35,33,18.0,0,17.0,824.74,16,0.0,1,1,0,0
361135,27,30,27.0,1,20.0,565.25,6,0.0,0,1,0,0
361136,27,53,6.0,2,0.0,999.12,6,0.0,1,0,0,0
361137,21,13,28.0,1,18.0,641.34,23,0.0,1,0,0,0
361138,36,60,26.0,2,13.0,611.12,20,0.0,1,0,0,0
361139,31,51,18.0,2,3.0,586.59,9,0.0,0,0,1,0
361140,39,10,26.0,1,17.0,900.16,6,0.0,1,1,0,1
361141,50,29,23.0,4,12.0,884.74,19,0.0,1,0,1,0
361142,34,19,14.0,2,11.0,711.91,1,0.0,0,0,1,0
361143,30,36,17.0,3,6.0,891.93,1,0.0,0,1,0,0
361144,49,33,3.0,3,20.0,617.72,13,0.0,0,1,0,0
361145,50,49,3.0,0,6.0,619.52,18,0.0,1,1,0,1
361146,22,47,12.0,0,10.0,637.52,22,0.0,1,0,0,0
361147,22,43,7.0,1,3.0,817.8,11,0.0,0,0,1,1
361148,44,60,4.0,3,7.0,851.75,25,0.0,1,0,1,0
361149,33,25,12.0,3,6.0,623.41,9,0.0,0,1,0,1
361150,20,26,5.0,0,16.0,882.63,28,0.0,1,1,0,1
361151,27,36,1.0,2,1.0,993.56,24,0.0,1,0,1,1
361152,50,24,14.0,1,1.0,740.59,13,0.0,1,0,0,0
361153,30,37,8.0,2,4.0,955.57,8,0.0,0,0,1,1
361154,31,13,30.0,2,0.0,696.44,7,0.0,1,0,0,0
361155,42,9,10.0,1,14.0,668.39,23,0.0,1,1,0,0
