Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency
24,1.0,1,0,90738,1,20,4.0,1,0,4,12,983.0,19.0
38,1.0,0,0,90739,0,1,6.0,0,1,8,21,649.0,9.0
53,1.0,0,0,90740,1,28,22.0,0,0,0,24,385.0,6.0
52,1.0,0,1,90741,0,1,8.0,0,0,0,38,350.0,7.0
63,1.0,0,0,90742,1,1,0.0,0,0,7,43,260.0,9.0
32,1.0,0,0,90743,1,4,7.0,1,0,6,10,392.0,11.0
41,1.0,0,1,90744,0,29,6.0,0,0,3,48,149.0,8.0
20,1.0,1,0,90745,0,14,11.0,0,1,5,51,401.0,12.0
25,1.0,1,0,90746,1,2,25.0,0,0,7,51,971.0,25.0
43,1.0,1,0,90747,0,14,23.0,0,1,5,5,485.0,27.0
42,1.0,0,0,90748,1,15,16.0,1,0,10,17,199.0,22.0
41,1.0,1,0,90749,1,8,24.0,0,0,3,44,199.0,20.0
59,1.0,0,1,90750,1,26,23.0,0,1,9,17,520.0,9.0
39,1.0,0,0,90751,0,19,7.0,1,0,3,51,919.0,25.0
31,1.0,1,0,90752,1,8,23.0,0,1,1,13,926.0,3.0
56,1.0,0,0,90753,0,6,16.0,0,1,7,43,856.0,28.0
49,1.0,1,0,90754,1,29,0.0,0,1,5,20,840.0,19.0
22,1.0,1,0,90755,0,14,28.0,0,1,0,19,509.0,28.0
23,1.0,0,1,90756,1,30,12.0,0,0,8,35,688.0,5.0
32,1.0,0,1,90757,0,21,6.0,0,1,4,52,416.0,7.0
28,1.0,0,0,90758,1,20,29.0,0,1,1,17,160.0,28.0
49,1.0,0,1,90759,1,27,18.0,0,1,8,13,726.0,1.0
20,1.0,1,0,90760,0,1,26.0,0,0,8,7,699.0,22.0
26,1.0,1,0,90761,0,11,13.0,0,0,7,4,380.0,24.0
19,1.0,0,0,90762,0,22,20.0,1,0,10,14,559.0,29.0
50,1.0,1,0,90763,1,19,30.0,0,1,10,48,286.0,26.0
44,1.0,1,0,90764,1,28,14.0,1,0,8,36,907.0,16.0
34,1.0,0,0,90765,0,27,7.0,1,0,10,44,716.0,1.0
46,1.0,1,0,90766,1,20,5.0,0,0,10,44,214.0,9.0
27,1.0,1,0,90767,1,27,2.0,0,1,3,27,879.0,24.0
20,1.0,1,0,90768,1,3,22.0,0,1,9,34,119.0,12.0
41,1.0,0,1,90769,0,28,15.0,0,0,9,20,320.0,2.0
53,1.0,0,1,90770,0,15,24.0,1,0,8,52,807.0,18.0
62,1.0,1,0,90771,0,5,30.0,1,0,5,28,320.0,26.0
58,1.0,0,1,90772,0,28,13.0,0,0,9,50,907.0,7.0
39,1.0,0,1,90773,0,6,6.0,0,0,3,58,332.0,19.0
46,1.0,0,1,90774,1,4,8.0,0,0,9,38,399.0,11.0
35,1.0,0,0,90775,0,5,15.0,0,1,10,20,698.0,25.0
65,1.0,0,0,90776,0,12,1.0,1,0,7,9,257.0,25.0
35,1.0,1,0,90777,0,22,24.0,0,1,6,42,973.0,19.0
44,1.0,0,1,90778,0,23,17.0,0,1,10,50,335.0,27.0
61,1.0,1,0,90779,0,3,15.0,1,0,2,29,697.0,25.0
23,1.0,1,0,90780,1,2,11.0,0,1,6,22,797.0,13.0
63,1.0,0,1,90781,1,13,1.0,0,1,9,55,598.0,11.0
60,1.0,0,0,90782,1,5,11.0,0,1,9,35,658.0,29.0
60,1.0,0,1,90783,1,2,1.0,0,0,2,50,387.0,10.0
37,1.0,0,1,90784,0,9,30.0,0,0,7,50,465.0,4.0
34,1.0,0,1,90785,1,18,26.0,0,0,2,52,113.0,25.0
33,1.0,1,0,90786,0,1,13.0,1,0,5,40,759.0,13.0
39,1.0,1,0,90787,1,26,7.0,1,0,8,28,194.0,30.0
19,1.0,0,1,90788,1,2,21.0,0,1,8,22,363.0,11.0
36,1.0,0,0,90789,1,17,25.0,0,1,5,45,522.0,25.0
61,1.0,0,0,90791,0,28,20.0,0,0,5,26,377.0,19.0
28,1.0,0,1,90793,0,1,20.0,0,1,6,47,463.0,28.0
46,1.0,0,1,90794,0,6,23.0,0,0,4,49,885.0,25.0
40,1.0,1,0,90795,0,7,16.0,0,1,8,60,335.0,25.0
25,1.0,0,1,90796,0,19,5.0,1,0,5,4,198.0,24.0
34,1.0,0,1,90798,0,17,4.0,0,1,7,16,237.0,19.0
63,1.0,0,0,90799,0,21,15.0,1,0,2,11,702.0,18.0
21,1.0,0,0,90800,1,19,30.0,1,0,2,27,973.0,25.0
23,1.0,0,1,90801,1,11,14.0,0,0,2,4,484.0,9.0
64,1.0,0,1,90802,0,6,2.0,0,0,8,24,686.0,12.0
45,1.0,0,1,90803,0,17,10.0,1,0,7,35,242.0,27.0
41,1.0,1,0,90804,1,1,1.0,0,1,0,4,199.0,2.0
48,1.0,0,1,90805,1,7,18.0,0,1,9,7,590.0,3.0
21,1.0,0,0,90806,0,8,4.0,0,1,5,41,586.0,18.0
40,1.0,0,0,90807,1,25,15.0,0,0,10,32,673.0,7.0
19,1.0,1,0,90808,1,27,18.0,1,0,3,1,228.0,9.0
22,1.0,0,1,90809,1,24,29.0,0,1,7,21,869.0,18.0
50,1.0,0,0,90810,0,26,11.0,1,0,3,21,281.0,22.0
31,1.0,0,1,90811,1,7,24.0,1,0,5,52,247.0,20.0
57,1.0,0,0,90812,0,7,4.0,0,0,8,10,740.0,5.0
64,1.0,0,0,90813,0,30,7.0,0,1,0,25,870.0,2.0
31,1.0,1,0,90814,0,8,10.0,1,0,9,52,722.0,5.0
40,1.0,0,1,90815,0,6,22.0,0,0,6,37,244.0,2.0
26,1.0,0,0,90816,1,26,24.0,0,0,0,56,393.0,5.0
19,1.0,0,0,90817,0,22,4.0,0,1,6,23,206.0,9.0
60,1.0,0,1,90818,0,21,29.0,1,0,4,27,434.0,27.0
39,1.0,0,1,90819,1,13,1.0,0,0,4,52,109.0,20.0
39,1.0,1,0,90820,0,9,3.0,0,1,8,11,202.0,13.0
44,1.0,0,1,90821,0,26,21.0,0,0,3,23,331.0,14.0
47,1.0,0,0,90822,0,3,14.0,1,0,10,38,402.0,11.0
25,1.0,0,0,90823,0,30,15.0,1,0,1,17,362.0,14.0
62,1.0,0,0,90824,0,1,9.0,0,0,7,11,795.0,13.0
55,1.0,1,0,90825,1,12,19.0,1,0,6,41,370.0,17.0
26,1.0,1,0,90826,1,11,2.0,1,0,4,29,531.0,15.0
53,1.0,0,1,90827,0,17,16.0,1,0,1,45,134.0,17.0
43,1.0,0,0,90828,1,8,3.0,1,0,8,40,446.0,16.0
44,1.0,0,1,90829,0,17,6.0,1,0,1,35,322.0,9.0
55,1.0,1,0,90830,1,5,8.0,1,0,10,2,567.0,10.0
47,1.0,1,0,90831,0,30,18.0,0,1,3,37,955.0,29.0
36,1.0,0,0,90832,0,17,19.0,1,0,8,33,140.0,17.0
32,1.0,1,0,90833,0,16,2.0,1,0,7,28,527.0,23.0
58,1.0,1,0,90834,1,30,18.0,0,1,2,54,888.0,29.0
35,1.0,1,0,90835,0,28,11.0,1,0,5,57,701.0,18.0
22,1.0,1,0,90836,0,13,15.0,0,1,3,32,347.0,29.0
59,1.0,0,0,90837,0,19,26.0,1,0,4,24,760.0,26.0
45,1.0,0,0,90838,0,22,24.0,1,0,4,37,404.0,28.0
57,1.0,0,1,90839,1,25,21.0,0,1,5,34,720.0,3.0
32,1.0,0,1,90840,1,26,15.0,0,0,4,8,879.0,3.0
31,1.0,0,1,90841,0,22,16.0,1,0,1,52,628.0,13.0
30,1.0,1,0,90842,1,19,0.0,1,0,5,14,637.0,29.0
31,1.0,1,0,90843,1,11,0.0,0,0,1,10,156.0,2.0
41,1.0,0,0,90844,0,28,20.0,0,1,9,47,994.0,7.0
18,1.0,0,0,90845,0,11,22.0,1,0,4,10,989.0,29.0
48,1.0,0,0,90846,0,23,8.0,0,0,2,38,145.0,10.0
46,1.0,1,0,90847,0,24,20.0,0,1,8,33,542.0,23.0
53,1.0,0,1,90848,1,6,21.0,0,0,2,37,658.0,20.0
37,1.0,0,0,90849,0,29,18.0,0,1,3,53,329.0,15.0
21,1.0,0,1,90850,1,20,3.0,0,0,6,34,387.0,29.0
24,1.0,1,0,90851,1,11,19.0,0,1,0,19,677.0,4.0
65,1.0,1,0,90852,0,19,21.0,0,1,6,4,990.0,11.0
44,1.0,1,0,90853,1,17,20.0,0,0,3,15,355.0,28.0
60,1.0,0,0,90854,1,24,12.0,0,0,5,45,942.0,18.0
56,1.0,0,1,90855,1,7,7.0,0,0,1,31,757.0,5.0
56,1.0,0,0,90856,1,2,12.0,1,0,4,37,581.0,18.0
38,1.0,0,0,90857,1,27,26.0,0,0,7,41,888.0,12.0
19,1.0,0,1,90858,0,22,2.0,1,0,3,49,640.0,24.0
41,1.0,1,0,90859,1,7,6.0,0,1,9,23,431.0,1.0
57,1.0,1,0,90860,0,2,1.0,0,0,8,25,471.0,23.0
53,1.0,0,1,90861,0,8,18.0,1,0,2,53,788.0,25.0
36,1.0,1,0,90862,1,6,27.0,1,0,2,41,714.0,11.0
31,1.0,0,0,90863,0,18,29.0,0,1,8,2,344.0,20.0
53,1.0,0,1,90864,1,17,11.0,0,0,3,47,128.0,25.0
65,1.0,0,0,90865,1,28,30.0,1,0,10,2,599.0,15.0
37,1.0,0,0,90866,1,4,14.0,1,0,4,42,294.0,20.0
65,1.0,0,0,90867,0,1,11.0,0,0,6,25,393.0,22.0
18,1.0,0,0,90868,1,26,28.0,1,0,1,23,556.0,3.0
39,1.0,0,0,90869,0,1,29.0,1,0,4,53,788.0,7.0
26,1.0,1,0,90870,1,7,4.0,0,1,7,60,371.0,14.0
35,1.0,0,1,90871,1,17,2.0,0,0,4,13,556.0,10.0
30,1.0,1,0,90872,0,20,30.0,0,0,9,10,433.0,27.0
27,1.0,1,0,90873,1,4,28.0,0,0,8,60,445.0,2.0
30,1.0,0,1,90874,0,24,5.0,0,0,1,36,226.0,24.0
19,1.0,1,0,90875,1,8,19.0,0,1,5,11,498.0,14.0
40,1.0,0,0,90876,0,1,9.0,0,0,4,41,433.0,10.0
27,1.0,1,0,90877,0,18,19.0,0,0,7,50,532.0,4.0
20,1.0,0,0,90878,0,13,30.0,0,1,10,20,136.0,13.0
53,1.0,1,0,90879,0,16,2.0,0,1,2,1,802.0,21.0
63,1.0,1,0,90880,1,4,4.0,0,0,8,40,761.0,27.0
34,1.0,1,0,90882,0,23,28.0,0,0,2,1,703.0,27.0
40,1.0,1,0,90883,0,2,12.0,0,1,1,48,649.0,27.0
43,1.0,0,0,90884,0,5,29.0,0,0,10,32,128.0,29.0
43,1.0,0,1,90885,0,21,12.0,0,1,5,59,480.0,3.0
39,1.0,0,0,90886,0,14,25.0,1,0,0,8,212.0,13.0
44,1.0,1,0,90887,0,5,13.0,0,1,7,29,237.0,22.0
44,1.0,0,1,90888,1,3,30.0,1,0,4,18,1000.0,11.0
32,1.0,1,0,90889,1,2,29.0,1,0,6,2,557.0,29.0
57,1.0,1,0,90890,1,12,17.0,0,1,1,3,634.0,8.0
63,1.0,0,1,90891,1,3,27.0,0,1,3,14,438.0,11.0
23,1.0,1,0,90892,1,14,29.0,0,1,0,39,524.0,21.0
26,1.0,1,0,90893,0,2,28.0,0,0,1,50,960.0,25.0
36,1.0,0,1,90894,0,25,26.0,0,0,1,9,444.0,27.0
27,1.0,0,1,90895,1,9,27.0,0,0,1,23,503.0,16.0
55,1.0,0,1,90896,0,8,3.0,0,0,5,49,780.0,18.0
28,1.0,1,0,90897,0,23,6.0,0,0,3,30,278.0,18.0
56,1.0,0,0,90898,0,12,17.0,0,0,9,27,238.0,20.0
52,1.0,0,0,90899,0,1,30.0,1,0,7,20,795.0,10.0
55,1.0,0,0,90900,1,8,2.0,0,0,6,36,878.0,1.0
56,1.0,0,1,90901,1,10,23.0,0,1,9,56,429.0,21.0
21,1.0,0,0,90902,1,2,7.0,0,1,3,50,671.0,8.0
59,1.0,0,1,90903,0,21,2.0,1,0,0,9,753.0,13.0
26,1.0,0,1,90904,0,6,0.0,1,0,4,12,540.0,12.0
50,1.0,0,0,90905,1,7,19.0,1,0,7,12,596.0,9.0
38,1.0,0,0,90906,0,10,7.0,0,1,10,38,511.0,11.0
49,1.0,1,0,90907,0,4,21.0,0,1,0,41,135.0,25.0
64,1.0,0,1,90908,1,27,25.0,0,0,0,1,772.0,19.0
47,1.0,0,0,90909,0,19,27.0,0,0,2,19,408.0,2.0
21,1.0,1,0,90910,1,25,27.0,0,1,10,56,360.0,30.0
44,1.0,0,1,90911,1,10,4.0,0,1,6,42,129.0,27.0
49,1.0,1,0,90912,0,22,25.0,0,0,0,44,496.0,8.0
22,1.0,0,1,90913,0,27,15.0,0,1,3,38,432.0,26.0
43,1.0,0,0,90914,1,20,29.0,0,1,5,34,784.0,4.0
43,1.0,0,0,90915,0,24,5.0,0,0,10,20,914.0,23.0
20,1.0,0,1,90916,1,17,29.0,0,0,4,2,825.0,5.0
62,1.0,1,0,90917,0,29,26.0,0,1,9,2,910.0,17.0
46,1.0,0,0,90918,0,19,20.0,1,0,7,52,553.0,14.0
53,1.0,1,0,90919,1,15,17.0,1,0,9,5,841.0,14.0
24,1.0,0,1,90920,1,8,2.0,0,1,3,22,744.0,4.0
36,1.0,0,1,90921,0,27,21.0,1,0,3,21,380.0,2.0
23,1.0,0,0,90922,0,4,14.0,1,0,8,54,447.0,2.0
37,1.0,0,0,90923,1,2,14.0,1,0,10,21,753.0,6.0
43,1.0,0,0,90924,1,4,29.0,1,0,8,20,748.0,1.0
58,1.0,1,0,90925,0,13,29.0,0,1,2,57,719.0,10.0
21,1.0,0,0,90926,1,4,1.0,0,0,4,18,967.0,1.0
38,1.0,0,0,90927,0,27,19.0,1,0,2,22,342.0,3.0
47,1.0,1,0,90928,0,16,28.0,0,1,10,33,204.0,29.0
29,1.0,0,1,90929,0,28,25.0,0,1,5,23,221.0,13.0
25,1.0,0,1,90930,1,12,3.0,0,1,5,44,614.0,10.0
62,1.0,0,0,90931,1,24,17.0,1,0,2,30,162.0,16.0
42,1.0,1,0,90932,0,24,7.0,0,0,8,40,457.0,2.0
64,1.0,1,0,90933,0,6,18.0,0,1,10,2,267.0,21.0
60,1.0,0,1,90935,1,6,7.0,1,0,3,46,302.0,15.0
62,1.0,1,0,90936,1,11,16.0,0,1,9,39,131.0,13.0
63,1.0,0,0,90937,0,16,29.0,0,1,1,40,613.0,23.0
61,1.0,0,1,90938,0,21,6.0,0,0,2,58,177.0,29.0
52,1.0,0,1,90939,1,18,26.0,0,1,5,34,642.0,22.0
37,1.0,1,0,90940,1,4,9.0,0,1,6,15,677.0,20.0
46,1.0,0,1,90941,0,11,7.0,0,1,2,17,865.0,9.0
28,1.0,1,0,90942,0,1,14.0,0,1,10,56,691.0,2.0
39,1.0,0,0,90943,1,24,22.0,0,1,6,20,490.0,10.0
43,1.0,0,1,90944,1,19,6.0,0,1,5,25,526.0,7.0
35,1.0,1,0,90945,0,8,30.0,0,1,2,4,853.0,18.0
35,1.0,1,0,90946,1,6,21.0,1,0,10,33,306.0,18.0
58,1.0,1,0,90947,1,9,12.0,0,1,4,54,549.0,18.0
64,1.0,1,0,90948,1,4,3.0,1,0,1,20,775.0,5.0
23,1.0,0,0,90949,1,14,6.0,1,0,5,47,734.0,6.0
41,1.0,1,0,90950,0,1,22.0,0,1,10,46,287.0,26.0
29,1.0,1,0,90952,1,7,26.0,0,0,10,30,831.0,9.0
46,1.0,0,1,90955,0,27,27.0,0,0,6,60,394.0,26.0
40,1.0,1,0,90956,0,22,10.0,1,0,0,42,909.0,6.0
25,1.0,1,0,90957,0,4,2.0,1,0,5,10,148.0,23.0
51,1.0,0,0,90958,0,28,22.0,0,1,9,42,743.0,12.0
21,1.0,0,0,90959,0,11,30.0,0,1,1,28,814.0,1.0
53,1.0,1,0,90960,0,28,24.0,0,1,7,59,374.0,17.0
30,1.0,0,1,90961,1,6,19.0,1,0,10,39,736.0,2.0
27,1.0,0,1,90962,0,29,17.0,0,1,3,44,105.0,27.0
36,1.0,1,0,90963,0,4,1.0,0,1,5,49,207.0,23.0
58,1.0,0,1,90964,0,1,9.0,1,0,2,12,492.0,28.0
24,1.0,1,0,90965,1,10,22.0,1,0,10,46,463.0,18.0
20,1.0,0,0,90966,1,18,21.0,0,1,7,12,578.0,6.0
49,1.0,0,0,90967,0,9,10.0,0,1,9,57,646.0,21.0
59,1.0,0,0,90968,1,25,8.0,1,0,7,2,147.0,29.0
37,1.0,0,1,90969,1,7,12.0,0,1,6,55,832.0,30.0
31,1.0,0,0,90970,0,2,10.0,1,0,4,20,965.0,13.0
29,1.0,1,0,90971,0,2,11.0,1,0,4,21,552.0,27.0
30,1.0,1,0,90972,1,16,1.0,1,0,2,7,162.0,16.0
63,1.0,0,0,90973,1,9,19.0,0,0,9,22,267.0,14.0
47,1.0,1,0,90974,1,14,9.0,0,1,1,43,399.0,30.0
50,1.0,0,0,90975,1,22,22.0,1,0,4,14,118.0,7.0
58,1.0,1,0,90976,1,10,18.0,0,1,7,3,862.0,25.0
18,1.0,0,0,90977,1,18,7.0,0,1,10,24,744.0,12.0
58,1.0,1,0,90978,1,17,23.0,0,1,8,48,723.0,12.0
50,1.0,1,0,90979,1,18,26.0,0,1,10,24,904.0,25.0
55,1.0,0,1,90980,1,11,29.0,0,0,5,48,303.0,22.0
21,1.0,0,1,90981,0,16,9.0,0,0,0,22,433.0,27.0
52,1.0,1,0,90982,1,24,12.0,0,1,7,54,634.0,19.0
29,1.0,0,0,90983,1,5,0.0,0,1,8,21,601.0,30.0
48,1.0,1,0,90984,1,22,8.0,1,0,3,47,329.0,29.0
21,1.0,0,0,90986,0,21,8.0,1,0,8,32,860.0,11.0
40,1.0,0,0,90987,0,20,30.0,1,0,7,35,646.0,22.0
48,1.0,1,0,90988,1,14,12.0,0,0,2,54,475.0,19.0
63,1.0,0,0,90990,0,15,29.0,0,1,5,4,379.0,17.0
36,1.0,0,0,90991,1,25,7.0,0,1,1,29,351.0,3.0
20,1.0,0,0,90992,0,8,16.0,0,1,7,9,368.0,13.0
51,1.0,0,1,90993,1,26,20.0,0,0,6,46,977.0,22.0
51,1.0,0,1,90994,1,8,18.0,0,0,1,59,492.0,3.0
27,1.0,1,0,90995,1,7,9.0,0,0,8,28,742.0,4.0
19,1.0,1,0,90996,0,20,24.0,0,1,7,41,953.0,23.0
65,1.0,0,0,90997,0,18,15.0,1,0,3,52,903.0,11.0
39,1.0,1,0,90998,1,15,3.0,1,0,9,9,312.0,24.0
24,1.0,1,0,90999,0,23,8.0,1,0,1,57,150.0,18.0
64,1.0,0,0,91000,1,27,23.0,1,0,9,56,951.0,19.0
64,1.0,1,0,91001,0,4,15.0,0,1,6,3,973.0,1.0
27,1.0,1,0,91002,0,22,16.0,0,0,2,15,557.0,16.0
48,1.0,1,0,91003,1,12,21.0,0,0,6,53,437.0,8.0
44,1.0,0,0,91004,1,1,23.0,0,1,0,39,263.0,8.0
23,1.0,1,0,91005,1,5,8.0,1,0,3,30,734.0,23.0
42,1.0,1,0,91006,0,30,4.0,1,0,3,43,788.0,20.0
63,1.0,0,1,91007,1,11,4.0,1,0,3,53,499.0,5.0
