Age,Churn,Contract Length_Monthly,Contract Length_Quarterly,CustomerID,Gender_Male,Last Interaction,Payment Delay,Subscription Type_Premium,Subscription Type_Standard,Support Calls,Tenure,Total Spend,Usage Frequency
48,0.0,0,0,403903,1,11,4.0,1,0,2,42,815.53,26.0
22,0.0,0,1,403904,1,18,12.0,0,0,2,50,719.1,22.0
24,0.0,0,0,403905,0,14,12.0,1,0,1,55,635.41,26.0
35,0.0,0,1,403906,0,14,7.0,0,0,0,39,898.14,18.0
33,0.0,0,1,403907,1,21,0.0,0,0,1,7,920.74,20.0
41,0.0,0,1,403908,1,2,2.0,0,0,4,29,877.53,15.0
41,0.0,0,0,403909,1,15,15.0,1,0,3,40,865.82,11.0
27,0.0,0,1,403910,1,13,19.0,0,1,0,59,507.63,19.0
41,0.0,0,1,403911,1,25,17.0,0,0,4,42,890.16,7.0
23,0.0,0,0,403912,1,28,1.0,0,0,0,56,680.64,25.0
24,0.0,0,0,403913,1,28,6.0,1,0,0,28,917.85,30.0
42,0.0,0,0,403914,0,9,13.0,0,1,4,16,544.55,27.0
36,0.0,0,0,403915,1,27,4.0,0,1,0,42,661.61,30.0
23,0.0,0,1,403916,1,3,4.0,1,0,0,16,853.78,10.0
38,0.0,0,1,403917,1,12,4.0,0,0,0,39,881.76,1.0
37,0.0,0,1,403918,1,13,0.0,1,0,2,29,605.69,7.0
42,0.0,0,0,403919,0,2,17.0,1,0,2,6,836.19,23.0
43,0.0,0,1,403920,0,13,12.0,0,0,4,39,555.66,23.0
42,0.0,0,1,403921,1,25,8.0,0,1,1,39,940.6,8.0
33,0.0,0,1,403922,1,11,18.0,0,0,0,43,733.51,29.0
42,0.0,0,1,403923,1,1,0.0,0,0,2,38,636.59,23.0
26,0.0,0,0,403924,0,13,9.0,0,0,1,18,707.5,20.0
34,0.0,0,0,403925,0,9,20.0,0,0,3,37,961.7,18.0
43,0.0,0,0,403926,0,5,6.0,0,0,4,28,853.5,23.0
31,0.0,0,1,403927,0,1,10.0,1,0,3,48,661.02,2.0
36,0.0,0,0,403928,0,11,13.0,1,0,1,23,781.22,18.0
50,0.0,0,1,403929,1,13,6.0,1,0,0,59,951.81,1.0
33,0.0,0,1,403930,0,1,9.0,0,1,2,26,739.35,2.0
42,0.0,0,0,403931,1,28,19.0,1,0,0,59,864.04,22.0
40,0.0,0,0,403932,1,18,1.0,1,0,0,7,531.11,18.0
44,0.0,0,1,403933,1,27,20.0,1,0,1,55,956.71,18.0
29,0.0,0,1,403934,0,15,5.0,1,0,0,58,753.94,11.0
22,0.0,0,0,403935,0,4,13.0,1,0,1,53,972.43,30.0
38,0.0,0,0,403936,1,11,19.0,1,0,2,27,657.0,27.0
33,0.0,0,0,403937,0,8,17.0,1,0,2,46,776.24,7.0
31,0.0,0,0,403938,1,16,10.0,0,1,3,3,568.43,5.0
24,0.0,0,0,403939,1,11,10.0,0,0,0,8,521.16,9.0
37,0.0,0,0,403940,0,8,7.0,0,0,0,31,732.41,2.0
50,0.0,0,1,403941,1,20,12.0,0,0,1,15,739.5,29.0
45,0.0,0,1,403942,1,8,15.0,0,0,3,55,584.15,14.0
33,0.0,0,0,403943,1,14,19.0,1,0,0,2,559.83,8.0
41,0.0,0,1,403944,0,8,12.0,0,0,4,8,977.95,21.0
24,0.0,0,1,403945,1,11,17.0,1,0,2,27,881.8,20.0
37,0.0,0,0,403946,0,1,9.0,0,1,3,47,779.75,25.0
30,0.0,0,1,403947,0,14,1.0,1,0,3,32,764.88,10.0
32,0.0,0,0,403948,1,13,15.0,0,1,3,39,612.35,25.0
31,0.0,0,1,403949,1,11,1.0,1,0,2,49,816.95,20.0
32,0.0,0,0,403950,1,6,7.0,0,1,1,16,808.01,15.0
31,0.0,0,1,403951,0,8,19.0,0,0,2,15,529.51,13.0
32,0.0,0,0,403952,0,11,17.0,1,0,3,11,516.85,27.0
40,0.0,0,1,403953,0,4,1.0,0,1,3,33,737.06,9.0
44,0.0,0,0,403954,1,20,9.0,0,0,0,44,828.37,13.0
48,0.0,0,1,403955,1,14,20.0,1,0,3,22,823.24,20.0
31,0.0,0,0,403956,1,23,3.0,1,0,0,51,748.1,29.0
43,0.0,0,0,403957,1,28,1.0,0,0,1,33,551.18,25.0
40,0.0,0,1,403958,0,7,12.0,1,0,3,28,578.79,20.0
33,0.0,0,0,403959,0,12,4.0,0,1,3,17,988.47,19.0
34,0.0,0,0,403960,1,11,15.0,0,1,0,2,966.83,17.0
48,0.0,0,1,403961,1,21,8.0,0,0,2,36,571.67,26.0
32,0.0,0,0,403962,1,17,6.0,0,0,0,37,732.18,1.0
33,0.0,0,0,403963,1,23,6.0,1,0,3,16,973.98,13.0
18,0.0,0,1,403964,0,1,7.0,1,0,0,34,710.67,12.0
49,0.0,0,1,403965,0,8,7.0,0,1,3,4,837.18,8.0
20,0.0,0,0,403966,1,7,14.0,0,0,2,37,559.37,30.0
42,0.0,0,1,403967,1,17,17.0,0,1,0,9,878.13,12.0
25,0.0,0,0,403968,0,7,17.0,0,0,2,27,789.22,12.0
21,0.0,0,0,403969,1,29,8.0,0,0,0,34,709.38,14.0
46,0.0,0,1,403970,0,11,2.0,0,1,3,28,870.44,15.0
35,0.0,0,0,403971,0,9,7.0,0,0,0,57,638.87,12.0
41,0.0,0,0,403972,0,8,9.0,0,0,0,11,502.85,12.0
28,0.0,0,0,403973,1,25,19.0,0,1,0,38,600.93,6.0
25,0.0,0,1,403974,1,11,12.0,0,1,1,46,742.29,8.0
43,0.0,0,0,403975,1,9,15.0,0,1,1,3,717.67,18.0
42,0.0,0,1,403976,0,13,20.0,0,0,3,53,788.66,18.0
45,0.0,0,1,403977,0,4,12.0,0,0,4,33,666.64,11.0
37,0.0,0,1,403978,0,10,6.0,0,1,3,17,939.29,18.0
39,0.0,0,0,403979,0,8,19.0,0,0,2,32,973.89,28.0
48,0.0,0,1,403980,1,10,20.0,1,0,2,49,577.05,18.0
31,0.0,0,1,403981,1,20,15.0,0,1,1,36,685.75,11.0
49,0.0,0,0,403982,1,17,0.0,1,0,1,42,652.84,8.0
23,0.0,0,1,403983,0,9,16.0,0,0,2,45,648.07,12.0
20,0.0,0,1,403984,0,10,13.0,1,0,0,33,789.04,22.0
46,0.0,0,0,403985,1,16,20.0,1,0,0,18,624.12,15.0
45,0.0,0,1,403986,0,14,3.0,1,0,0,5,677.84,17.0
46,0.0,0,0,403987,1,30,7.0,0,0,4,34,976.15,6.0
27,0.0,0,0,403988,1,13,4.0,0,1,1,54,607.26,20.0
45,0.0,0,0,403989,1,6,12.0,0,1,0,38,571.64,21.0
45,0.0,0,0,403990,1,5,19.0,0,0,0,47,557.23,7.0
43,0.0,0,0,403991,0,11,1.0,0,1,4,31,807.69,8.0
41,0.0,0,1,403992,1,5,7.0,0,0,2,44,667.64,25.0
40,0.0,0,1,403993,1,10,15.0,1,0,1,48,919.69,28.0
26,0.0,0,1,403994,0,10,9.0,1,0,0,40,951.16,2.0
20,0.0,0,1,403995,1,20,7.0,1,0,1,39,926.22,14.0
30,0.0,0,1,403996,1,15,4.0,0,0,1,53,904.25,18.0
41,0.0,0,0,403997,0,2,9.0,1,0,0,25,991.61,7.0
30,0.0,0,1,403998,0,8,18.0,0,1,2,45,788.79,3.0
34,0.0,0,1,403999,1,2,7.0,0,0,2,35,557.63,9.0
43,0.0,0,1,404000,1,7,10.0,0,1,2,33,931.97,3.0
40,0.0,0,1,404001,1,10,19.0,0,1,3,40,967.58,8.0
47,0.0,0,1,404002,0,4,10.0,1,0,4,52,646.45,8.0
50,0.0,0,1,404003,1,28,13.0,0,1,3,10,767.82,10.0
39,0.0,0,1,404004,1,7,5.0,0,1,1,4,652.64,21.0
28,0.0,0,1,404005,1,6,18.0,0,1,0,11,661.88,21.0
27,0.0,0,0,404006,1,15,14.0,1,0,1,33,534.35,17.0
41,0.0,0,0,404007,1,26,12.0,1,0,4,20,629.19,25.0
37,0.0,0,0,404008,1,18,7.0,0,0,0,43,773.1,11.0
50,0.0,0,1,404009,0,10,0.0,0,0,2,13,686.72,24.0
48,0.0,0,1,404010,0,4,4.0,0,1,3,14,754.18,17.0
37,0.0,0,1,404011,1,25,0.0,1,0,3,13,801.53,23.0
50,0.0,0,1,404012,0,1,3.0,0,1,2,55,890.78,22.0
22,0.0,0,1,404013,1,24,16.0,0,0,0,47,960.82,5.0
23,0.0,0,1,404014,0,13,10.0,1,0,1,6,832.77,2.0
44,0.0,0,0,404015,0,3,12.0,1,0,3,31,558.1,1.0
41,0.0,0,1,404016,1,12,1.0,0,1,4,29,644.06,4.0
47,0.0,0,0,404017,1,8,20.0,0,1,3,37,502.42,11.0
35,0.0,0,0,404018,0,13,5.0,1,0,3,10,500.36,30.0
32,0.0,0,0,404019,1,4,3.0,1,0,3,24,788.38,10.0
18,0.0,0,0,404020,0,6,12.0,1,0,1,11,964.9,25.0
23,0.0,0,1,404021,0,1,14.0,0,1,2,38,504.29,20.0
35,0.0,0,1,404022,0,1,17.0,1,0,0,22,670.24,28.0
49,0.0,0,1,404023,0,15,7.0,1,0,2,6,671.79,22.0
44,0.0,0,1,404024,1,11,14.0,0,0,1,27,782.1,15.0
34,0.0,0,1,404025,1,25,14.0,1,0,0,50,940.67,10.0
36,0.0,0,0,404026,0,10,9.0,1,0,1,14,709.9,13.0
37,0.0,0,0,404027,1,6,20.0,1,0,2,6,939.22,30.0
41,0.0,0,1,404028,1,3,5.0,1,0,2,41,952.11,17.0
22,0.0,0,1,404029,1,16,12.0,0,1,0,46,786.99,23.0
44,0.0,0,0,404030,1,7,17.0,0,0,1,48,578.16,28.0
39,0.0,0,1,404031,1,12,11.0,1,0,1,23,598.8,21.0
46,0.0,0,1,404032,1,4,6.0,1,0,0,57,610.64,6.0
22,0.0,0,0,404033,0,7,6.0,1,0,0,22,507.62,14.0
31,0.0,0,0,404034,1,17,16.0,0,0,0,42,669.56,6.0
41,0.0,0,0,404035,1,26,15.0,0,0,3,37,728.49,30.0
31,0.0,0,0,404036,0,14,17.0,1,0,0,56,747.33,5.0
48,0.0,0,0,404037,1,17,14.0,1,0,1,11,669.56,30.0
44,0.0,0,1,404038,1,2,20.0,0,1,4,27,553.58,17.0
41,0.0,0,1,404039,1,5,5.0,0,0,2,38,947.77,17.0
49,0.0,0,0,404040,1,22,19.0,1,0,4,8,630.5,28.0
24,0.0,0,1,404041,1,9,1.0,0,1,2,51,831.91,14.0
47,0.0,0,1,404042,0,13,9.0,1,0,2,16,528.42,13.0
27,0.0,0,1,404043,1,19,13.0,0,1,1,25,580.56,22.0
47,0.0,0,0,404044,1,13,0.0,0,1,2,10,646.91,24.0
38,0.0,0,0,404045,0,10,8.0,0,1,1,32,621.16,18.0
28,0.0,0,1,404046,0,7,20.0,0,0,0,20,868.41,12.0
27,0.0,0,0,404047,0,14,18.0,0,0,2,19,914.94,29.0
26,0.0,0,0,404048,1,18,6.0,0,1,0,1,581.67,8.0
46,0.0,0,0,404049,1,29,19.0,0,1,0,49,958.75,23.0
24,0.0,0,1,404050,1,17,14.0,1,0,0,31,995.95,19.0
33,0.0,0,1,404051,1,18,20.0,0,0,2,17,687.66,30.0
50,0.0,0,0,404052,1,11,10.0,0,1,5,31,603.71,9.0
41,0.0,0,0,404053,1,28,12.0,1,0,0,34,679.64,11.0
38,0.0,0,1,404054,1,9,10.0,0,0,0,35,728.08,6.0
47,0.0,0,1,404055,0,13,8.0,0,0,2,15,747.18,21.0
42,0.0,0,0,404056,1,10,5.0,0,0,2,58,648.52,10.0
48,0.0,0,0,404057,1,7,8.0,0,1,1,56,880.36,14.0
35,0.0,0,1,404058,0,8,2.0,0,0,0,38,780.07,1.0
20,0.0,0,1,404059,1,12,0.0,1,0,2,58,712.42,11.0
48,0.0,0,0,404060,1,1,5.0,0,0,4,39,527.06,23.0
42,0.0,0,1,404061,1,23,11.0,1,0,3,56,751.45,28.0
32,0.0,0,1,404062,0,5,17.0,1,0,1,2,764.91,22.0
37,0.0,0,0,404063,1,17,18.0,1,0,0,17,605.73,15.0
43,0.0,0,1,404064,1,13,2.0,0,1,0,51,981.28,27.0
31,0.0,0,1,404065,0,12,19.0,1,0,1,41,543.12,27.0
27,0.0,0,0,404066,1,19,17.0,0,0,1,46,807.28,1.0
47,0.0,0,0,404067,1,29,9.0,1,0,1,46,820.84,19.0
40,0.0,0,0,404068,1,21,1.0,0,0,0,48,846.5,23.0
32,0.0,0,1,404069,1,15,16.0,1,0,0,10,648.59,25.0
39,0.0,0,0,404070,1,24,14.0,1,0,1,36,687.73,11.0
47,0.0,0,1,404071,1,30,17.0,0,1,1,9,937.75,11.0
45,0.0,0,1,404072,1,9,12.0,0,0,0,60,910.95,20.0
49,0.0,0,1,404073,1,11,3.0,0,0,1,38,684.47,19.0
50,0.0,0,0,404074,1,17,8.0,0,0,2,26,696.23,1.0
50,0.0,0,0,404075,1,12,5.0,1,0,0,21,586.91,19.0
37,0.0,0,1,404076,1,3,14.0,1,0,0,25,542.25,6.0
44,0.0,0,1,404077,1,27,9.0,0,1,0,31,835.1,28.0
34,0.0,0,0,404078,1,1,14.0,0,0,1,17,705.67,21.0
41,0.0,0,0,404079,1,28,18.0,1,0,2,42,724.66,17.0
31,0.0,0,0,404080,0,1,15.0,0,0,2,26,542.05,16.0
49,0.0,0,0,404081,1,1,3.0,0,0,2,54,672.65,11.0
32,0.0,0,1,404082,1,1,18.0,1,0,1,27,607.03,30.0
50,0.0,0,0,404083,0,2,5.0,0,0,1,55,606.42,19.0
41,0.0,0,1,404084,1,22,14.0,0,1,0,3,629.42,2.0
34,0.0,0,0,404085,1,30,17.0,0,1,0,2,892.46,8.0
47,0.0,0,0,404086,1,8,6.0,0,0,1,54,520.1,25.0
36,0.0,0,1,404087,1,20,10.0,0,0,1,54,535.69,28.0
45,0.0,0,0,404088,1,1,9.0,1,0,0,21,767.13,13.0
48,0.0,0,0,404089,1,13,2.0,1,0,1,36,707.85,13.0
44,0.0,0,0,404090,1,12,6.0,0,0,0,48,668.85,2.0
50,0.0,0,1,404091,1,29,4.0,0,0,0,7,621.96,5.0
28,0.0,0,1,404092,0,1,20.0,0,0,0,41,957.8,12.0
34,0.0,0,1,404093,1,6,9.0,1,0,2,57,607.25,5.0
33,0.0,0,1,404094,1,23,3.0,1,0,1,2,832.05,6.0
41,0.0,0,0,404095,0,10,8.0,0,1,4,50,807.07,23.0
36,0.0,0,0,404096,0,3,9.0,1,0,1,12,929.84,20.0
31,0.0,0,1,404097,0,14,15.0,0,0,0,8,604.22,11.0
37,0.0,0,1,404098,1,19,1.0,1,0,1,60,926.71,11.0
23,0.0,0,0,404099,0,5,10.0,0,1,0,57,826.83,22.0
50,0.0,0,0,404100,1,29,8.0,1,0,2,50,797.1,4.0
38,0.0,0,1,404101,0,4,0.0,0,1,3,4,598.56,1.0
21,0.0,0,0,404102,1,18,10.0,0,0,0,20,712.73,29.0
50,0.0,0,0,404103,0,9,18.0,0,0,1,41,521.82,28.0
50,0.0,0,1,404104,1,27,18.0,0,1,3,56,744.41,14.0
42,0.0,0,0,404105,1,11,14.0,1,0,1,5,532.13,16.0
37,0.0,0,0,404106,1,24,6.0,1,0,0,8,918.86,7.0
42,0.0,0,1,404107,0,10,14.0,0,1,2,43,828.45,11.0
42,0.0,0,1,404108,0,6,16.0,1,0,2,31,818.05,1.0
23,0.0,0,0,404109,0,6,17.0,0,1,1,10,780.2,2.0
23,0.0,0,0,404110,1,8,4.0,0,1,1,12,504.6,27.0
20,0.0,0,0,404111,0,4,3.0,0,1,1,48,811.18,30.0
43,0.0,0,1,404112,1,3,20.0,0,1,1,49,693.49,25.0
38,0.0,0,1,404113,0,2,15.0,0,0,0,15,993.97,13.0
47,0.0,0,1,404114,1,21,15.0,1,0,0,11,648.25,30.0
31,0.0,0,1,404115,0,1,9.0,1,0,2,44,654.63,4.0
50,0.0,0,0,404116,0,13,4.0,0,0,2,32,887.22,28.0
23,0.0,0,1,404117,1,14,9.0,1,0,0,15,649.48,10.0
42,0.0,0,0,404118,0,2,3.0,0,1,3,34,952.26,19.0
18,0.0,0,1,404119,1,15,19.0,0,0,0,34,887.15,19.0
36,0.0,0,0,404120,1,19,12.0,0,1,0,55,826.29,28.0
22,0.0,0,0,404121,1,22,18.0,1,0,2,60,978.34,29.0
28,0.0,0,0,404122,0,10,12.0,0,1,2,33,638.13,20.0
37,0.0,0,1,404123,1,8,19.0,0,1,3,52,824.84,28.0
20,0.0,0,0,404124,0,14,0.0,1,0,2,49,953.23,22.0
37,0.0,0,0,404125,1,18,12.0,0,1,2,1,980.91,4.0
46,0.0,0,1,404126,1,19,4.0,0,1,1,10,829.06,26.0
50,0.0,0,1,404127,0,12,18.0,0,1,1,59,645.38,8.0
48,0.0,0,0,404128,0,11,12.0,0,0,2,13,593.4,24.0
33,0.0,0,1,404129,0,9,19.0,0,0,1,49,927.2,26.0
34,0.0,0,1,404130,0,7,16.0,0,0,2,35,841.9,22.0
41,0.0,0,1,404131,0,7,5.0,0,1,0,36,545.24,8.0
29,0.0,0,1,404132,1,26,8.0,0,0,0,60,575.6,1.0
50,0.0,0,1,404133,1,17,3.0,0,0,5,39,870.03,5.0
27,0.0,0,0,404134,0,6,8.0,0,0,0,49,572.67,2.0
38,0.0,0,0,404135,1,16,7.0,0,0,2,24,821.17,20.0
48,0.0,0,0,404136,1,24,7.0,0,0,4,6,857.69,27.0
28,0.0,0,0,404137,1,3,20.0,0,1,1,45,998.2,28.0
49,0.0,0,1,404138,1,18,5.0,1,0,4,30,654.33,18.0
31,0.0,0,1,404139,1,20,13.0,0,0,2,25,821.28,6.0
24,0.0,0,0,404140,1,19,4.0,1,0,1,36,861.57,22.0
28,0.0,0,1,404141,1,16,16.0,0,1,2,46,972.01,27.0
29,0.0,0,0,404142,1,18,13.0,1,0,1,18,634.1,20.0
23,0.0,0,0,404143,1,23,10.0,0,0,0,20,846.36,30.0
39,0.0,0,0,404144,0,3,8.0,0,1,2,45,620.67,11.0
26,0.0,0,0,404145,1,27,11.0,1,0,2,27,678.44,27.0
21,0.0,0,1,404146,0,13,18.0,1,0,2,58,560.16,24.0
40,0.0,0,1,404147,0,6,1.0,0,0,1,56,600.77,30.0
45,0.0,0,1,404148,1,22,12.0,1,0,0,40,567.33,29.0
41,0.0,0,0,404149,0,2,1.0,1,0,0,49,911.49,10.0
39,0.0,0,1,404150,1,28,12.0,1,0,3,43,570.12,2.0
33,0.0,0,0,404151,0,9,0.0,0,0,0,13,586.21,24.0
21,0.0,0,1,404152,1,24,12.0,0,0,0,47,528.46,8.0
23,0.0,0,0,404153,0,8,9.0,0,0,2,52,653.82,12.0
47,0.0,0,1,404154,1,22,6.0,0,1,2,30,631.23,6.0
23,0.0,0,0,404155,1,7,7.0,1,0,2,56,972.25,20.0
41,0.0,0,0,404156,1,2,1.0,1,0,4,28,848.05,30.0
35,0.0,0,1,404157,1,19,1.0,1,0,2,39,575.4,15.0
39,0.0,0,1,404158,0,10,2.0,1,0,3,39,780.82,16.0
38,0.0,0,1,404159,1,5,14.0,1,0,3,22,784.75,25.0
29,0.0,0,0,404160,1,12,3.0,0,1,0,4,942.2,7.0
40,0.0,0,1,404161,1,27,3.0,0,0,3,12,807.68,19.0
46,0.0,0,1,404162,0,7,6.0,0,1,2,30,773.3,30.0
33,0.0,0,1,404163,0,3,9.0,0,1,0,54,582.2,29.0
36,0.0,0,1,404164,1,27,20.0,0,1,1,6,907.31,3.0
50,0.0,0,0,404165,0,12,0.0,1,0,5,7,863.61,28.0
27,0.0,0,1,404166,0,11,15.0,0,1,2,38,571.17,14.0
34,0.0,0,0,404167,1,19,10.0,1,0,1,29,700.52,23.0
22,0.0,0,0,404168,1,2,15.0,0,0,0,43,612.44,4.0
50,0.0,0,1,404169,1,22,11.0,1,0,1,28,640.25,18.0
21,0.0,0,0,404170,1,30,17.0,1,0,2,45,689.35,20.0
36,0.0,0,0,404171,1,27,12.0,1,0,1,59,942.52,8.0
38,0.0,0,0,404172,0,14,1.0,0,0,0,34,865.31,27.0
34,0.0,0,0,404173,1,29,19.0,0,1,1,59,920.14,8.0
30,0.0,0,0,404174,0,13,5.0,0,0,3,8,567.25,15.0
40,0.0,0,0,404175,0,15,2.0,1,0,4,38,663.79,6.0
20,0.0,0,0,404176,1,17,7.0,0,0,1,18,517.79,26.0
45,0.0,0,0,404177,1,8,6.0,0,1,4,41,733.96,28.0
31,0.0,0,0,404178,0,14,18.0,0,1,2,21,529.75,23.0
36,0.0,0,0,404179,1,16,13.0,0,1,3,37,790.8,27.0
27,0.0,0,0,404180,1,29,11.0,1,0,0,23,647.24,15.0
46,0.0,0,0,404181,1,14,8.0,1,0,1,41,525.2,25.0
24,0.0,0,1,404182,0,5,16.0,1,0,1,19,688.48,28.0
20,0.0,0,1,404183,1,1,0.0,0,0,1,59,996.53,9.0
34,0.0,0,1,404184,1,24,0.0,0,1,0,26,631.67,25.0
30,0.0,0,1,404185,1,7,2.0,0,0,1,15,771.13,26.0
48,0.0,0,1,404186,1,6,7.0,0,0,2,10,802.07,7.0
48,0.0,0,1,404187,0,4,7.0,1,0,4,41,675.93,25.0
38,0.0,0,0,404188,0,4,18.0,1,0,1,17,915.58,24.0
50,0.0,0,1,404189,1,28,11.0,0,1,3,52,547.19,21.0
49,0.0,0,0,404190,1,12,19.0,0,0,1,19,655.21,29.0
50,0.0,0,1,404191,1,2,0.0,0,0,5,35,595.84,20.0
26,0.0,0,1,404192,1,3,17.0,1,0,0,58,560.75,26.0
47,0.0,0,0,404193,1,19,11.0,0,1,2,30,767.84,6.0
49,0.0,0,1,404194,1,19,18.0,0,1,4,59,841.87,13.0
45,0.0,0,0,404195,1,9,7.0,0,1,0,8,787.96,7.0
23,0.0,0,0,404196,0,12,17.0,0,1,2,4,627.42,27.0
47,0.0,0,1,404197,1,24,16.0,0,0,1,29,931.88,27.0
27,0.0,0,1,404198,1,18,1.0,0,1,2,10,835.17,20.0
41,0.0,0,0,404199,0,7,2.0,0,1,4,35,760.8,13.0
20,0.0,0,1,404200,1,27,2.0,0,0,2,25,664.88,7.0
36,0.0,0,0,404201,0,12,20.0,0,0,1,28,637.04,15.0
18,0.0,0,1,404202,0,14,17.0,1,0,1,60,543.46,28.0
20,0.0,0,0,404203,1,17,7.0,0,0,1,21,654.28,16.0
50,0.0,0,0,404204,0,10,13.0,1,0,0,51,541.69,12.0
46,0.0,0,1,404205,1,29,16.0,0,0,3,31,680.06,6.0
36,0.0,0,1,404206,1,1,16.0,1,0,3,23,861.6,17.0
20,0.0,0,1,404207,1,2,18.0,0,1,1,58,665.0,14.0
38,0.0,0,1,404208,1,7,18.0,0,0,0,53,785.61,13.0
50,0.0,0,1,404209,1,30,17.0,0,1,4,31,685.18,11.0
48,0.0,0,1,404210,1,25,6.0,0,1,2,8,552.49,2.0
34,0.0,0,1,404211,1,13,1.0,1,0,3,23,864.88,30.0
32,0.0,0,1,404212,1,22,6.0,0,0,1,20,869.3,16.0
42,0.0,0,1,404213,0,8,15.0,1,0,3,23,561.88,22.0
50,0.0,0,0,404214,1,25,9.0,0,0,1,46,893.82,16.0
39,0.0,0,0,404215,0,11,8.0,0,1,1,14,989.78,25.0
37,0.0,0,0,404216,1,23,0.0,1,0,2,17,547.9,11.0
37,0.0,0,1,404217,0,15,5.0,0,1,2,57,975.08,19.0
20,0.0,0,1,404218,1,29,8.0,0,0,2,50,775.28,11.0
48,0.0,0,1,404219,1,27,13.0,0,1,2,10,858.75,24.0
28,0.0,0,1,404220,0,14,7.0,1,0,0,8,521.64,30.0
24,0.0,0,0,404221,0,6,14.0,0,1,1,10,744.9,22.0
50,0.0,0,0,404222,1,18,10.0,1,0,1,55,853.7,5.0
43,0.0,0,0,404223,1,7,4.0,0,1,0,3,960.99,3.0
49,0.0,0,1,404224,1,29,16.0,0,1,2,48,975.06,6.0
33,0.0,0,1,404225,0,12,5.0,0,1,2,11,909.49,1.0
49,0.0,0,0,404226,1,27,11.0,0,0,2,57,797.58,10.0
39,0.0,0,1,404227,1,2,19.0,1,0,1,46,738.68,23.0
44,0.0,0,0,404228,1,28,6.0,1,0,3,36,644.51,10.0
32,0.0,0,1,404229,0,7,15.0,0,1,1,16,660.64,10.0
40,0.0,0,0,404230,0,11,10.0,0,1,4,41,607.35,22.0
29,0.0,0,1,404231,1,6,19.0,0,1,1,15,556.25,16.0
33,0.0,0,0,404232,1,2,14.0,0,0,3,60,676.41,3.0
35,0.0,0,0,404233,0,1,13.0,0,0,0,7,935.99,23.0
39,0.0,0,0,404234,1,5,13.0,0,0,1,43,607.88,23.0
21,0.0,0,1,404235,1,3,10.0,1,0,1,32,544.32,20.0
46,0.0,0,1,404236,1,19,8.0,1,0,0,13,920.78,22.0
